time = 0.447	Re = 13	rotation = -0.237313
-0.912345	0.083261	1169	
-0.909676	0.141852	9986	
-0.901332	0.210663	10111	
-0.885087	0.277447	8294	
-0.863885	0.344173	9971	
-0.829403	0.423954	10090	
-0.787167	0.499327	9033	
-0.738298	0.568774	4450	
-0.686898	0.628421	2798	
-0.641390	0.660282	8367	
