time = 0.317	Re = 13	rotation = -0.455547
-0.889432	0.227826	9068	
-0.873339	0.282289	6555	
-0.853533	0.337595	636	
-0.833156	0.384033	1792	
-0.807810	0.434653	7946	
-0.777471	0.488490	2055	
-0.744053	0.539746	5515	
-0.706969	0.588617	9122	
-0.668263	0.633218	9481	
