time = 0.387	Re = 13	rotation = -0.400972
-0.905900	0.137667	9122	
-0.896314	0.190795	9481	
-0.883805	0.247512	4342	
-0.867474	0.301721	8501	
-0.850548	0.356443	1169	
-0.822410	0.425218	9738	
-0.786402	0.493044	10086	
-0.743330	0.557874	1692	
-0.696597	0.615383	996	
-0.650537	0.649665	7060	
