time = 10.067	Re = 13	rotation = -6.27878
0.834547	-0.184830	4373	
0.763149	-0.236661	7603	
0.699459	-0.312806	2416	
0.618806	-0.336258	2313	
0.558641	-0.347826	609	
0.499191	-0.357094	6826	
0.431745	-0.350130	5938	
0.377580	-0.324570	3349	
0.338275	-0.284693	1342	
0.360128	-0.226739	6464	
0.385615	-0.163937	4217	
0.447632	-0.111693	2323	
0.527480	-0.044579	1832	
0.574274	-0.011244	5258	
0.627367	0.022612	3100	
0.700681	0.070405	6925	
0.775541	0.107928	8113	
0.792499	0.041970	8712	
0.815164	-0.017283	5208	
0.860375	0.015297	8651	
0.896444	0.076740	9004	
0.893255	0.141035	9758	
0.881256	0.209001	8276	
0.858555	0.264319	6537	
0.835101	0.318605	9917	
0.800690	0.374808	767	
0.766930	0.427925	5008	
0.731202	0.475743	7113	
0.695829	0.523120	7106	
0.651518	0.565963	4138	
0.606817	0.606959	5836	
0.559891	0.639214	5039	
0.512705	0.671300	3816	
0.436334	0.710814	9750	
0.359875	0.744446	3921	
0.274282	0.760204	6249	
0.188595	0.776374	2376	
0.104404	0.776452	6886	
0.206829	0.755212	2484	
0.302821	0.747084	6535	
0.353557	0.744515	3921	
0.422064	0.716912	1726	
0.487807	0.686852	4346	
0.553756	0.641550	2791	
0.617925	0.591931	5836	
0.693465	0.514757	7106	
0.730540	0.468462	7113	
0.767792	0.421555	5008	
0.802960	0.364908	767	
0.839466	0.303814	10076	
0.873260	0.229382	4538	
0.898164	0.144820	9999	
0.889382	0.067917	671	
0.867342	0.008485	8320	
0.800296	-0.009141	1218	
0.736364	0.073334	8121	
0.667237	0.041741	5091	
0.612514	0.013930	4874	
0.562922	-0.013903	3359	
0.499402	-0.058582	3263	
0.448553	-0.096865	2885	
0.398737	-0.131900	1009	
0.338520	-0.180440	7426	
0.297060	-0.248416	10012	
0.289447	-0.308149	3821	
0.329002	-0.357463	3930	
0.274024	-0.351651	1973	
0.219495	-0.344431	9551	
0.160067	-0.313757	7135	
0.106789	-0.282009	3077	
0.073540	-0.219637	4753	
0.166081	-0.173766	6429	
0.236560	-0.160706	1658	
0.299585	-0.133760	3429	
0.376550	-0.091423	3275	
0.453714	-0.056072	8144	
0.507397	-0.028338	1531	
0.570151	0.003417	7457	
0.667447	0.048820	5091	
0.726318	0.071172	8121	
0.794299	-0.014415	1218	
0.880381	0.026109	8497	
0.896110	0.092823	9502	
0.892362	0.174095	8501	
0.855216	0.271470	6537	
0.812367	0.351995	7954	
0.769849	0.417289	3489	
0.727939	0.477879	8085	
0.673990	0.536203	975	
0.619384	0.588188	7184	
0.567201	0.625614	2791	
0.513803	0.660031	3215	
0.452708	0.690322	4329	
0.388268	0.720397	2207	
0.331232	0.733132	1175	
0.275190	0.744299	6535	
0.180144	0.730654	8190	
0.111158	0.698199	5894	
0.040177	0.705515	6031	
-0.025736	0.716356	4527	
-0.099906	0.724489	6144	
-0.187470	0.730706	1477	
-0.279819	0.730122	2722	
-0.369343	0.715246	6198	
-0.456370	0.692983	5445	
-0.400374	0.768446	7197	
-0.342665	0.792247	4776	
-0.285922	0.813898	5963	
-0.223503	0.830657	6828	
-0.154688	0.846039	6629	
-0.082939	0.842188	5818	
-0.025082	0.841002	916	
-0.128177	0.830501	4633	
-0.216287	0.803447	5172	
-0.279103	0.786058	4614	
-0.169224	0.790856	3716	
-0.066364	0.782905	5699	
0.025502	0.769417	2349	
0.123200	0.761051	3779	
0.187557	0.758369	2484	
0.248954	0.760039	6346	
0.331874	0.749009	4467	
0.381744	0.732719	4035	
0.454492	0.707599	5611	
0.546839	0.649103	3413	
0.595290	0.611738	6876	
0.644052	0.571202	4602	
0.712456	0.494547	8017	
0.780027	0.406677	3489	
0.821141	0.339276	7954	
0.864263	0.261702	6537	
0.893510	0.166601	8501	
0.895777	0.063564	671	
0.832494	-0.015721	421	
