time = 0.277	Re = 13	rotation = -0.428202
-0.870499	0.293188	3662	
-0.849714	0.347816	430	
-0.825230	0.402593	1226	
-0.800434	0.448890	6404	
-0.770421	0.498432	716	
-0.735647	0.549728	9068	
-0.698133	0.597893	6662	
-0.657081	0.642847	1092	
