time = 20.002	Re = 40	rotation = 2.81675e-10
-0.679820	0.533706	5122	
0.124990	0.336237	10178	
-0.578387	-0.427696	2641	
-0.015627	0.625117	3405	
0.106489	0.780056	3758	
-0.859789	0.144732	5138	
0.546321	0.135346	6517	
-0.607112	-0.527289	9285	
0.535886	0.399455	2284	
-0.514806	-0.088072	5614	
0.672877	0.364149	10571	
-0.480194	0.786548	7764	
0.978441	-0.012562	2061	
-0.095700	0.691901	8439	
0.174007	0.688433	1489	
-0.019532	0.674811	5350	
0.869994	0.314150	9382	
-0.184805	0.909447	5964	
0.029427	0.194372	2338	
-0.641096	-0.478133	8805	
0.030830	0.303479	2640	
0.014668	0.359901	7723	
0.306274	0.534500	7280	
-0.732808	-0.120435	2082	
-0.322760	0.788220	7868	
0.835321	-0.372281	10195	
0.575747	0.144638	4099	
-0.439170	-0.666381	5716	
-0.830804	-0.308774	9515	
0.223575	-0.846531	7518	
0.264809	-0.855832	8521	
-0.079643	0.579064	6866	
-0.298893	0.177683	7087	
0.484070	0.511238	1367	
-0.557244	-0.077654	9880	
-0.025501	0.567844	7853	
0.537607	0.203134	9599	
-0.594736	-0.072460	2087	
-0.200483	0.574733	6080	
0.422744	0.372962	8649	
-0.085632	0.649658	5036	
0.220845	0.374876	1868	
-0.722481	-0.163729	494	
-0.136537	0.543766	1632	
-0.433317	-0.659104	5716	
0.138638	0.567868	8613	
-0.506423	0.420653	4092	
-0.390818	0.074935	1870	
-0.100630	0.374349	8418	
-0.252462	-0.833338	6443	
0.655321	0.523263	1358	
-0.658258	0.463430	1512	
-0.526357	0.154082	9076	
0.035098	0.714284	10887	
-0.242739	0.455316	936	
0.800306	0.557431	5219	
0.470518	0.218623	5496	
-0.305408	0.281709	687	
0.430163	0.546393	4771	
-0.725030	-0.489689	5615	
-0.503482	-0.634962	2676	
0.773894	-0.267611	5868	
-0.227382	0.623021	428	
-0.437622	-0.667659	5716	
-0.148647	0.123536	3068	
0.304557	0.397550	5076	
0.549617	0.387405	1943	
-0.415668	-0.615469	9984	
-0.218675	0.393683	1024	
-0.531994	-0.626079	7496	
0.087927	0.579454	8361	
0.728110	-0.518872	7120	
0.387498	0.323723	1859	
-0.708410	0.343381	1590	
-0.703375	0.128377	7569	
0.075267	0.223028	5200	
0.248268	-0.788623	4465	
-0.372052	0.579749	6442	
0.466847	0.303704	4469	
0.255817	-0.085169	9258	
-0.522619	-0.111379	4689	
-0.535670	0.497779	10240	
-0.184900	-0.041767	10482	
-0.899366	-0.276782	8010	
-0.286909	0.119677	1440	
-0.119857	0.659470	4800	
-0.423983	0.108084	3684	
-0.358953	0.622462	6924	
0.103108	0.163925	1238	
0.181513	0.464770	755	
0.638851	-0.534720	1346	
-0.726490	-0.131407	2655	
0.335728	-0.839580	10112	
0.521934	0.295061	5015	
0.510601	0.308534	5857	
0.297755	-0.069968	3966	
-0.270753	0.418993	3929	
-0.114955	0.539444	5438	
0.214961	0.552685	9227	
0.503549	0.669352	5476	
-0.400619	0.349497	1064	
-0.475945	0.304591	7030	
0.799299	-0.552002	5081	
0.102678	0.836346	7421	
0.457242	-0.608442	3915	
0.511038	-0.836635	9344	
0.641674	-0.294923	6076	
0.259922	0.722067	2941	
-0.138080	0.423492	5299	
0.000120	0.472031	1571	
-0.664951	0.546502	3710	
0.793803	0.275422	6805	
0.096108	0.210812	4331	
0.385839	-0.901730	10005	
-0.674233	-0.120835	6824	
-0.171748	0.396311	2146	
0.661513	-0.624731	10359	
-0.582916	0.360885	4933	
-0.592672	0.516675	9335	
-0.291924	0.176463	7235	
0.956711	-0.183634	8173	
-0.177368	0.283057	8366	
-0.554428	0.031933	5569	
-0.359349	-0.878435	5193	
0.188033	-0.743204	3400	
-0.149125	0.450690	7685	
-0.673046	-0.298326	6620	
-0.478914	0.436707	3811	
-0.447349	-0.847839	6843	
-0.468665	0.139091	4298	
0.538432	-0.719153	6738	
0.151978	0.818324	5559	
0.981870	0.118486	2158	
-0.607003	0.618955	4311	
-0.651004	-0.115073	5683	
-0.343186	0.347527	3319	
0.369634	0.760676	5730	
0.560139	0.362651	8673	
-0.253488	0.145055	7739	
0.808135	-0.130916	9359	
-0.871399	-0.087965	632	
0.556506	0.646792	3509	
0.357647	0.525039	7946	
-0.652673	0.445004	8405	
-0.008205	0.509587	2339	
0.145381	-0.720059	3045	
0.467990	0.786408	1014	
-0.762488	-0.445176	7299	
-0.450404	0.369392	7156	
0.717824	-0.063114	363	
0.316236	0.296306	10368	
0.153845	-0.959976	6016	
0.019913	0.862845	7598	
0.848141	-0.032404	8033	
0.549047	0.243180	758	
0.270103	0.722471	4957	
-0.842358	-0.436573	2424	
-0.099174	0.584559	6377	
-0.380001	-0.695743	7667	
-0.705631	0.019274	1841	
0.432048	0.742715	8823	
-0.664774	-0.680844	1888	
0.834943	0.109619	5029	
-0.098028	-0.733501	436	
0.779492	0.130037	941	
0.968872	0.158158	6635	
-0.723145	0.300939	8128	
-0.221490	0.201675	10769	
0.033036	0.421976	5673	
-0.409596	-0.023784	9272	
-0.428073	0.071426	2879	
-0.284136	-0.766398	1933	
0.597224	0.277941	2629	
-0.343412	0.026804	6309	
0.625791	-0.334344	5261	
0.928086	-0.074370	710	
0.459325	0.600532	10382	
0.197865	-0.785336	4316	
-0.001784	0.942729	5052	
-0.084331	-0.955482	5227	
-0.055938	0.426937	5325	
0.139069	0.524002	5100	
0.337847	-0.111764	4329	
-0.179476	0.247593	4626	
0.100168	0.282958	10035	
-0.099047	0.317435	4607	
-0.596455	0.157115	1613	
0.444956	0.803266	1112	
-0.076091	0.131824	1266	
0.040291	0.657875	4817	
0.456504	0.259502	4744	
0.504678	0.133026	1297	
-0.543759	-0.100344	9348	
0.640007	0.022596	7709	
0.749382	-0.143849	2504	
0.853956	0.121395	361	
-0.179427	0.503867	7505	
0.321687	0.467184	3815	
0.163287	0.541762	5054	
-0.665265	-0.037086	11057	
-0.579979	0.508081	5457	
-0.480140	0.419650	3945	
0.742508	0.535044	9498	
0.289254	0.434356	8197	
-0.718342	0.302677	8128	
-0.778329	-0.184185	9339	
0.110506	0.322814	1575	
0.016394	0.486794	8669	
-0.563051	0.172257	7641	
-0.603497	0.233538	2682	
0.549496	0.296322	5014	
0.438807	0.457756	8770	
0.176533	0.266872	868	
-0.135087	0.526836	1632	
0.031413	0.924892	5904	
