time = 10.002	Re = 40	rotation = 3.52112e-11
-0.866448	0.112573	1766	
0.413524	0.370444	7406	
-0.237310	0.045561	8171	
-0.435124	0.289266	2531	
0.251438	-0.746547	3316	
-0.810273	-0.308849	7481	
-0.547054	0.101746	7004	
0.760452	0.272748	8371	
-0.601359	0.235883	3185	
-0.647332	0.229087	2772	
0.241507	-0.729610	1946	
0.502777	0.769366	2646	
-0.805301	-0.542888	4962	
-0.267175	0.181008	1179	
-0.130947	0.135575	4531	
-0.425185	0.200690	5658	
0.556940	-0.736081	10430	
0.850500	0.373933	1008	
0.602263	0.133125	2573	
0.713007	0.360066	9246	
0.437473	0.288424	1383	
0.338211	0.390787	3469	
-0.413659	0.466161	4190	
-0.625182	-0.357110	7575	
-0.841265	0.157750	8585	
0.118312	-0.904150	6463	
-0.618845	0.129362	3875	
0.508047	0.614438	677	
-0.853593	-0.248860	1897	
0.408794	-0.775697	5612	
-0.159157	-0.878753	6319	
-0.337550	0.358013	4206	
0.317940	0.171497	8539	
-0.099507	0.115743	5480	
-0.660671	0.095240	2631	
-0.343269	0.387381	3081	
-0.152099	0.660374	6773	
-0.624673	0.063531	5079	
-0.294089	0.328020	5649	
-0.016478	0.631575	3962	
-0.415721	0.237851	9541	
0.280711	0.509491	4184	
-0.670163	-0.278763	769	
-0.266595	0.399272	3101	
0.231060	0.756678	4940	
-0.400798	0.415669	5694	
-0.113688	0.247161	8002	
0.200551	-0.699469	683	
0.238332	0.424011	8572	
0.052391	-0.869510	7533	
-0.442431	0.713967	6694	
0.405777	-0.697403	7996	
0.185547	0.161760	5213	
-0.047679	0.134622	10129	
-0.090957	0.452622	1292	
-0.385922	-0.894309	10071	
0.161248	0.647424	3768	
0.186403	0.325702	4219	
-0.374103	0.142908	10823	
-0.638467	-0.595966	3971	
0.786784	0.223902	9167	
-0.201070	0.798358	4315	
-0.323563	0.239278	9095	
0.510156	0.612830	677	
0.617440	0.062976	2829	
0.106208	0.591689	1414	
-0.605145	0.185117	507	
-0.640084	-0.359755	8108	
0.090840	0.455697	2833	
0.798674	-0.206234	7718	
-0.407506	0.386144	3398	
0.427872	-0.788376	5612	
0.229601	0.582611	1503	
0.762067	-0.205322	5026	
-0.704770	-0.186946	2798	
0.570983	0.174580	3903	
0.647740	0.508222	1602	
-0.177488	0.203389	7389	
0.082881	0.641009	3738	
-0.583409	0.421552	5010	
-0.406154	0.097954	3964	
0.541397	0.027463	505	
0.639907	0.297293	9030	
-0.116361	0.929236	1336	
0.645311	0.035313	10854	
-0.380878	0.218405	1308	
0.550897	0.050995	8328	
0.111150	0.066510	510	
0.633991	0.229177	4321	
-0.054168	0.570762	7863	
0.490106	0.671567	5476	
-0.569819	-0.437312	2595	
-0.317122	-0.844326	1314	
