time = 12	Re = 90
0.115385	0.169626	0
0.115982	0.169821	1
0.117249	0.168895	2
0.121064	0.164799	3
0.129614	0.157454	4
0.158531	0.126845	5
0.154423	0.130069	6
0.163616	0.116341	7
0.180637	0.087268	8
0.193200	0.054080	9
0.200552	0.022083	10
0.205504	-0.014451	11
0.202665	-0.028665	12
0.196542	-0.057041	13
0.186169	-0.099204	14
0.164525	-0.134443	15
0.144435	-0.160458	16
0.123220	-0.185547	17
0.109893	-0.197579	18
0.092469	-0.229757	19
0.089044	-0.265335	20
0.085278	-0.299664	21
0.085660	-0.354885	22
0.085618	-0.401607	23
0.087699	-0.445275	24
0.089265	-0.486769	25
0.090415	-0.521275	26
0.091235	-0.555341	27
0.093204	-0.589518	28
0.097078	-0.620896	29
0.126561	-0.648244	30
0.169722	-0.636770	31
0.205689	-0.628793	32
0.249585	-0.617594	33
0.283733	-0.604617	34
0.310009	-0.590015	35
0.336284	-0.575412	36
0.386688	-0.545377	37
0.428647	-0.516218	38
0.453164	-0.494323	39
0.478407	-0.470912	40
0.507847	-0.432896	41
0.544207	-0.385962	42
0.573890	-0.343979	43
0.600696	-0.303709	44
0.624539	-0.257228	45
0.643232	-0.207598	46
0.656814	-0.161272	47
0.668288	-0.115467	48
0.674865	-0.064214	49
0.678605	-0.013975	50
0.676677	0.033959	51
0.673366	0.079983	52
0.667729	0.118389	53
0.659318	0.160619	54
0.649117	0.190608	55
0.636397	0.229162	56
0.615188	0.276626	57
0.593119	0.318170	58
0.570895	0.354170	59
0.545780	0.389911	60
0.525889	0.412355	61
0.503369	0.438560	62
0.483414	0.458350	63
0.460914	0.481449	64
0.426802	0.508502	65
0.394634	0.529605	66
0.374093	0.540398	67
0.351915	0.553243	68
0.313638	0.569276	69
0.284261	0.578457	70
0.254668	0.585596	71
0.233840	0.587576	72
0.211465	0.591001	73
0.198690	0.587738	74
0.185836	0.582960	75
0.179062	0.574959	76
0.170289	0.566394	77
0.165912	0.554864	78
0.162657	0.540980	79
0.161397	0.526220	80
0.156398	0.518795	81
0.158299	0.499465	82
0.156917	0.485013	83
0.158651	0.467747	84
