time = 1	Re = 1
0.141269	0.140919	0
0.164889	0.169952	1
0.181939	0.197274	2
0.198394	0.226087	3
0.215288	0.259140	4
0.232358	0.298322	5
0.248253	0.346285	6
0.254541	0.375569	7
0.261002	0.405158	8
0.264282	0.439876	9
0.266479	0.477070	10
0.264018	0.518267	11
0.258284	0.562427	12
0.245905	0.609656	13
0.227063	0.658905	14
0.198991	0.708166	15
0.180328	0.731810	16
0.161625	0.755439	17
0.138377	0.775741	18
0.115013	0.795817	19
0.064017	0.827211	20
0.014144	0.850184	21
-0.031675	0.868964	22
-0.072604	0.885285	23
-0.108794	0.901762	24
-0.140900	0.918397	25
-0.169044	0.936739	26
-0.192643	0.956305	27
-0.213101	0.977095	28
