time = 6	Re = 1
0.143163	0.137911	0
0.134762	0.157812	1
0.100910	0.181144	2
0.060596	0.201608	3
0.030392	0.208149	4
-0.000967	0.215337	5
-0.034876	0.218064	6
-0.066279	0.221292	7
-0.121868	0.226386	8
-0.169987	0.244624	9
-0.215561	0.273593	10
-0.259428	0.304900	11
-0.304961	0.336161	12
-0.344615	0.352595	13
-0.386944	0.363904	14
-0.416580	0.371456	15
-0.440259	0.382825	16
-0.437916	0.413215	17
-0.407157	0.449137	18
-0.367314	0.486207	19
-0.317255	0.514590	20
-0.288437	0.527871	21
-0.259096	0.540997	22
-0.218598	0.550529	23
-0.177314	0.558621	24
-0.132219	0.555195	25
-0.117179	0.540002	26
-0.087864	0.515286	27
-0.065191	0.486390	28
-0.014686	0.479991	29
0.003618	0.475123	30
0.043793	0.485655	31
0.075444	0.522411	32
0.076118	0.568849	33
0.072225	0.611243	34
0.066690	0.641690	35
0.061288	0.672180	36
0.051669	0.696879	37
0.051668	0.697004	38
-0.007622	0.701471	39
-0.040068	0.702501	40
-0.023173	0.686456	41
-0.072336	0.663658	42
-0.103013	0.646530	43
-0.092018	0.651193	44
-0.129749	0.628887	45
-0.163320	0.617561	46
-0.196659	0.606296	47
-0.202994	0.602549	48
-0.234989	0.591846	49
-0.266427	0.580826	50
-0.311865	0.563576	51
-0.353501	0.545023	52
-0.387323	0.526618	53
-0.419802	0.507250	54
-0.454345	0.482217	55
-0.486567	0.456016	56
-0.514279	0.429541	57
-0.540802	0.402153	58
-0.561243	0.376555	59
-0.581537	0.350439	60
-0.608278	0.307499	61
-0.630799	0.264752	62
-0.650885	0.218447	63
-0.667335	0.172490	64
-0.677407	0.133538	65
-0.686187	0.093561	66
-0.688894	0.066172	67
-0.692382	0.027785	68
-0.694786	-0.011887	69
-0.693920	-0.045465	70
-0.692548	-0.080383	71
-0.687529	-0.119275	72
-0.681044	-0.159443	73
-0.672769	-0.191929	74
-0.663570	-0.225947	75
-0.646458	-0.272282	76
-0.626844	-0.316848	77
-0.599364	-0.369078	78
-0.569596	-0.416523	79
-0.551401	-0.439620	80
-0.532034	-0.464178	81
-0.503597	-0.496629	82
-0.472804	-0.529321	83
-0.434596	-0.563466	84
-0.406230	-0.587350	85
-0.375239	-0.613182	86
-0.332747	-0.644346	87
-0.287959	-0.676061	88
-0.239827	-0.709030	89
-0.212241	-0.727186	90
-0.183268	-0.745611	91
-0.133596	-0.771988	92
-0.100971	-0.785364	93
-0.067225	-0.796770	94
-0.026972	-0.804310	95
0.012656	-0.807818	96
0.056806	-0.806170	97
0.097810	-0.800949	98
0.126149	-0.793525	99
0.153849	-0.787513	100
0.182129	-0.778559	101
0.209858	-0.771301	102
0.238309	-0.761328	103
0.266551	-0.752623	104
0.296207	-0.741981	105
0.326127	-0.732190	106
0.371676	-0.714312	107
0.394470	-0.703686	108
0.420057	-0.693647	109
0.464101	-0.671635	110
0.485802	-0.658850	111
0.511069	-0.645682	112
0.551756	-0.619422	113
0.594351	-0.588970	114
0.633212	-0.556821	115
0.673144	-0.520085	116
0.705050	-0.486162	117
0.737221	-0.448608	118
0.766605	-0.409475	119
0.795302	-0.367133	120
0.818698	-0.327206	121
0.841347	-0.284601	122
0.861080	-0.240937	123
0.879781	-0.194580	124
0.893500	-0.152801	125
0.906206	-0.109307	126
0.916136	-0.065561	127
0.925025	-0.019441	128
0.930468	0.023557	129
0.934829	0.068568	130
0.936524	0.113214	131
0.936797	0.159542	132
0.934657	0.199726	133
0.931274	0.241899	134
0.925680	0.283619	135
0.918559	0.326856	136
0.910136	0.365012	137
0.900618	0.404065	138
0.889415	0.441789	139
0.877033	0.480340	140
