time = 1	Re = 90
0.185441	0.091915	0
0.206821	0.065716	1
0.224080	0.011732	2
0.241407	-0.042658	3
0.256133	-0.088520	4
0.266894	-0.122298	5
0.291954	-0.176294	6
0.314339	-0.216316	7
0.333665	-0.260009	8
0.346255	-0.290136	9
0.384631	-0.292058	10
0.425744	-0.273296	11
0.465694	-0.233577	12
0.484238	-0.206235	13
0.502782	-0.178893	14
0.513117	-0.141132	15
0.556614	-0.117324	16
0.568560	-0.086065	17
0.580505	-0.054805	18
0.595729	-0.002252	19
0.608891	0.043108	20
0.613545	0.075216	21
0.617690	0.106755	22
0.615100	0.148369	23
0.602338	0.176766	24
0.586970	0.206905	25
0.564543	0.246032	26
0.551217	0.282961	27
0.540462	0.312909	28
0.530527	0.343468	29
0.525899	0.373685	30
0.521271	0.403901	31
0.522241	0.460573	32
0.519826	0.493404	33
0.517410	0.526235	34
0.509440	0.565593	35
0.490688	0.606507	36
0.471340	0.635503	37
0.453694	0.662166	38
0.439692	0.701765	39
0.426912	0.740285	40
0.422218	0.770856	41
0.417524	0.801428	42
0.424921	0.850461	43
0.440797	0.897311	44
