Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 12.4340	Mesh (Number of cells): 3133
-0.6377365237 	 0.6913403169 	 0.6422907575 	 0.6422907540 	 189
0.6377365237 	 -0.6913403169 	 -0.6422907575 	 -0.6422907540 	 190
-0.9178013201 	 0.0673163938 	 0.0684042317 	 0.0684042316 	 191
0.9178013201 	 -0.0673163938 	 -0.0684042317 	 -0.0684042316 	 192
0.3604460560 	 -0.9157768362 	 -0.9296684027 	 -0.9296684026 	 193
-0.3604460560 	 0.9157768362 	 0.9296684027 	 0.9296684026 	 194
-0.6453000021 	 0.6619878593 	 0.6160253139 	 0.6160253104 	 195
0.6453000021 	 -0.6619878593 	 -0.6160253139 	 -0.6160253103 	 196
0.9217794930 	 0.0219502031 	 0.0147354910 	 0.0147354908 	 197
-0.9217794930 	 -0.0219502031 	 -0.0147354910 	 -0.0147354908 	 198
-0.4079019041 	 0.5656048043 	 0.2194392353 	 0.2194392278 	 199
0.4079019041 	 -0.5656048043 	 -0.2194392352 	 -0.2194392277 	 200
0.6475612115 	 0.2129740892 	 0.0986421605 	 0.0986421520 	 201
-0.6475612115 	 -0.2129740892 	 -0.0986421605 	 -0.0986421520 	 202
-0.4230379711 	 0.6969262703 	 0.5131314096 	 0.5131313975 	 203
0.4230379711 	 -0.6969262703 	 -0.5131314095 	 -0.5131313974 	 204
0.1182413531 	 -0.2290038476 	 -0.0541551769 	 -0.0541551573 	 205
-0.1182413531 	 0.2290038476 	 0.0541551768 	 0.0541551571 	 206
-0.6471257626 	 0.1013534881 	 0.0545715486 	 0.0545715423 	 207
0.6471257626 	 -0.1013534881 	 -0.0545715486 	 -0.0545715423 	 208
-0.0477852276 	 0.9417513561 	 0.9583787604 	 0.9583787475 	 209
0.0477852276 	 -0.9417513561 	 -0.9583787605 	 -0.9583787477 	 210
0.6472253275 	 0.2419557895 	 0.1186690796 	 0.1186690709 	 211
-0.6472253275 	 -0.2419557895 	 -0.1186690796 	 -0.1186690709 	 212
-0.6470498359 	 0.1303041552 	 0.0689695922 	 0.0689695854 	 213
0.6470498359 	 -0.1303041552 	 -0.0689695923 	 -0.0689695854 	 214
0.3365932760 	 -0.5458815071 	 -0.1425571380 	 -0.1425571318 	 215
-0.3365932760 	 0.5458815071 	 0.1425571382 	 0.1425571319 	 216
-0.4657815967 	 0.7218426872 	 0.5808146183 	 0.5808146078 	 217
0.4657815967 	 -0.7218426872 	 -0.5808146182 	 -0.5808146078 	 218
-0.8506211201 	 -0.3721235319 	 -0.3389556539 	 -0.3389556525 	 219
0.8506211201 	 0.3721235319 	 0.3389556539 	 0.3389556525 	 220
-0.8594783815 	 -0.3994894263 	 -0.3797978767 	 -0.3797978760 	 221
0.8594783815 	 0.3994894263 	 0.3797978767 	 0.3797978760 	 222
0.0571806661 	 0.4062630124 	 0.1549132073 	 0.1549131629 	 223
-0.0571806661 	 -0.4062630124 	 -0.1549132074 	 -0.1549131629 	 224
-0.9443064460 	 0.0572024816 	 0.0321271886 	 0.0321271878 	 225
0.9443064460 	 -0.0572024816 	 -0.0321271886 	 -0.0321271878 	 226
-0.4949074173 	 0.7158088295 	 0.5882926001 	 0.5882925908 	 227
0.4949074173 	 -0.7158088295 	 -0.5882926001 	 -0.5882925907 	 228
0.8866274958 	 -0.4281324968 	 -0.4335945010 	 -0.4335945010 	 229
-0.8866274958 	 0.4281324968 	 0.4335945010 	 0.4335945010 	 230
0.8488379600 	 -0.3586059267 	 -0.3298324656 	 -0.3298324639 	 231
-0.8488379600 	 0.3586059267 	 0.3298324656 	 0.3298324639 	 232
0.3659423192 	 -0.5419635390 	 -0.1635712849 	 -0.1635712781 	 233
-0.3659423192 	 0.5419635390 	 0.1635712850 	 0.1635712783 	 234
0.3786032605 	 -0.5692834148 	 -0.1986772287 	 -0.1986772216 	 235
-0.3786032605 	 0.5692834148 	 0.1986772289 	 0.1986772218 	 236
-0.8952169879 	 -0.2163565728 	 -0.2065068912 	 -0.2065068906 	 237
0.8952169879 	 0.2163565728 	 0.2065068912 	 0.2065068906 	 238
-0.4531253103 	 0.6936867955 	 0.5236010231 	 0.5236010119 	 239
0.4531253103 	 -0.6936867955 	 -0.5236010230 	 -0.5236010118 	 240
0.3303679086 	 -0.9071175779 	 -0.9249476126 	 -0.9249476116 	 241
-0.3303679086 	 0.9071175779 	 0.9249476126 	 0.9249476116 	 242
-0.8675131362 	 -0.3260069061 	 -0.3030685842 	 -0.3030685833 	 243
0.8675131362 	 0.3260069061 	 0.3030685842 	 0.3030685833 	 244
-0.8738931902 	 -0.3534293283 	 -0.3172201607 	 -0.3172201601 	 245
0.8738931902 	 0.3534293283 	 0.3172201607 	 0.3172201601 	 246
0.2603169931 	 -0.0486943260 	 -0.0074180115 	 -0.0074180107 	 247
-0.2603169931 	 0.0486943260 	 0.0074180114 	 0.0074180107 	 248
