time = 12	Re = 90
0.215635	0.016762	0
0.219490	0.002158	1
0.223345	-0.012447	2
0.216399	-0.013541	3
0.208786	0.006254	4
0.204944	-0.004855	5
0.210354	-0.028530	6
0.212403	-0.047049	7
0.214198	-0.057086	8
0.213576	-0.068198	9
0.211772	-0.078403	10
0.206968	-0.094788	11
0.202620	-0.109553	12
0.198095	-0.124102	13
0.196402	-0.130579	14
0.193809	-0.138112	15
0.186483	-0.152461	16
0.177105	-0.169759	17
0.166736	-0.185205	18
0.162365	-0.194467	19
0.151020	-0.209461	20
0.136798	-0.227915	21
0.127329	-0.241021	22
0.121356	-0.255316	23
0.116892	-0.269536	24
0.112704	-0.292771	25
0.109283	-0.314189	26
0.108052	-0.332308	27
0.106625	-0.355555	28
0.106238	-0.378604	29
0.106368	-0.394519	30
0.106373	-0.410662	31
0.106275	-0.425801	32
0.106426	-0.440768	33
0.107060	-0.462003	34
0.107663	-0.485964	35
0.108219	-0.502468	36
0.109278	-0.517682	37
0.110247	-0.547422	38
0.111079	-0.574978	39
0.113966	-0.599963	40
0.112944	-0.623816	41
0.115970	-0.637353	42
0.127483	-0.644799	43
0.147702	-0.648197	44
0.165890	-0.646265	45
0.180747	-0.643976	46
0.195585	-0.641687	47
0.216234	-0.635347	48
0.235583	-0.628715	49
0.250504	-0.623449	50
0.265240	-0.618076	51
0.286654	-0.608032	52
0.308721	-0.597523	53
0.323763	-0.589714	54
0.338911	-0.581677	55
0.359179	-0.569111	56
0.378454	-0.556388	57
0.393015	-0.545985	58
0.407623	-0.535450	59
0.425931	-0.521148	60
0.443767	-0.506648	61
0.459973	-0.491330	62
0.475688	-0.475818	63
0.490598	-0.459932	64
0.505239	-0.443700	65
0.516482	-0.430050	66
0.527626	-0.416111	67
0.539279	-0.400685	68
0.551123	-0.384373	69
0.564353	-0.364462	70
0.577226	-0.343833	71
0.589631	-0.322084	72
0.602098	-0.299109	73
0.609889	-0.281823	74
0.617465	-0.264239	75
0.624704	-0.245739	76
0.631757	-0.226834	77
0.637416	-0.209444	78
0.643069	-0.191269	79
0.647419	-0.174831	80
0.651878	-0.157804	81
0.654882	-0.142951	82
0.658007	-0.127406	83
0.660554	-0.111879	84
0.663080	-0.096015	85
0.665126	-0.077869	86
0.667033	-0.058612	87
0.668179	-0.040283	88
0.669210	-0.021077	89
0.668982	0.007423	90
0.668364	0.022114	91
0.667802	0.037059	92
0.665991	0.060724	93
0.663472	0.084781	94
0.660100	0.104574	95
0.656085	0.125486	96
0.651655	0.144731	97
0.646547	0.165370	98
0.638564	0.191140	99
0.630341	0.214201	100
0.620031	0.240437	101
0.608442	0.266670	102
0.600794	0.281468	103
0.592867	0.295983	104
0.585600	0.308260	105
0.577864	0.321505	106
0.565182	0.339981	107
0.551174	0.359060	108
0.541484	0.370574	109
0.532265	0.381114	110
0.523085	0.391069	111
0.512469	0.402490	112
0.504757	0.409142	113
0.495469	0.417581	114
0.488136	0.422900	115
0.478989	0.430227	116
0.471449	0.433081	117
0.463100	0.437240	118
0.456035	0.440265	119
0.446082	0.443908	120
0.446785	0.439307	121
0.445361	0.436788	122
0.443694	0.432708	123
0.443404	0.427959	124
0.449144	0.418602	125
0.451977	0.411840	126
0.452905	0.405694	127
0.458447	0.395245	128
0.462930	0.386417	129
0.458158	0.387167	130
0.470718	0.368969	131
0.478229	0.355417	132
0.480920	0.346497	133
0.481617	0.340225	134
0.479816	0.337354	135
0.486095	0.322459	136
0.488080	0.315121	137
0.494829	0.301273	138
0.488801	0.306187	139
0.483218	0.310522	140
0.477880	0.310959	141
0.468465	0.319493	142
0.456363	0.329964	143
0.442205	0.340668	144
0.432257	0.345505	145
0.428318	0.342797	146
0.420310	0.345476	147
0.411974	0.347730	148
0.405461	0.347566	149
0.398660	0.347151	150
0.394022	0.344562	151
0.389271	0.341918	152
0.383702	0.333465	153
0.383973	0.325454	154
0.384119	0.317108	155
0.386021	0.301414	156
0.388160	0.291334	157
0.389641	0.281815	158
0.395549	0.261684	159
0.401830	0.244509	160
0.407173	0.231174	161
0.413187	0.216865	162
0.419893	0.200991	163
0.426059	0.186422	164
0.432030	0.173263	165
0.438290	0.157905	166
0.443916	0.144090	167
0.449086	0.130084	168
0.453618	0.118517	169
0.458770	0.103695	170
0.462713	0.092007	171
0.465573	0.078496	172
0.470618	0.054460	173
0.472539	0.028792	174
0.474274	0.005044	175
0.474788	-0.021317	176
0.472286	-0.046334	177
0.468606	-0.073281	178
0.465693	-0.094004	179
0.461340	-0.111553	180
0.456659	-0.128146	181
0.452341	-0.143497	182
0.448085	-0.157753	183
0.442011	-0.173908	184
0.436086	-0.189375	185
0.427057	-0.211097	186
0.414355	-0.235463	187
0.402239	-0.257992	188
0.394026	-0.272187	189
0.386078	-0.285830	190
0.375320	-0.304162	191
0.365028	-0.318517	192
0.348796	-0.337556	193
0.331973	-0.355024	194
0.317516	-0.367724	195
0.301831	-0.378780	196
0.289476	-0.383861	197
0.270351	-0.385499	198
0.258390	-0.382219	199
0.246808	-0.372628	200
0.237556	-0.356873	201
0.232365	-0.340416	202
0.228035	-0.322262	203
0.225362	-0.302890	204
0.225007	-0.282909	205
0.225994	-0.269824	206
0.227515	-0.256020	207
0.228453	-0.240395	208
0.231019	-0.225517	209
0.234212	-0.209380	210
0.238141	-0.192942	211
0.241781	-0.175504	212
0.245994	-0.159170	213
0.249327	-0.145369	214
0.254010	-0.128676	215
0.257494	-0.110157	216
0.261179	-0.091199	217
0.264910	-0.070807	218
0.267251	-0.044729	219
