time = 8.9	Re = 90
0.208247	0.032530	0
0.221033	0.008876	1
0.218955	-0.005527	2
0.208739	-0.008397	3
0.212499	-0.033220	4
0.213967	-0.049033	5
0.215168	-0.057816	6
0.215166	-0.067169	7
0.214210	-0.076201	8
0.209346	-0.094411	9
0.204190	-0.110309	10
0.200408	-0.122675	11
0.198441	-0.129650	12
0.196641	-0.136136	13
0.187757	-0.154118	14
0.178091	-0.172482	15
0.166416	-0.188615	16
0.157176	-0.201571	17
0.144754	-0.220222	18
0.132401	-0.236646	19
0.126449	-0.249282	20
0.121112	-0.265727	21
0.118694	-0.281678	22
0.115102	-0.302459	23
0.114060	-0.321741	24
0.114451	-0.350944	25
0.115372	-0.371663	26
0.116546	-0.391283	27
0.117490	-0.412018	28
0.118723	-0.432918	29
0.120748	-0.453861	30
0.122114	-0.474277	31
0.123224	-0.492540	32
0.124840	-0.510184	33
0.128019	-0.536542	34
0.131080	-0.560202	35
0.135451	-0.580977	36
0.141230	-0.597766	37
0.148847	-0.609263	38
0.159169	-0.615675	39
0.176095	-0.621377	40
0.201798	-0.616885	41
0.223232	-0.612031	42
0.249590	-0.603787	43
0.266842	-0.597018	44
0.284234	-0.589913	45
0.299900	-0.581945	46
0.315877	-0.573848	47
0.341952	-0.559566	48
0.355077	-0.550757	49
0.368206	-0.541822	50
0.380767	-0.532678	51
0.393429	-0.523499	52
0.411358	-0.508701	53
0.427335	-0.494603	54
0.445116	-0.478047	55
0.462848	-0.460864	56
0.473771	-0.448931	57
0.484113	-0.437298	58
0.502082	-0.415876	59
0.516439	-0.396068	60
0.530542	-0.375273	61
0.539990	-0.359276	62
0.548484	-0.344337	63
0.556367	-0.329688	64
0.564629	-0.314042	65
0.570768	-0.299844	66
0.577358	-0.284797	67
0.582683	-0.270119	68
0.588344	-0.254702	69
0.593603	-0.234505	70
0.598394	-0.214583	71
0.601980	-0.196788	72
0.606559	-0.171170	73
0.606364	-0.159942	74
0.606732	-0.146781	75
0.607620	-0.129169	76
0.606699	-0.116008	77
0.604036	-0.111818	78
0.602211	-0.104963	79
0.600416	-0.092934	80
0.597267	-0.086482	81
0.594587	-0.081098	82
0.594003	-0.065943	83
0.589091	-0.069591	84
0.585247	-0.067082	85
0.582168	-0.057870	86
0.579393	-0.046452	87
0.577173	-0.033483	88
0.572703	-0.028420	89
0.569725	-0.019356	90
0.566735	-0.019405	91
0.565821	-0.005096	92
0.564500	0.007827	93
0.560871	0.026679	94
0.559556	0.044557	95
0.557779	0.065280	96
0.555256	0.088371	97
0.551968	0.107415	98
0.546667	0.122890	99
0.543115	0.138969	100
0.539198	0.155568	101
0.534720	0.171350	102
0.529784	0.187399	103
0.524258	0.201722	104
0.518817	0.215633	105
0.507424	0.240068	106
0.499957	0.251594	107
0.492101	0.263397	108
0.478235	0.281549	109
0.469857	0.290974	110
0.461203	0.300671	111
0.445434	0.314494	112
0.432453	0.322715	113
0.422576	0.326456	114
0.414003	0.327818	115
0.406638	0.326597	116
0.401368	0.323155	117
0.398008	0.317851	118
0.394461	0.311622	119
0.392470	0.304291	120
0.391052	0.296244	121
0.391340	0.287706	122
0.391979	0.277375	123
0.393415	0.267666	124
0.394072	0.258288	125
0.397328	0.239670	126
0.400988	0.220310	127
0.405675	0.200977	128
0.410595	0.180089	129
0.415350	0.159878	130
0.419421	0.139246	131
0.422766	0.121932	132
0.424780	0.097723	133
0.425861	0.075217	134
0.424550	0.053044	135
0.423748	0.035213	136
0.420863	0.017319	137
0.416749	0.001112	138
0.410974	-0.017983	139
0.405455	-0.034177	140
0.400308	-0.045626	141
0.391909	-0.058807	142
0.382705	-0.069717	143
0.374484	-0.077619	144
0.364819	-0.085566	145
0.357208	-0.087624	146
0.345805	-0.083517	147
0.338121	-0.077687	148
0.330739	-0.066239	149
0.323634	-0.048209	150
0.318516	-0.032671	151
0.312779	-0.016676	152
0.306287	0.003598	153
0.299101	0.024914	154
0.294228	0.039514	155
0.288755	0.054354	156
0.281475	0.068904	157
0.273959	0.084816	158
0.265121	0.101494	159
0.255657	0.118051	160
0.244033	0.135652	161
0.233218	0.151615	162
0.223912	0.164150	163
0.212854	0.177501	164
0.201076	0.190100	165
0.190420	0.202695	166
0.179632	0.215646	167
0.167108	0.227711	168
0.154286	0.241693	169
0.143513	0.256608	170
0.131050	0.279192	171
0.121421	0.306445	172
0.118165	0.325285	173
0.113084	0.350708	174
0.111567	0.370063	175
0.109318	0.395311	176
0.108256	0.418588	177
0.108194	0.431212	178
0.108106	0.446968	179
0.107829	0.462479	180
0.105799	0.484142	181
0.102806	0.513063	182
0.101798	0.535283	183
0.102808	0.555570	184
0.105693	0.572694	185
0.110375	0.598794	186
0.112413	0.613215	187
0.097096	0.619318	188
0.083339	0.623475	189
0.072391	0.624281	190
0.066427	0.624890	191
0.063112	0.630258	192
0.057932	0.625718	193
0.063417	0.637621	194
0.077844	0.653168	195
0.065558	0.669527	196
0.049284	0.686488	197
0.045819	0.701391	198
0.038142	0.716076	199
0.018471	0.725899	200
-0.000146	0.724773	201
-0.018093	0.727100	202
-0.025087	0.728355	203
-0.029434	0.725478	204
-0.033403	0.723969	205
-0.038732	0.720453	206
-0.061503	0.715429	207
-0.078203	0.712555	208
-0.097150	0.709739	209
-0.114745	0.705518	210
-0.108777	0.704671	211
-0.126043	0.699512	212
-0.142776	0.694238	213
-0.164901	0.687412	214
-0.155955	0.688377	215
-0.174133	0.681896	216
-0.195119	0.674463	217
-0.223170	0.664122	218
-0.201389	0.670133	219
-0.215600	0.664365	220
-0.231261	0.658475	221
-0.213819	0.663303	222
-0.230270	0.657021	223
-0.246552	0.650746	224
-0.271986	0.639692	225
-0.289459	0.631856	226
-0.304787	0.624184	227
-0.320179	0.616070	228
-0.335443	0.607845	229
-0.351367	0.598822	230
-0.366114	0.590058	231
-0.370006	0.586097	232
-0.384357	0.576665	233
-0.399020	0.566949	234
-0.412152	0.557468	235
-0.424923	0.548046	236
-0.418421	0.551771	237
-0.438877	0.535380	238
-0.458882	0.518387	239
-0.470653	0.507636	240
-0.482420	0.496825	241
-0.496091	0.483493	242
-0.509302	0.470211	243
-0.502753	0.475621	244
-0.520051	0.456419	245
-0.535481	0.437995	246
-0.549546	0.420356	247
-0.563556	0.402103	248
-0.576884	0.383438	249
-0.588709	0.365730	250
-0.579974	0.377348	251
-0.593217	0.355926	252
-0.604702	0.335811	253
-0.612214	0.322146	254
-0.619660	0.308402	255
-0.631863	0.283849	256
-0.642544	0.259822	257
-0.651637	0.237157	258
-0.659739	0.212793	259
-0.666743	0.190552	260
-0.672726	0.169127	261
-0.679196	0.140465	262
-0.682965	0.121522	263
-0.686374	0.102277	264
-0.689688	0.076740	265
-0.692201	0.051977	266
-0.693872	0.026198	267
-0.694472	0.002692	268
-0.694034	-0.000319	269
-0.693714	-0.007685	270
-0.693545	-0.023694	271
-0.693262	-0.040172	272
-0.691706	-0.068516	273
-0.689068	-0.097110	274
-0.685601	-0.123030	275
-0.681511	-0.145330	276
-0.676584	-0.167550	277
-0.670489	-0.192302	278
-0.663553	-0.216533	279
-0.656213	-0.238849	280
-0.647881	-0.261792	281
-0.636867	-0.287572	282
-0.626007	-0.310658	283
-0.618531	-0.325226	284
-0.610436	-0.340487	285
-0.602370	-0.354224	286
-0.594062	-0.368161	287
-0.581160	-0.387854	288
