time = 11	Re = 90
0.212618	0.018694	0
0.223681	-0.005433	1
0.217672	-0.011837	2
0.208008	0.001880	3
0.206224	-0.012037	4
0.211531	-0.038955	5
0.213891	-0.051302	6
0.214342	-0.061734	7
0.213456	-0.072139	8
0.210786	-0.084426	9
0.204586	-0.104533	10
0.199910	-0.119739	11
0.197816	-0.127134	12
0.196025	-0.133561	13
0.192471	-0.142045	14
0.184520	-0.157259	15
0.174186	-0.175784	16
0.163727	-0.189720	17
0.153755	-0.205930	18
0.141914	-0.221394	19
0.131929	-0.234241	20
0.124963	-0.246320	21
0.119473	-0.266793	22
0.114250	-0.287655	23
0.111421	-0.303357	24
0.109187	-0.322840	25
0.109199	-0.343747	26
0.107906	-0.372468	27
0.108130	-0.398510	28
0.108288	-0.419129	29
0.109182	-0.438702	30
0.111132	-0.467016	31
0.111863	-0.495041	32
0.113267	-0.520562	33
0.114558	-0.547652	34
0.116407	-0.573435	35
0.119369	-0.594608	36
0.121690	-0.613146	37
0.124114	-0.626764	38
0.138880	-0.639463	39
0.160992	-0.643938	40
0.180881	-0.641291	41
0.197364	-0.639053	42
0.223778	-0.630073	43
0.244859	-0.622305	44
0.271688	-0.612265	45
0.286531	-0.604652	46
0.301112	-0.597276	47
0.315198	-0.589684	48
0.329434	-0.581810	49
0.353225	-0.567253	50
0.365944	-0.559072	51
0.379029	-0.550571	52
0.394834	-0.539369	53
0.410758	-0.527683	54
0.426896	-0.515053	55
0.443581	-0.501402	56
0.455836	-0.489690	57
0.468094	-0.477776	58
0.480572	-0.464758	59
0.492784	-0.451688	60
0.503895	-0.438951	61
0.515055	-0.425936	62
0.524850	-0.413522	63
0.534751	-0.400916	64
0.551484	-0.376750	65
0.559621	-0.364141	66
0.567774	-0.351508	67
0.576722	-0.336016	68
0.585556	-0.320045	69
0.593849	-0.304229	70
0.602135	-0.287747	71
0.613249	-0.261674	72
0.623853	-0.234443	73
0.631402	-0.212528	74
0.638563	-0.189767	75
0.643375	-0.169472	76
0.647869	-0.148984	77
0.651532	-0.129058	78
0.654978	-0.108201	79
0.657831	-0.081310	80
0.659639	-0.056259	81
0.660659	-0.028229	82
