time = 1.45	Re = 90
0.201274	0.015184	0
0.220463	-0.006834	1
0.227835	-0.035175	2
0.235349	-0.057103	3
0.235325	-0.069930	4
0.236143	-0.083547	5
0.236019	-0.101025	6
0.236617	-0.116624	7
0.253849	-0.140811	8
0.273848	-0.158599	9
0.294722	-0.169581	10
0.317763	-0.175249	11
0.342118	-0.174236	12
0.367860	-0.167542	13
0.393873	-0.154220	14
0.407026	-0.144830	15
0.420109	-0.135108	16
0.433280	-0.124152	17
0.446207	-0.112129	18
0.458957	-0.098135	19
0.471073	-0.083091	20
0.482873	-0.065971	21
0.493711	-0.048579	22
0.503891	-0.029378	23
0.514524	-0.008558	24
0.522839	0.012156	25
0.531306	0.031830	26
0.539507	0.056135	27
0.546275	0.079169	28
0.551789	0.102477	29
0.556533	0.126533	30
0.559862	0.152114	31
0.562177	0.178936	32
0.563145	0.202363	33
0.564049	0.226211	34
0.563412	0.250393	35
0.562317	0.274484	36
0.559485	0.299801	37
0.555481	0.325567	38
0.551683	0.348995	39
0.547252	0.372444	40
0.541535	0.396238	41
0.535464	0.419595	42
0.527879	0.443756	43
0.519294	0.467952	44
0.511477	0.490330	45
0.503251	0.512466	46
0.493524	0.535226	47
0.482875	0.558070	48
0.472759	0.579579	49
0.462383	0.600778	50
0.451370	0.621559	51
0.439890	0.642379	52
0.426951	0.663513	53
0.413890	0.683978	54
0.400969	0.703533	55
0.385748	0.724120	56
0.371248	0.742869	57
0.356627	0.760813	58
0.340643	0.778917	59
0.324408	0.796841	60
0.307500	0.815478	61
0.288058	0.833939	62
0.268461	0.851492	63
0.250582	0.867917	64
0.233253	0.882810	65
0.215499	0.897399	66
0.196409	0.911331	67
0.173253	0.925591	68
0.156941	0.933200	69
0.141045	0.940708	70
0.126383	0.947667	71
0.111379	0.954573	72
0.099419	0.965906	73
0.089477	0.977037	74
