time = 3	Re = 90
0.202999	0.026996	0
0.212723	0.006715	1
0.219348	-0.013282	2
0.219823	-0.029537	3
0.220223	-0.044876	4
0.221516	-0.057372	5
0.224304	-0.069744	6
0.222246	-0.089655	7
0.221811	-0.106409	8
0.211291	-0.128941	9
0.203724	-0.144854	10
0.197780	-0.159659	11
0.192720	-0.182945	12
0.189601	-0.204266	13
0.194982	-0.229485	14
0.201537	-0.251848	15
0.210739	-0.271670	16
0.220407	-0.289647	17
0.231973	-0.301122	18
0.243710	-0.312803	19
0.270753	-0.323139	20
0.286151	-0.321801	21
0.301549	-0.320463	22
0.318128	-0.315296	23
0.335329	-0.307462	24
0.353349	-0.295348	25
0.371629	-0.283543	26
0.389871	-0.266517	27
0.407777	-0.246787	28
0.417650	-0.235439	29
0.427697	-0.224065	30
0.436810	-0.211920	31
0.445925	-0.199889	32
0.454109	-0.185752	33
0.462838	-0.171313	34
0.470020	-0.156303	35
0.479823	-0.140083	36
0.487637	-0.122191	37
0.495053	-0.105212	38
0.501593	-0.087330	39
0.508774	-0.067873	40
0.514685	-0.049602	41
0.517752	-0.032157	42
0.523902	-0.007943	43
0.528086	0.015986	44
0.531261	0.033586	45
0.534213	0.056422	46
0.535325	0.080068	47
0.536245	0.102099	48
0.535369	0.125575	49
0.533374	0.149382	50
0.530571	0.171936	51
0.526744	0.194381	52
0.521843	0.214989	53
0.516415	0.236420	54
0.509756	0.257163	55
0.502320	0.277574	56
0.493397	0.297732	57
0.483836	0.317897	58
0.473725	0.336952	59
0.462843	0.356020	60
0.452798	0.371470	61
0.442166	0.387293	62
0.430919	0.402873	63
0.419667	0.418001	64
0.408178	0.431755	65
0.396387	0.445560	66
0.384457	0.458555	67
0.371186	0.472439	68
0.357825	0.485031	69
0.345274	0.497217	70
0.332278	0.508816	71
0.318831	0.520784	72
0.306862	0.531226	73
0.294673	0.541939	74
0.281967	0.552454	75
0.269218	0.563356	76
0.255116	0.574518	77
0.239931	0.587297	78
0.226751	0.598680	79
0.212160	0.611447	80
0.198295	0.623831	81
0.183992	0.637876	82
0.168617	0.652586	83
0.151906	0.668888	84
0.132680	0.686544	85
0.120479	0.697017	86
0.108231	0.707421	87
0.090297	0.720763	88
0.072907	0.732586	89
0.055640	0.743154	90
0.031491	0.753878	91
0.007339	0.762115	92
-0.017183	0.767184	93
-0.041868	0.768444	94
-0.063193	0.767408	95
-0.082394	0.765781	96
-0.101358	0.763838	97
-0.118675	0.761105	98
-0.134904	0.758662	99
-0.150251	0.755659	100
-0.165782	0.753238	101
-0.181283	0.749544	102
-0.196843	0.746542	103
-0.211580	0.742978	104
-0.226833	0.740017	105
-0.241293	0.736245	106
-0.256462	0.732460	107
-0.269587	0.728242	108
-0.284152	0.724386	109
-0.298752	0.719914	110
-0.314904	0.715794	111
-0.342393	0.707266	112
-0.357216	0.701891	113
-0.371349	0.696743	114
-0.385443	0.691045	115
-0.399369	0.685338	116
-0.426384	0.673768	117
-0.452499	0.661873	118
-0.478848	0.649171	119
-0.500928	0.637455	120
-0.522779	0.625183	121
-0.545352	0.611645	122
-0.566927	0.598093	123
-0.585757	0.585476	124
-0.604474	0.572335	125
-0.625918	0.556424	126
-0.645350	0.541749	127
-0.663256	0.527299	128
-0.680351	0.512507	129
-0.695921	0.498235	130
-0.711443	0.483993	131
-0.727812	0.468569	132
-0.744471	0.452375	133
-0.759966	0.435814	134
-0.775062	0.419156	135
-0.789988	0.401780	136
-0.805910	0.382194	137
-0.820172	0.365028	138
-0.833832	0.348478	139
-0.845125	0.334167	140
-0.856157	0.319608	141
-0.866575	0.304872	142
-0.876960	0.289747	143
-0.886419	0.274623	144
-0.895676	0.259396	145
-0.905115	0.242011	146
-0.914956	0.222676	147
-0.921094	0.206767	148
-0.927781	0.188969	149
-0.933270	0.172959	150
-0.938534	0.157303	151
-0.946759	0.133837	152
-0.954705	0.110178	153
-0.967028	0.088316	154
-0.978327	0.076487	155
