time = 10.95	Re = 90
0.212498	0.019126	0
0.223669	-0.005071	1
0.217726	-0.011724	2
0.207988	0.001643	3
0.206313	-0.012374	4
0.211490	-0.038482	5
0.213859	-0.051030	6
0.214365	-0.061411	7
0.213527	-0.071809	8
0.211136	-0.083290	9
0.205034	-0.103195	10
0.200221	-0.118801	11
0.197999	-0.126585	12
0.196231	-0.133001	13
0.193157	-0.140798	14
0.185305	-0.155847	15
0.175177	-0.174431	16
0.164642	-0.188614	17
0.154687	-0.204712	18
0.142738	-0.220329	19
0.132660	-0.233307	20
0.125441	-0.245227	21
0.119842	-0.265533	22
0.114612	-0.286386	23
0.111655	-0.302008	24
0.109337	-0.321351	25
0.109277	-0.342033	26
0.108027	-0.370680	27
0.108191	-0.396523	28
0.108430	-0.416810	29
0.109250	-0.436512	30
0.111166	-0.464633	31
0.111943	-0.492494	32
0.113302	-0.517972	33
0.114740	-0.544672	34
0.116415	-0.570759	35
0.119272	-0.592006	36
0.121648	-0.610683	37
0.124149	-0.624926	38
0.137509	-0.638341	39
0.158798	-0.643695	40
0.176592	-0.641716	41
0.192422	-0.639955	42
0.217968	-0.631787	43
0.238474	-0.624413	44
0.264453	-0.615211	45
0.278968	-0.607942	46
0.293219	-0.600911	47
0.307463	-0.593463	48
0.321280	-0.586089	49
0.344737	-0.572108	50
0.357626	-0.564132	51
0.370420	-0.556127	52
0.386100	-0.545360	53
0.401964	-0.534099	54
0.418093	-0.521966	55
0.434750	-0.508825	56
0.447071	-0.497433	57
0.459349	-0.485922	58
0.472070	-0.473190	59
0.484421	-0.460463	60
0.495476	-0.448098	61
0.506789	-0.435433	62
0.516767	-0.423285	63
0.526863	-0.410944	64
0.543979	-0.387272	65
0.560674	-0.362454	66
0.569858	-0.347205	67
0.579104	-0.331528	68
0.587516	-0.315867	69
0.596109	-0.299746	70
0.607783	-0.273833	71
0.618876	-0.246877	72
0.626881	-0.225214	73
0.634435	-0.202831	74
0.639733	-0.182614	75
0.644620	-0.161971	76
0.648647	-0.142399	77
0.652568	-0.121465	78
0.655955	-0.094502	79
0.658226	-0.069689	80
0.659817	-0.041401	81
0.660546	-0.012964	82
0.660074	0.004357	83
0.659284	0.021034	84
0.658191	0.035597	85
0.657054	0.051041	86
0.653692	0.074944	87
0.649534	0.099476	88
0.645772	0.116197	89
0.641908	0.131663	90
0.637828	0.146345	91
0.633180	0.162973	92
0.628733	0.174941	93
0.623710	0.188895	94
0.618868	0.199692	95
