time = 2	Re = 90
0.202621	0.020026	0
0.211437	0.005353	1
0.220253	-0.009321	2
0.223097	-0.035447	3
0.225918	-0.055094	4
0.233413	-0.072092	5
0.232880	-0.082246	6
0.228450	-0.097402	7
0.224156	-0.111950	8
0.221209	-0.132511	9
0.220043	-0.150747	10
0.227331	-0.167696	11
0.234913	-0.183570	12
0.244185	-0.196152	13
0.253620	-0.208443	14
0.275251	-0.223679	15
0.299404	-0.232056	16
0.326266	-0.230967	17
0.340689	-0.226141	18
0.355112	-0.221315	19
0.369991	-0.213981	20
0.385035	-0.205071	21
0.399995	-0.192687	22
0.415111	-0.179035	23
0.430655	-0.164113	24
0.445417	-0.147715	25
0.459568	-0.128058	26
0.473348	-0.106965	27
0.486866	-0.084317	28
0.498835	-0.059588	29
0.508984	-0.034056	30
0.514344	-0.018984	31
0.519911	-0.004083	32
0.526873	0.023193	33
0.531044	0.038182	34
0.535065	0.053013	35
0.537576	0.069464	36
0.540111	0.085613	37
0.541975	0.101405	38
0.543668	0.117298	39
0.544256	0.133018	40
0.544785	0.148794	41
0.544641	0.164818	42
0.544291	0.181002	43
0.542838	0.197610	44
0.541305	0.214239	45
0.538857	0.231328	46
0.536145	0.248567	47
0.533011	0.263249	48
0.529877	0.277933	49
0.526428	0.293015	50
0.522740	0.308059	51
0.518136	0.322822	52
0.513507	0.337558	53
0.508381	0.352179	54
0.503196	0.366748	55
0.496907	0.381492	56
0.490692	0.396115	57
0.483739	0.410669	58
0.476313	0.425607	59
0.462729	0.452247	60
0.455435	0.465427	61
0.448165	0.478587	62
0.440300	0.491394	63
0.432215	0.504538	64
0.423536	0.517426	65
0.415030	0.530158	66
0.405990	0.542684	67
0.396746	0.555365	68
0.387115	0.567788	69
0.377638	0.580016	70
0.359478	0.602799	71
0.348336	0.615447	72
0.338011	0.627266	73
0.327313	0.638914	74
0.316516	0.650777	75
0.305273	0.662238	76
0.294285	0.673330	77
0.283319	0.683854	78
0.272120	0.694513	79
0.260954	0.704791	80
0.249393	0.715287	81
0.236343	0.725973	82
0.223102	0.736645	83
0.209793	0.746989	84
0.196216	0.757448	85
0.181164	0.767888	86
0.165993	0.778127	87
0.149808	0.788102	88
0.132502	0.798512	89
0.115921	0.807301	90
0.098832	0.815964	91
0.079717	0.824450	92
0.060385	0.832152	93
0.041952	0.838341	94
0.023477	0.844132	95
0.005498	0.849333	96
-0.012341	0.854290	97
-0.031108	0.858143	98
-0.049865	0.861571	99
-0.068590	0.864165	100
-0.086715	0.866397	101
-0.105544	0.868601	102
-0.123883	0.870898	103
-0.142557	0.872457	104
-0.161097	0.873786	105
-0.179124	0.874403	106
-0.196917	0.875191	107
-0.212497	0.876128	108
-0.227881	0.877299	109
-0.255457	0.878557	110
-0.282413	0.879634	111
-0.309098	0.879755	112
-0.324237	0.879028	113
-0.340083	0.878178	114
-0.361705	0.874276	115
-0.380874	0.871300	116
-0.397908	0.868944	117
-0.415151	0.866271	118
-0.431493	0.869502	119
-0.444487	0.874471	120
