time = 5	Re = 10
0.124620	0.162265	0
0.154078	0.138558	1
0.181236	0.118249	2
0.198019	0.091000	3
0.213828	0.066093	4
0.225600	0.033950	5
0.236865	0.005605	6
0.240878	-0.052411	7
0.237440	-0.109552	8
0.239239	-0.164745	9
0.278722	-0.186620	10
0.304506	-0.172144	11
0.332098	-0.150582	12
0.356849	-0.110074	13
0.376560	-0.061567	14
0.385216	-0.002801	15
0.384129	0.028349	16
0.382324	0.060303	17
0.374194	0.091323	18
0.363967	0.123239	19
0.347832	0.156955	20
0.329424	0.190382	21
0.306264	0.223003	22
0.278940	0.256648	23
0.248508	0.292623	24
0.214473	0.333704	25
0.195342	0.361374	26
0.176602	0.391913	27
0.159594	0.428386	28
0.142075	0.472009	29
0.132163	0.502410	30
0.123178	0.531296	31
0.109035	0.586128	32
0.104915	0.629567	33
0.086437	0.661576	34
0.059472	0.684282	35
0.040270	0.704464	36
0.010450	0.723441	37
-0.010555	0.718321	38
-0.046550	0.706520	39
-0.030823	0.702077	40
-0.064873	0.690307	41
-0.093041	0.679448	42
-0.122854	0.664347	43
-0.151071	0.648691	44
-0.176230	0.634312	45
-0.223991	0.609441	46
-0.257000	0.593101	47
-0.300589	0.573171	48
-0.316352	0.563260	49
-0.365405	0.538013	50
-0.409380	0.511250	51
-0.432026	0.493802	52
-0.466695	0.467807	53
-0.499743	0.440010	54
-0.515290	0.423060	55
-0.546542	0.390718	56
-0.575529	0.356959	57
-0.602414	0.317960	58
-0.626493	0.277555	59
-0.648489	0.233653	60
-0.667655	0.188770	61
-0.679364	0.152813	62
-0.690330	0.115072	63
-0.699639	0.073236	64
-0.707585	0.028860	65
-0.711666	-0.027413	66
-0.712266	-0.065742	67
-0.711686	-0.106144	68
-0.706502	-0.153956	69
-0.700778	-0.191726	70
-0.693582	-0.231708	71
-0.679147	-0.282257	72
-0.660356	-0.334914	73
-0.637242	-0.387182	74
-0.609745	-0.440092	75
-0.584190	-0.480390	76
-0.554797	-0.522543	77
-0.521732	-0.563927	78
-0.484140	-0.606016	79
-0.450227	-0.638255	80
-0.411650	-0.672306	81
-0.370338	-0.703761	82
-0.323644	-0.736222	83
-0.284713	-0.759756	84
-0.240295	-0.784900	85
-0.188118	-0.809831	86
-0.157498	-0.822359	87
-0.125905	-0.834505	88
-0.096407	-0.842736	89
-0.066967	-0.850690	90
-0.033525	-0.856373	91
-0.000180	-0.860902	92
0.033394	-0.861634	93
0.065774	-0.861901	94
0.099511	-0.859236	95
0.131459	-0.856515	96
0.184072	-0.848281	97
0.236245	-0.838282	98
0.285726	-0.826654	99
0.335155	-0.813073	100
0.377653	-0.799072	101
0.421411	-0.783863	102
0.464297	-0.766365	103
0.507487	-0.746963	104
0.544858	-0.727389	105
0.582758	-0.705884	106
0.618590	-0.682791	107
0.654661	-0.657999	108
0.686024	-0.633339	109
0.718786	-0.605929	110
0.752678	-0.572792	111
0.789627	-0.533773	112
0.813864	-0.506134	113
0.837414	-0.478882	114
0.856848	-0.455931	115
0.876311	-0.432897	116
0.918621	-0.401582	117
