time = 1.25	Re = 10
0.137610	0.145871	0
0.169878	0.140936	1
0.202004	0.135784	2
0.253241	0.129234	3
0.288378	0.150179	4
0.313698	0.190018	5
0.328618	0.245881	6
0.331519	0.279390	7
0.333160	0.314080	8
0.329631	0.352743	9
0.324071	0.393618	10
0.313801	0.437362	11
0.300827	0.483144	12
0.281855	0.531892	13
0.257715	0.583373	14
0.241537	0.610689	15
0.225137	0.638454	16
0.204574	0.667030	17
0.181394	0.696667	18
0.151935	0.725986	19
0.119304	0.754206	20
0.080827	0.778481	21
0.037737	0.797965	22
-0.007259	0.808616	23
-0.049698	0.814721	24
-0.088560	0.816600	25
-0.124605	0.818257	26
-0.155509	0.818168	27
-0.186198	0.820037	28
-0.241322	0.824085	29
-0.291278	0.829955	30
-0.336739	0.837151	31
-0.379540	0.844948	32
-0.419209	0.853709	33
-0.462678	0.887113	34
