time = 2.95	Re = 10
0.131985	0.152771	0
0.176753	0.129041	1
0.201715	0.101377	2
0.225912	0.076690	3
0.258617	0.026580	4
0.280845	-0.009420	5
0.318378	-0.007463	6
0.350543	0.037277	7
0.359181	0.075716	8
0.363780	0.117140	9
0.358475	0.166989	10
0.346659	0.217916	11
0.325038	0.271620	12
0.310526	0.300230	13
0.295755	0.328250	14
0.278930	0.355989	15
0.260690	0.385891	16
0.242057	0.417411	17
0.221736	0.451833	18
0.196251	0.494966	19
0.170933	0.542329	20
0.154235	0.574271	21
0.140525	0.606686	22
0.126626	0.633598	23
0.112414	0.660484	24
0.090261	0.683598	25
0.062927	0.706816	26
0.031712	0.723639	27
-0.007986	0.731313	28
-0.029729	0.728876	29
-0.078318	0.717998	30
-0.101137	0.705753	31
-0.138185	0.690788	32
-0.154060	0.680080	33
-0.189531	0.667583	34
-0.236808	0.646759	35
-0.286634	0.627274	36
-0.328762	0.609420	37
-0.375282	0.590152	38
-0.407921	0.572804	39
-0.449978	0.551181	40
-0.477132	0.533535	41
-0.517236	0.508931	42
-0.545132	0.486899	43
-0.573256	0.463592	44
-0.601017	0.438424	45
-0.628243	0.411949	46
-0.649922	0.387469	47
-0.671623	0.362469	48
-0.692908	0.334732	49
-0.714217	0.306072	50
-0.731102	0.278831	51
-0.747890	0.251232	52
-0.763652	0.221595	53
-0.779181	0.191455	54
-0.801358	0.138959	55
-0.812174	0.109044	56
-0.822955	0.078788	57
-0.838661	0.022015	58
-0.844741	-0.007893	59
-0.850779	-0.037730	60
-0.858526	-0.093346	61
-0.863106	-0.150557	62
-0.864236	-0.205532	63
-0.862450	-0.262716	64
-0.857434	-0.315598	65
-0.849833	-0.369468	66
-0.839105	-0.421302	67
-0.830219	-0.450690	68
-0.821583	-0.480054	69
-0.811382	-0.519543	70
-0.801736	-0.557187	71
-0.799743	-0.602896	72
