time = 1	Re = 10
0.138396	0.144937	0
0.197703	0.143183	1
0.245135	0.147491	2
0.280319	0.171074	3
0.306594	0.210296	4
0.324802	0.262012	5
0.330119	0.292967	6
0.334994	0.324363	7
0.335026	0.360130	8
0.333956	0.397189	9
0.328832	0.436907	10
0.321660	0.478034	11
0.309281	0.521592	12
0.293961	0.566355	13
0.272862	0.612965	14
0.246449	0.660032	15
0.212616	0.708057	16
0.192075	0.730966	17
0.171268	0.753706	18
0.146643	0.774198	19
0.121773	0.794342	20
0.093603	0.811398	21
0.065520	0.827931	22
0.036908	0.839470	23
0.008691	0.851109	24
-0.043746	0.868192	25
-0.090109	0.883131	26
-0.130586	0.897732	27
-0.166724	0.913192	28
-0.197811	0.930882	29
-0.224889	0.974924	30
