time = 2	Re = 10
0.135187	0.148800	0
0.174014	0.133894	1
0.212272	0.111556	2
0.244510	0.090420	3
0.272331	0.070731	4
0.308349	0.083212	5
0.333824	0.125745	6
0.339352	0.158819	7
0.343255	0.193194	8
0.340432	0.234034	9
0.334383	0.276386	10
0.321216	0.322648	11
0.303736	0.372167	12
0.280777	0.424632	13
0.266870	0.453260	14
0.252949	0.482023	15
0.235382	0.514202	16
0.216610	0.547447	17
0.195023	0.585707	18
0.169613	0.627651	19
0.150219	0.654336	20
0.129038	0.680747	21
0.099388	0.708149	22
0.067000	0.733473	23
0.020581	0.752458	24
-0.032750	0.759994	25
-0.077548	0.750587	26
-0.115384	0.741391	27
-0.147159	0.729835	28
-0.179524	0.721003	29
-0.204396	0.711668	30
-0.233591	0.705361	31
-0.283174	0.690333	32
-0.333313	0.677046	33
-0.377396	0.663828	34
-0.423244	0.650404	35
-0.465200	0.635080	36
-0.507943	0.618608	37
-0.543736	0.602366	38
-0.582647	0.584219	39
-0.617902	0.565383	40
-0.653134	0.544978	41
-0.685003	0.524797	42
-0.716693	0.503380	43
-0.746304	0.481354	44
-0.775669	0.458655	45
-0.802424	0.435864	46
-0.829148	0.412564	47
-0.854314	0.387956	48
-0.880008	0.361129	49
-0.916981	0.333867	50
-0.948444	0.318864	51
