time = 13	Re = 10
0.105903	0.173247	0
0.145853	0.140020	1
0.172040	0.111869	2
0.198678	0.079542	3
0.206981	0.043645	4
0.219754	-0.011599	5
0.216015	-0.059495	6
0.201298	-0.108891	7
0.181948	-0.156366	8
0.160175	-0.195263	9
0.139164	-0.229896	10
0.124625	-0.266418	11
0.117955	-0.314382	12
0.119778	-0.350729	13
0.120183	-0.384558	14
0.125054	-0.425964	15
0.130906	-0.463032	16
0.141806	-0.499925	17
0.154557	-0.529455	18
0.184389	-0.534483	19
0.214291	-0.539439	20
0.252545	-0.524200	21
0.287273	-0.510045	22
0.324691	-0.491889	23
0.359970	-0.473550	24
0.398486	-0.443767	25
0.433801	-0.412967	26
0.463259	-0.382643	27
0.491084	-0.350998	28
0.509582	-0.319079	29
0.526447	-0.286312	30
0.537056	-0.244542	31
0.525038	-0.245646	32
0.502337	-0.260055	33
0.468324	-0.291171	34
0.449379	-0.308007	35
0.431608	-0.318908	36
0.411198	-0.334218	37
0.390277	-0.346593	38
0.362644	-0.362234	39
0.334688	-0.373200	40
0.304090	-0.379805	41
0.274110	-0.376709	42
0.248316	-0.354158	43
0.237101	-0.330699	44
0.230594	-0.299907	45
0.230374	-0.255469	46
0.234003	-0.225798	47
0.241409	-0.194083	48
0.251984	-0.156429	49
0.264126	-0.110559	50
0.268970	-0.079958	51
0.273783	-0.047693	52
0.272300	-0.008856	53
0.267921	0.030261	54
0.253115	0.084775	55
0.238703	0.113219	56
0.223552	0.140895	57
0.200541	0.176959	58
0.171049	0.211789	59
0.151080	0.238915	60
0.130984	0.268184	61
0.117104	0.303136	62
0.106136	0.356173	63
0.105489	0.379435	64
0.102409	0.410197	65
0.098785	0.441878	66
0.097379	0.485910	67
0.097584	0.527615	68
0.096138	0.577554	69
0.079934	0.635184	70
0.068637	0.670628	71
0.064718	0.641723	72
0.057148	0.678729	73
0.039149	0.715047	74
0.013894	0.714236	75
-0.025154	0.722210	76
0.013979	0.709144	77
-0.039039	0.707389	78
-0.012097	0.709380	79
-0.036486	0.709210	80
-0.003356	0.707313	81
0.032222	0.699605	82
0.021754	0.716776	83
-0.011000	0.717141	84
-0.046491	0.710611	85
-0.013782	0.718135	86
0.018172	0.717638	87
0.034750	0.700295	88
-0.003415	0.707372	89
-0.036673	0.708605	90
-0.011663	0.710284	91
-0.032406	0.704952	92
-0.004920	0.709418	93
0.036752	0.701389	94
0.006296	0.709970	95
-0.027172	0.721849	96
0.026482	0.706272	97
0.045675	0.692548	98
0.046014	0.692949	99
0.038041	0.715817	100
0.047417	0.702660	101
0.021888	0.698557	102
-0.029931	0.713080	103
-0.020459	0.709211	104
-0.031300	0.712415	105
-0.001740	0.704732	106
0.027484	0.697560	107
0.048332	0.705237	108
0.033244	0.718489	109
0.046235	0.693171	110
0.046069	0.691382	111
0.029231	0.706409	112
-0.000776	0.713729	113
-0.030261	0.721136	114
0.007790	0.708708	115
0.039341	0.702225	116
-0.004613	0.708901	117
-0.030250	0.704977	118
-0.011204	0.711743	119
-0.022693	0.715742	120
-0.012587	0.710679	121
-0.029123	0.702407	122
-0.033930	0.715887	123
0.016530	0.715598	124
0.023071	0.721960	125
0.050416	0.701986	126
0.026797	0.707751	127
-0.004848	0.713691	128
-0.035083	0.719608	129
-0.028289	0.721608	130
0.004768	0.723334	131
0.037027	0.716469	132
0.045877	0.692780	133
0.043688	0.689496	134
0.023195	0.691819	135
-0.025221	0.709449	136
-0.028399	0.713800	137
-0.030997	0.708687	138
-0.026339	0.713181	139
-0.031779	0.708194	140
-0.031637	0.715542	141
-0.021094	0.709379	142
0.022069	0.693051	143
0.043563	0.689401	144
0.050573	0.701436	145
0.022208	0.722146	146
0.010676	0.705455	147
0.032591	0.718292	148
0.026159	0.704312	149
-0.003429	0.709406	150
-0.033017	0.714499	151
-0.015938	0.707348	152
-0.039198	0.702680	153
-0.047294	0.708704	154
-0.046907	0.710881	155
-0.033879	0.720048	156
-0.003164	0.723130	157
0.039829	0.714528	158
0.045269	0.690963	159
0.044709	0.689807	160
0.039101	0.691083	161
0.009091	0.698907	162
-0.023406	0.710752	163
-0.027107	0.712645	164
-0.024794	0.710541	165
0.017883	0.694863	166
0.044483	0.691288	167
0.045082	0.691940	168
0.049649	0.704499	169
0.020671	0.722470	170
-0.017191	0.722902	171
-0.037271	0.718720	172
-0.040414	0.717146	173
0.018458	0.711505	174
0.030174	0.719777	175
0.046487	0.709298	176
0.026397	0.708765	177
-0.007613	0.713828	178
-0.039240	0.717786	179
0.013357	0.710568	180
-0.038513	0.706948	181
-0.011731	0.709828	182
-0.016736	0.717171	183
-0.031094	0.715754	184
-0.036551	0.712523	185
-0.018068	0.714451	186
-0.036283	0.706756	187
-0.014307	0.718245	188
0.024009	0.711127	189
-0.017358	0.718715	190
-0.034772	0.706189	191
-0.011104	0.710868	192
-0.016406	0.706118	193
-0.033645	0.713514	194
-0.002392	0.708095	195
0.029438	0.703284	196
0.032275	0.718292	197
-0.018500	0.719911	198
-0.032763	0.712275	199
-0.022526	0.707552	200
-0.028749	0.713074	201
0.000790	0.705030	202
0.029968	0.697563	203
0.049486	0.704865	204
0.041594	0.713000	205
0.045371	0.691988	206
0.023873	0.721766	207
-0.034759	0.719724	208
-0.040483	0.711951	209
-0.015306	0.707389	210
-0.018081	0.714626	211
-0.011689	0.714818	212
-0.014851	0.707033	213
-0.033950	0.702173	214
-0.047245	0.708235	215
-0.018757	0.722868	216
0.022840	0.706920	217
0.046531	0.693444	218
0.045352	0.692265	219
0.047785	0.707967	220
0.046802	0.708992	221
0.050284	0.698858	222
0.026601	0.695032	223
-0.027839	0.711675	224
-0.026502	0.709788	225
-0.025882	0.710199	226
-0.024640	0.712008	227
-0.025325	0.711774	228
-0.027881	0.710364	229
-0.026132	0.710267	230
0.010642	0.696961	231
0.041250	0.691424	232
0.047114	0.694056	233
0.046598	0.709140	234
0.021366	0.722325	235
-0.011934	0.722823	236
-0.025616	0.722136	237
-0.016661	0.722906	238
0.029220	0.720138	239
-0.020416	0.722756	240
0.019772	0.712656	241
-0.036851	0.714254	242
-0.030580	0.702278	243
-0.011005	0.711097	244
-0.016020	0.717004	245
-0.026958	0.716929	246
-0.019249	0.717478	247
-0.023542	0.706277	248
0.026379	0.704255	249
-0.016538	0.715317	250
-0.046232	0.706127	251
-0.041349	0.703218	252
-0.009411	0.716140	253
0.030616	0.715498	254
-0.016851	0.713679	255
-0.037486	0.711267	256
-0.016423	0.710685	257
-0.039461	0.707634	258
-0.045342	0.713333	259
-0.014301	0.722839	260
0.024282	0.706028	261
0.046590	0.690221	262
0.046213	0.690157	263
0.049943	0.703771	264
0.050648	0.699904	265
0.023738	0.697637	266
-0.026685	0.713184	267
-0.024244	0.706977	268
-0.017844	0.711156	269
-0.032555	0.708500	270
0.011641	0.704909	271
0.019582	0.722674	272
0.050094	0.703148	273
0.043949	0.689183	274
0.027699	0.691751	275
-0.020842	0.709687	276
-0.032891	0.714992	277
-0.016283	0.710972	278
0.036165	0.709646	279
-0.021925	0.718775	280
-0.043816	0.704217	281
-0.021058	0.718822	282
0.021179	0.715057	283
0.049304	0.705424	284
0.051162	0.687026	285
0.056826	0.680209	286
0.065686	0.645752	287
0.061499	0.674493	288
0.075116	0.657461	289
0.064216	0.636824	290
