time = 11	Re = 10
0.106740	0.177896	0
0.149363	0.137264	1
0.177421	0.106224	2
0.195247	0.079958	3
0.209370	0.049482	4
0.219642	0.007723	5
0.220867	-0.023010	6
0.215251	-0.069033	7
0.204884	-0.111251	8
0.189784	-0.146234	9
0.171887	-0.181949	10
0.149001	-0.217953	11
0.133352	-0.256194	12
0.128615	-0.309108	13
0.131278	-0.340779	14
0.133673	-0.371914	15
0.139996	-0.407263	16
0.146751	-0.439583	17
0.167129	-0.486317	18
0.222489	-0.502215	19
0.266072	-0.487383	20
0.307745	-0.471350	21
0.331823	-0.452962	22
0.355720	-0.434695	23
0.389796	-0.394455	24
0.395007	-0.372092	25
0.393216	-0.348851	26
0.378190	-0.336304	27
0.368659	-0.331839	28
0.363101	-0.321925	29
0.351705	-0.318363	30
0.341366	-0.311832	31
0.327581	-0.304929	32
0.314906	-0.294736	33
0.300103	-0.281222	34
0.287600	-0.260378	35
0.280997	-0.223909	36
0.280748	-0.194730	37
0.283289	-0.160214	38
0.288082	-0.109633	39
0.290075	-0.075836	40
0.290716	-0.039995	41
0.287578	0.002882	42
0.277287	0.055180	43
0.266558	0.084510	44
0.255195	0.113387	45
0.237235	0.142000	46
0.220343	0.168754	47
0.194835	0.202938	48
0.166502	0.234081	49
0.134737	0.282609	50
0.117424	0.337466	51
0.110503	0.373031	52
0.103477	0.425233	53
0.103863	0.450343	54
0.098617	0.495199	55
0.097006	0.535483	56
0.098886	0.572333	57
0.108886	0.626971	58
0.068918	0.648984	59
0.050410	0.688531	60
0.037367	0.716246	61
0.011795	0.705361	62
0.034343	0.717753	63
0.024830	0.704814	64
-0.032030	0.715185	65
-0.016537	0.707193	66
-0.034694	0.714046	67
-0.004177	0.709253	68
0.026920	0.704681	69
0.029299	0.719813	70
-0.018241	0.719610	71
0.029181	0.719102	72
0.050292	0.698813	73
0.042697	0.690325	74
0.012390	0.694675	75
-0.024918	0.708012	76
-0.029058	0.716415	77
-0.035451	0.707034	78
-0.025611	0.715094	79
-0.037012	0.706171	80
-0.034208	0.719934	81
0.012097	0.710544	82
0.038365	0.714191	83
0.047554	0.694605	84
0.030821	0.692864	85
-0.021240	0.710312	86
-0.027162	0.714150	87
-0.023781	0.710025	88
0.005341	0.699895	89
0.034103	0.690487	90
0.044313	0.689063	91
0.045054	0.691329	92
