time = 3.55	Re = 10
0.129890	0.155423	0
0.178305	0.125844	1
0.206733	0.087812	2
0.229862	0.060235	3
0.246464	0.019438	4
0.259587	-0.016261	5
0.275866	-0.059856	6
0.314272	-0.064235	7
0.352503	-0.019896	8
0.365920	0.020960	9
0.373360	0.065875	10
0.370115	0.120189	11
0.358087	0.175896	12
0.346175	0.204564	13
0.333909	0.233115	14
0.317412	0.263348	15
0.300119	0.292838	16
0.279986	0.321681	17
0.258725	0.352101	18
0.236844	0.384785	19
0.212452	0.422515	20
0.184341	0.471200	21
0.170706	0.499116	22
0.156248	0.528031	23
0.137115	0.568866	24
0.121463	0.617738	25
0.092417	0.668969	26
0.050516	0.705671	27
0.028294	0.720700	28
-0.016514	0.725658	29
-0.048115	0.719315	30
-0.077870	0.706261	31
-0.105875	0.694118	32
-0.122620	0.681810	33
-0.175562	0.656226	34
-0.193588	0.644858	35
-0.238153	0.627240	36
-0.253306	0.618208	37
-0.302467	0.599975	38
-0.331313	0.586154	39
-0.360194	0.571794	40
-0.390488	0.556010	41
-0.419855	0.539572	42
-0.467168	0.508815	43
-0.492443	0.490513	44
-0.517900	0.471807	45
-0.549998	0.442138	46
-0.591436	0.401435	47
-0.615568	0.372125	48
-0.651647	0.326790	49
-0.673785	0.291519	50
-0.695188	0.253949	51
-0.715177	0.214120	52
-0.733517	0.172579	53
-0.746253	0.136520	54
-0.758441	0.098953	55
-0.768828	0.059012	56
-0.778113	0.017347	57
-0.783229	-0.019403	58
-0.787829	-0.057641	59
-0.789853	-0.097250	60
-0.790861	-0.137939	61
-0.789230	-0.171249	62
-0.787193	-0.205161	63
-0.782795	-0.242340	64
-0.777413	-0.280666	65
-0.770377	-0.314547	66
-0.762621	-0.349040	67
-0.752341	-0.383522	68
-0.741284	-0.418494	69
-0.729363	-0.449308	70
-0.716883	-0.480582	71
-0.702421	-0.511373	72
-0.687367	-0.542739	73
-0.671360	-0.571305	74
-0.654843	-0.600210	75
-0.636160	-0.629151	76
-0.616669	-0.658325	77
-0.597079	-0.683894	78
-0.577110	-0.709358	79
-0.555292	-0.734260	80
-0.532991	-0.759209	81
-0.509900	-0.781505	82
-0.485876	-0.804121	83
-0.456645	-0.827315	84
-0.425670	-0.851487	85
-0.381540	-0.885211	86
-0.342688	-0.914849	87
-0.307970	-0.953527	88
