Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 1.7070	Mesh (Number of cells): 5013
-0.4405640947 	 -0.3019520157 	 0.0484884683 	 0.0484885016 	 347
0.5226200222 	 -0.3912610845 	 0.1532327524 	 0.1532321744 	 348
0.0845701538 	 -0.6155433411 	 0.0057021915 	 0.0057021821 	 349
0.5243722687 	 0.0521882833 	 -0.0053042024 	 -0.0053044035 	 350
0.2143245557 	 0.0883780041 	 0.0157211351 	 0.0157210486 	 351
0.2892468673 	 -0.7364713164 	 0.4766857146 	 0.4766848364 	 352
0.0848156507 	 -0.5397669586 	 0.0009091803 	 0.0009091761 	 353
0.5255213336 	 -0.1595281798 	 0.0330063707 	 0.0330060109 	 354
-0.3612909423 	 0.5762949174 	 -0.2224177354 	 -0.2224172264 	 355
0.5522740014 	 -0.1554660335 	 0.0400910335 	 0.0400906545 	 356
-0.4618851545 	 -0.2849283478 	 0.0506856320 	 0.0506856559 	 357
-0.0751161042 	 -0.3369737260 	 -0.0005747880 	 -0.0005747419 	 358
-0.4877267384 	 -0.2985477968 	 0.0705614585 	 0.0705614094 	 359
0.8671172358 	 0.2345022593 	 -0.2023498468 	 -0.2023497709 	 360
-0.5793623328 	 -0.0433006551 	 0.0091812765 	 0.0091814582 	 361
0.0664816652 	 0.7030500724 	 -0.1169046598 	 -0.1169043743 	 362
-0.2244323304 	 0.0972717852 	 0.0189798065 	 0.0189797664 	 363
-0.7316730158 	 0.5157518002 	 -0.4425919650 	 -0.4425917129 	 364
-0.4280800040 	 -0.0365174375 	 -0.0041735399 	 -0.0041732752 	 365
0.5294870766 	 -0.0976241614 	 0.0191854565 	 0.0191851431 	 366
0.3684260848 	 -0.0655339980 	 -0.0085348421 	 -0.0085349734 	 367
0.3721375321 	 -0.3245041612 	 0.0270523028 	 0.0270520451 	 368
-0.1294459926 	 0.8125782329 	 -0.6770962539 	 -0.6770949615 	 369
-0.2305208665 	 0.0136555163 	 0.0026655335 	 0.0026655501 	 370
0.5402882513 	 0.0332728548 	 -0.0035991925 	 -0.0035994007 	 371
0.8232822992 	 0.3898754331 	 -0.3498518261 	 -0.3498517084 	 372
0.8508623068 	 0.3704215805 	 -0.3452929852 	 -0.3452928990 	 373
0.8865564910 	 0.2031268543 	 -0.1784568416 	 -0.1784567850 	 374
0.0878867475 	 -0.6294812035 	 0.0098241496 	 0.0098241375 	 375
-0.0756482225 	 0.6132078672 	 -0.0023976934 	 -0.0023977085 	 376
-0.2496040335 	 -0.8882638778 	 0.8450628859 	 0.8450626619 	 377
0.0568477593 	 0.4152439510 	 0.0000242040 	 0.0000242019 	 378
0.8997844919 	 0.0843308845 	 -0.0732662498 	 -0.0732662481 	 379
-0.2391585255 	 0.0910656831 	 0.0197189847 	 0.0197189372 	 380
0.0761154892 	 -0.4753203304 	 0.0002806557 	 0.0002806459 	 381
0.5556212679 	 -0.1042053112 	 0.0257448855 	 0.0257445527 	 382
0.2014322134 	 -0.4897411552 	 0.0249330453 	 0.0249329426 	 383
-0.0798621536 	 0.3553849259 	 0.0008403541 	 0.0008403344 	 384
0.7045617580 	 0.1653830855 	 -0.0897895253 	 -0.0897894600 	 385
0.3113068483 	 -0.7218697686 	 0.4571724889 	 0.4571716548 	 386
