time = 0.102	Re = 10	rotation = 4.9825e-05
0.109018	0.857587	7715	
0.221652	0.401697	5977	
-0.385923	0.053680	2860	
-0.493502	0.439830	3945	
0.577732	0.532229	6509	
-0.288741	0.813270	7926	
-0.379881	0.618021	2410	
-0.123443	0.793058	544	
-0.016729	0.679904	5350	
0.389197	0.617488	4453	
0.008110	0.762257	5049	
-0.830894	0.397825	2213	
-0.677373	0.691061	5566	
-0.582247	0.115830	9122	
-0.340416	0.135634	5278	
-0.589348	0.342079	7448	
0.758944	0.521817	9216	
0.146073	0.918575	2059	
0.312091	0.187962	4262	
-0.349133	0.722739	6651	
0.198163	0.340101	1316	
0.135615	0.425720	8425	
-0.101828	0.617075	10344	
-0.381500	0.644261	6889	
-0.434225	0.742592	5573	
0.705488	0.576416	7232	
-0.096644	0.682798	5305	
-0.615607	0.513358	9335	
0.679224	0.573403	6136	
-0.867746	0.188124	2991	
0.217337	0.864566	10682	
-0.501788	0.361785	10117	
0.105318	0.174805	886	
-0.244363	0.127017	8975	
0.078157	0.713101	417	
-0.456280	0.400058	8295	
0.477007	0.434434	6945	
-0.233294	0.657881	3563	
-0.524808	0.279521	2841	
0.275000	0.557408	10695	
-0.572855	0.351969	4717	
0.201402	0.491996	3209	
-0.121155	0.708218	6699	
-0.451768	0.352263	6554	
-0.817065	-0.034157	1586	
-0.335797	0.526281	5992	
-0.360339	0.202708	6894	
-0.781757	0.026516	3285	
0.042673	0.452473	6491	
-0.838182	0.271853	8602	
-0.136436	0.832227	5156	
0.758160	0.131265	1521	
0.017547	0.167856	5380	
-0.169196	0.118592	3826	
-0.281417	0.400159	2438	
-0.924085	0.298397	4384	
0.471167	0.374330	7444	
-0.039230	0.336648	10808	
-0.674047	0.133798	9061	
-0.151440	0.864397	6819	
0.123053	0.797656	3218	
-0.524449	0.635184	2794	
-0.599122	0.189056	2701	
-0.612098	0.518059	9335	
0.380713	0.093063	9222	
0.191274	0.559821	10193	
-0.099965	0.670906	5305	
0.151115	0.730579	1727	
-0.092859	0.449995	9149	
0.773707	0.217916	7837	
-0.391728	0.489896	8044	
-0.228162	0.868115	7976	
0.323248	0.482713	4376	
-0.102603	0.782731	1363	
-0.117388	0.704019	8052	
0.290651	0.232927	8191	
0.431678	0.716196	9653	
-0.448856	0.157611	3124	
0.370304	0.493956	7956	
0.647665	0.253834	8339	
-0.713758	0.088793	8778	
0.454256	0.031122	1852	
0.495736	0.102501	9676	
-0.627701	0.698136	8804	
0.473968	0.048041	1240	
-0.610282	0.245943	2610	
0.377393	0.068066	4083	
0.109472	0.028152	409	
0.404587	0.199701	3136	
-0.021784	0.580541	1354	
0.517887	0.655026	2787	
