time = 10.002	Re = 10	rotation = 3.52112e-11
-0.413821	0.769308	5611	
-0.335181	0.364053	4206	
-0.665726	-0.043391	10905	
-0.157226	-0.133384	3519	
0.101656	-0.788705	1364	
-0.899444	0.108055	7713	
0.346484	-0.679895	6504	
0.058186	0.840946	7292	
-0.654392	-0.293387	2559	
-0.751870	-0.117624	1630	
0.832919	0.084119	2453	
-0.116280	-0.913082	8256	
0.351882	-0.904654	10286	
0.111519	-0.083765	1370	
0.524514	-0.086462	3724	
-0.341461	-0.171746	10617	
-0.613513	0.684946	945	
-0.904638	-0.226268	1528	
0.062526	0.477201	2597	
-0.193372	0.818781	6192	
-0.218530	0.368224	8279	
-0.356220	0.314528	4403	
0.726371	-0.023071	3495	
0.756054	-0.179072	2487	
-0.878541	-0.181439	8224	
-0.515895	0.750835	7953	
-0.314745	-0.688939	7882	
0.541553	0.577977	9327	
-0.082671	0.886242	10346	
-0.806609	0.249572	8992	
-0.683833	0.569360	6028	
-0.323166	-0.205577	5609	
0.107839	0.359118	10722	
0.107320	-0.158269	2735	
-0.021522	-0.774362	5050	
-0.169593	-0.157388	4398	
0.115091	0.645468	3797	
-0.060130	-0.761213	3060	
-0.240057	-0.192646	6354	
0.104912	0.666252	5593	
-0.367646	-0.184289	10057	
-0.418325	0.433915	7691	
0.524183	-0.563638	1689	
0.228211	-0.059078	6928	
-0.487126	-0.321514	4004	
0.176320	0.003614	5780	
0.612993	-0.224469	2045	
-0.295811	-0.478094	4845	
-0.406183	0.273854	1412	
-0.803680	0.262958	8446	
-0.591355	0.631119	458	
0.469547	0.377124	7444	
0.027375	0.255519	7583	
0.117401	-0.167710	3762	
-0.256364	0.653457	4241	
0.838871	-0.498657	10453	
-0.151993	0.598374	8744	
-0.163650	0.263925	7959	
-0.363833	-0.424673	5518	
-0.853904	0.255993	8696	
0.598257	0.563068	4078	
-0.465157	0.700930	6858	
-0.382820	-0.300349	2044	
0.524698	0.596117	1639	
0.149507	0.215675	8158	
-0.131470	0.661522	6773	
-0.572359	-0.450717	3559	
0.458841	-0.632490	6025	
-0.476845	0.238941	1404	
-0.712171	-0.242879	9481	
0.083255	-0.084184	8270	
-0.882909	-0.224715	1540	
-0.278103	0.570510	8210	
0.362458	0.746141	4388	
0.427563	-0.642824	5549	
-0.052313	0.459099	849	
0.656053	0.511903	1358	
0.040611	-0.725333	438	
-0.073879	0.653770	5036	
0.363361	0.519141	7946	
-0.339575	-0.432240	6846	
-0.454770	0.554358	672	
0.300982	0.319589	9897	
0.012797	-0.948849	7247	
-0.505007	0.059231	4439	
-0.433013	-0.323715	2227	
-0.224106	0.091500	408	
-0.200533	0.148630	6454	
0.023335	0.508335	3821	
0.261012	0.636379	2185	
0.743087	0.364862	5793	
-0.618581	-0.325093	5575	
-0.342022	0.835575	974	
0.306826	0.586775	520	
0.338589	0.567545	5895	
0.368557	0.513787	7958	
-0.544534	0.270062	2517	
0.733596	-0.026031	9291	
-0.460091	-0.079026	1807	
-0.884478	0.137297	696	
-0.437003	0.175857	3146	
-0.476671	0.156853	5637	
0.002794	-0.968493	5974	
-0.764036	0.375154	3442	
-0.739861	-0.156962	1982	
-0.768736	-0.592392	5422	
-0.034211	-0.202949	2337	
0.788681	-0.109152	9355	
-0.515161	0.313122	8497	
-0.267816	0.637163	4241	
-0.799230	0.358129	10275	
-0.650609	0.566123	10017	
-0.037834	0.473433	823	
-0.876359	-0.416397	4359	
-0.172691	-0.193061	9723	
-0.478147	0.259587	2241	
-0.420235	0.803633	6286	
0.598078	-0.169820	508	
0.405549	0.719524	5798	
0.109885	0.365241	9606	
0.485527	-0.839591	5918	
-0.138528	0.318861	4633	
-0.349968	-0.486814	5871	
0.402664	-0.863117	1863	
0.228611	0.574884	1503	
-0.499404	0.427630	3945	
0.370063	-0.686633	7896	
0.493303	-0.495870	10298	
-0.588761	-0.750251	1763	
0.152574	0.333843	6624	
-0.778043	0.441153	6638	
0.603177	-0.411301	4157	
-0.435424	-0.884570	4325	
-0.103836	0.869614	7430	
0.637945	-0.135249	3361	
-0.371146	0.199999	5788	
-0.392381	0.772176	6117	
-0.651676	-0.302972	9029	
0.219783	0.399674	4985	
-0.447661	-0.187389	3241	
-0.454522	0.683368	6762	
0.581641	0.622579	11055	
-0.496552	0.520710	3719	
0.735706	0.325771	2822	
0.336569	0.130683	6897	
0.485382	-0.072265	8284	
-0.549833	-0.744610	1157	
-0.223356	0.859696	7976	
-0.558231	0.345729	9924	
0.272613	0.261099	9362	
-0.325539	0.467635	10463	
-0.671736	-0.694000	7418	
0.470995	0.723698	8104	
-0.643712	0.572619	10017	
0.263649	0.605604	2069	
0.623140	0.498042	9448	
-0.617129	-0.713936	1059	
-0.348823	-0.218465	5212	
0.606808	-0.411836	4157	
-0.310702	-0.674259	6602	
0.725795	0.429775	8517	
-0.470093	-0.822270	6375	
0.279749	0.753278	3195	
0.749643	0.237511	8471	
-0.146356	-0.772609	2149	
0.137922	-0.966955	4334	
0.021444	0.833155	5384	
0.060398	0.369528	5554	
-0.452697	0.446485	7240	
-0.350611	-0.018607	8761	
-0.301438	-0.498441	4971	
0.741056	0.348251	9287	
-0.618630	-0.386582	6911	
0.193116	-0.745887	3400	
