time = 1.552	Re = 10	rotation = 0.169802
0.307194	0.807109	3016	
0.373977	0.284110	4367	
-0.093177	0.253732	10892	
-0.506441	0.541730	2076	
0.620890	0.479251	5392	
-0.102318	0.869637	7207	
-0.443498	0.717196	10159	
-0.032505	0.812172	6178	
0.049713	0.676908	10683	
0.424615	0.591740	3307	
0.069493	0.760702	5393	
-0.748419	0.538807	10827	
-0.169584	0.954318	4139	
-0.348324	0.670882	5659	
-0.163034	0.161476	5040	
-0.577143	0.372775	7729	
0.905128	0.169763	6598	
0.536944	0.759106	6312	
0.473909	-0.086613	2260	
-0.335612	0.806989	10378	
0.383085	0.184036	5520	
0.309629	0.313998	4477	
0.009439	0.619884	8776	
-0.450151	0.727745	10209	
-0.328706	0.843054	1260	
0.869290	0.272074	9552	
-0.028331	0.698886	5997	
-0.668989	0.451879	9245	
0.819741	0.342928	9619	
-0.822275	0.186539	10414	
0.474047	0.754350	6242	
-0.454757	0.584687	3088	
0.340362	-0.061604	6175	
-0.252018	0.186758	9160	
0.128526	0.702618	10279	
-0.351682	0.697039	7983	
0.521269	0.383394	3184	
-0.174450	0.730648	726	
-0.422257	0.614929	4374	
0.338903	0.515911	6195	
-0.558900	0.403475	4020	
0.318784	0.417775	5118	
-0.063088	0.733560	9703	
-0.217420	0.611918	2743	
-0.677763	0.008734	6571	
-0.200209	0.667261	9105	
-0.027716	0.191566	7152	
-0.543051	0.248219	5197	
0.234564	0.354936	6875	
-0.803933	0.262536	2195	
0.019457	0.847361	7557	
0.675326	0.045892	8145	
0.249421	-0.053904	6853	
-0.217218	0.122372	2907	
0.015840	0.395046	6748	
-0.694857	0.687010	1198	
0.531687	0.294709	3238	
0.234004	0.186094	2299	
-0.537963	0.302578	8251	
0.089145	0.873906	5968	
0.217673	0.775348	10407	
-0.588784	0.645139	10842	
-0.473985	0.443294	2098	
-0.666824	0.458380	5794	
0.360930	-0.357422	459	
0.277394	0.512285	9553	
-0.025582	0.686374	5663	
0.200635	0.715125	4043	
0.140034	0.369790	6967	
0.747376	0.166818	1095	
-0.284968	0.699986	4265	
0.073124	0.895698	8178	
0.402863	0.420482	4090	
-0.024047	0.798794	7369	
-0.057834	0.728037	9703	
0.464650	0.011097	5977	
0.544135	0.634786	5825	
-0.072671	0.330294	5726	
0.430388	0.444038	6678	
0.647648	0.174225	4917	
-0.520930	0.302502	5858	
0.267210	-0.416463	1824	
0.418947	-0.341386	7175	
-0.253843	0.913526	8849	
0.305062	-0.437065	3154	
-0.544422	0.358977	4535	
0.310282	-0.383964	4745	
0.180846	-0.073353	3542	
0.514617	-0.059373	8109	
0.106164	0.549530	5697	
0.617605	0.561997	5032	
-0.629287	0.361877	7814	
0.856835	0.282343	6320	
0.436261	0.480471	832	
0.421939	0.492477	354	
0.650869	0.162151	4965	
0.073258	0.357187	6156	
-0.193823	0.595600	3379	
-0.071256	0.598667	1643	
-0.276949	0.845923	9068	
0.111084	0.243959	2683	
0.105084	0.174947	1998	
0.114496	0.959661	5082	
-0.602615	0.647550	10842	
0.607168	0.443267	669	
0.866892	0.437772	6160	
-0.304194	0.252059	5413	
-0.612929	0.511721	2513	
0.126982	0.418083	2039	
0.071360	0.482353	6380	
0.000136	0.865100	7674	
-0.068608	0.846518	10839	
0.479807	-0.005794	5110	
0.950415	0.205836	8584	
-0.403503	0.510234	4788	
0.159891	0.386847	8397	
0.867074	0.263834	9552	
-0.077009	0.099580	8381	
-0.044108	0.796422	1924	
0.346848	-0.065640	7414	
-0.328620	0.912769	2577	
0.302153	0.163867	7508	
-0.621583	0.151379	1932	
-0.597726	0.748449	1227	
0.643813	0.016524	9985	
0.064171	0.419857	2238	
0.147536	0.716144	2600	
-0.019621	0.251914	1270	
0.441235	0.845418	759	
0.332606	-0.114724	8273	
0.443569	0.778560	7994	
-0.743398	-0.045793	7758	
0.775397	0.608615	6015	
0.567576	0.660116	7926	
-0.129236	0.173220	1326	
0.143602	0.277134	6800	
0.153746	0.833340	3710	
0.076606	0.676766	6046	
0.416072	-0.203015	416	
-0.690532	-0.027512	780	
-0.811699	0.102380	3748	
0.733632	0.438800	7166	
0.054714	0.642559	5021	
0.166990	0.768068	9335	
-0.049377	0.517274	905	
-0.255596	0.303311	8151	
-0.120078	0.913437	10547	
0.732752	0.498854	10346	
0.055423	0.218038	8176	
0.405594	-0.398063	8494	
0.443260	0.310638	5511	
0.696231	0.668246	11013	
0.767036	0.395410	7598	
-0.085684	0.844806	10921	
0.481423	0.441344	6767	
-0.238997	0.792130	6514	
0.292931	0.895545	7412	
-0.464445	0.555303	8654	
-0.742276	0.065435	4913	
-0.623853	0.397006	6364	
0.807535	0.273727	7191	
0.177984	0.927676	1036	
-0.766838	0.213685	6461	
-0.490769	0.704890	632	
0.584317	0.508207	1676	
0.144872	0.964841	5175	
-0.369218	0.794424	8035	
0.346174	-0.018377	2850	
0.201427	0.462943	4617	
-0.118937	0.217359	9816	
-0.580925	0.204266	5936	
0.450019	0.686446	8771	
0.210478	0.670969	4094	
-0.101802	0.724296	6018	
-0.302218	0.248249	5413	
0.892252	-0.084620	10663	
-0.693921	0.121405	4017	
-0.671423	0.475311	9288	
0.895312	-0.193970	6414	
0.094497	0.947137	10910	
0.159717	0.447732	2937	
-0.069921	0.564768	395	
0.336882	0.644583	2490	
0.328560	0.080850	9666	
0.424353	0.154508	8032	
0.309048	0.224548	3042	
0.221581	-0.053304	6166	
0.147120	0.906683	8303	
0.397688	-0.324805	6913	
-0.512232	0.578583	4110	
0.485219	0.350319	10458	
-0.608264	0.384264	7575	
-0.110108	0.717024	4647	
0.207335	-0.311501	10012	
0.602398	0.469402	6615	
0.700817	0.473151	6299	
-0.079559	0.481635	3957	
0.124260	0.603854	1523	
-0.104267	0.597610	2978	
-0.128256	0.311471	3883	
-0.647562	0.066835	7737	
-0.010642	0.240115	2817	
0.395344	0.824453	8105	
0.192069	0.576334	6282	
-0.639985	0.482528	3857	
-0.734299	0.163528	7115	
0.387352	0.248976	623	
0.038159	0.487020	1288	
0.206530	-0.006615	2342	
0.123668	0.071794	7807	
0.423884	0.526016	7891	
0.192108	0.642885	7186	
0.458376	0.156757	7303	
-0.145396	0.548708	6905	
0.565922	0.736428	2984	
0.239411	0.906482	5006	
0.311828	0.343921	7685	
0.352867	0.224803	4504	
0.296933	0.656009	1344	
0.628789	0.413416	3454	
0.293632	0.895937	7412	
0.476283	0.113971	1574	
0.592855	0.761824	10815	
-0.772431	0.096007	7548	
-0.842279	0.436036	10578	
-0.702801	0.282381	5807	
-0.433389	0.695473	1902	
-0.155266	0.947913	8469	
-0.810360	0.546457	3545	
0.369923	0.279121	4367	
0.781187	0.244969	4912	
0.128388	0.406158	1181	
0.509027	0.821960	5917	
-0.641889	0.045308	6716	
0.157961	0.370420	6851	
-0.198820	0.452183	5012	
0.084259	0.288069	8591	
0.308498	0.628121	617	
-0.012053	0.332378	9476	
-0.534413	0.720496	9567	
0.293365	0.285761	3926	
0.221035	-0.335912	9929	
0.527045	-0.248487	3445	
-0.083462	0.899498	7782	
0.706518	0.558977	6672	
0.419508	0.166354	8199	
0.314425	0.081409	8073	
-0.846418	0.475368	3716	
-0.740589	0.461933	1600	
-0.563936	0.379716	6645	
-0.451939	0.751740	9276	
0.153108	0.157342	3437	
-0.712425	0.649538	572	
-0.219108	0.139607	4480	
-0.256556	0.254072	6415	
0.282468	0.376209	4637	
0.448871	0.081205	8425	
0.328317	-0.092441	7064	
-0.685893	0.382200	8442	
0.053353	0.130818	817	
0.164745	0.746035	5457	
0.244411	0.558189	1163	
-0.327884	0.903251	847	
-0.240875	0.867839	5037	
0.665981	0.414244	2472	
0.269976	0.912191	8262	
0.272547	-0.419552	1824	
-0.265442	0.141222	5181	
0.406309	0.262760	8683	
0.333769	0.567828	6907	
0.093387	0.911462	8178	
-0.639633	0.432931	10616	
0.768052	0.515110	2188	
0.445781	0.479127	832	
-0.524558	0.344822	5013	
0.238937	0.339404	4053	
-0.196074	0.422152	10889	
0.032638	0.898480	7528	
0.164162	0.132610	4600	
0.268360	-0.325000	6048	
-0.239774	0.483309	7494	
0.401928	0.694380	5221	
0.252181	0.498137	10463	
-0.003676	0.597917	6742	
0.414011	0.281646	2368	
0.388403	0.415161	3614	
-0.813412	0.101228	3748	
-0.818206	0.289334	10045	
0.368223	0.252590	9071	
0.477414	0.659518	8961	
-0.635939	0.132206	3644	
-0.835264	0.273129	5376	
-0.250643	0.258690	6415	
0.190761	0.714678	3376	
-0.715373	0.180893	4031	
0.468649	0.652082	6651	
0.823732	0.360949	9630	
-0.878151	0.291089	10116	
0.294736	-0.461275	551	
-0.032519	0.837521	3442	
0.345522	0.535972	8090	
0.438327	0.801210	7764	
0.297316	0.323349	5299	
0.474591	0.286322	7853	
-0.246155	0.940275	1301	
0.743336	0.423930	7564	
-0.342435	0.912990	2479	
-0.639147	0.556639	9018	
0.414719	-0.304108	5496	
0.046797	0.565995	7030	
-0.168930	0.488201	563	
0.299815	0.749419	2310	
-0.369933	0.775732	9027	
0.227387	0.794961	4211	
0.025907	0.992888	9174	
-0.208423	0.574065	9025	
0.896255	-0.282957	2523	
-0.702333	0.390874	8478	
0.016448	0.144708	5071	
0.358352	0.672096	2550	
-0.752710	0.608536	638	
0.233087	-0.040332	7107	
-0.723156	0.620392	9399	
0.126831	0.957545	5082	
0.421073	0.440276	6678	
-0.590995	0.512764	4740	
-0.188524	0.944578	4384	
0.523908	-0.095182	6070	
0.484402	0.506864	4041	
-0.794102	0.410985	8369	
0.442855	0.588287	2101	
0.572516	0.766449	1864	
0.185339	0.528295	4563	
-0.856018	0.092421	10016	
0.221460	0.730948	1690	
0.548149	0.103395	4251	
0.418340	0.223994	3981	
0.439088	0.594312	4363	
0.560215	0.146864	6426	
-0.730408	0.404524	7549	
0.717235	0.340820	1927	
-0.452325	0.815964	2232	
0.067849	0.314023	7157	
0.783090	0.480875	6594	
0.159020	0.057172	4348	
0.368659	0.733849	6762	
0.288206	0.442127	2078	
0.087852	0.850833	7060	
0.156542	0.239876	7074	
0.565433	0.479590	3046	
0.574272	0.519336	3746	
-0.749904	0.646489	388	
0.407111	0.599794	6828	
0.469901	0.290248	7459	
0.354147	0.363543	4354	
0.086805	0.331660	690	
-0.880210	0.223522	1814	
-0.217842	0.520412	2134	
0.440533	0.801261	7764	
0.905496	0.112612	524	
0.378390	-0.039890	4381	
-0.754385	0.065483	4913	
-0.724591	0.057933	9829	
0.223865	0.841737	3864	
