time = 0.052	Re = 10	rotation = 6.29134e-06
0.147479	0.851750	7191	
0.234233	0.393364	4910	
-0.394907	0.054778	3580	
-0.474571	0.458945	5800	
0.601440	0.506637	10124	
-0.251852	0.825507	6404	
-0.352966	0.633641	6924	
-0.088228	0.797760	3750	
0.011996	0.680008	5390	
0.415493	0.600324	10943	
0.041410	0.761181	1977	
-0.810683	0.435528	6669	
-0.657823	0.710157	5566	
-0.574697	0.124559	10646	
-0.347209	0.142014	10662	
-0.572644	0.364317	4933	
0.782234	0.487120	1475	
0.184906	0.911491	3522	
0.308929	0.179775	3415	
-0.316749	0.737410	6446	
0.206692	0.332857	1316	
0.149439	0.420366	5839	
-0.076486	0.620805	504	
-0.353153	0.660088	5836	
-0.400324	0.761249	6117	
0.731277	0.544022	8485	
-0.067616	0.686329	6534	
-0.591469	0.539774	7114	
0.705240	0.541970	8249	
-0.850988	0.234950	1105	
0.256011	0.853803	6444	
-0.486628	0.379759	1333	
0.104959	0.170112	1238	
-0.253698	0.136743	7739	
0.108712	0.709087	663	
-0.440163	0.416741	7034	
0.494768	0.415675	9495	
-0.205138	0.667232	4041	
-0.512998	0.296086	4892	
0.297251	0.545806	10735	
-0.556237	0.373475	10590	
0.219443	0.483830	8243	
-0.090651	0.712803	8052	
-0.438416	0.367766	5697	
-0.815559	0.037289	1299	
-0.314311	0.539389	5404	
-0.359993	0.211527	6894	
-0.747291	0.070137	6474	
0.058093	0.450536	6491	
-0.819849	0.313253	8331	
-0.099069	0.837533	5168	
0.786010	0.091629	1488	
0.016220	0.167447	5380	
-0.173968	0.129683	4427	
-0.267995	0.410187	3101	
-0.914315	0.326184	4139	
0.485669	0.357225	6801	
-0.030614	0.337968	9561	
-0.656514	0.151698	2784	
-0.112435	0.870376	7430	
0.158307	0.791426	3905	
-0.495437	0.657792	5532	
-0.587179	0.205152	2657	
-0.587792	0.544324	7114	
0.371133	0.089738	6612	
0.213284	0.551650	9227	
-0.071590	0.674581	4552	
0.182685	0.723337	2235	
-0.077378	0.453286	4367	
0.793818	0.179380	9401	
-0.371681	0.505045	815	
-0.188982	0.877650	6686	
0.341551	0.469844	4145	
-0.068002	0.786493	3992	
-0.087127	0.708439	8439	
0.291405	0.224144	7711	
0.463297	0.696166	6057	
-0.448258	0.165523	3268	
0.389735	0.478997	9210	
0.664185	0.230019	4609	
-0.689544	0.106378	4832	
0.450618	0.030950	1852	
0.494648	0.097994	9676	
-0.598633	0.722842	2147	
0.469515	0.047226	558	
-0.596033	0.266153	2767	
0.366709	0.066208	3909	
0.110510	0.020262	409	
0.405612	0.190930	1798	
0.001261	0.580972	1564	
0.547004	0.631366	10413	
-0.583507	0.431223	5010	
0.733277	0.526738	8485	
0.410410	0.503221	3643	
0.395926	0.514706	2192	
0.672001	0.219840	7163	
-0.193812	0.421084	4637	
-0.419376	0.385880	5695	
-0.210744	0.561012	6784	
-0.347966	0.774142	1779	
-0.187873	0.352329	4785	
-0.208025	0.294149	4984	
-0.426300	0.866612	1733	
-0.528790	0.654503	4201	
0.599934	0.458128	5822	
0.471626	0.848447	9428	
-0.229108	0.083063	6412	
-0.513530	0.570271	792	
-0.065232	0.485711	3275	
-0.103278	0.520791	5264	
-0.154133	0.846547	6819	
-0.169946	0.820048	5874	
0.319281	0.215945	5610	
0.666763	0.708165	7417	
-0.658265	0.062439	577	
-0.035549	0.468395	623	
0.741054	0.523312	8485	
-0.169886	0.165637	9120	
-0.083944	0.780686	3750	
0.112467	0.165531	886	
-0.738335	0.619702	1036	
0.069444	0.328582	7987	
-0.726823	0.132324	10782	
-0.767398	0.543969	9391	
0.728850	0.125149	2081	
-0.164737	0.467070	8385	
0.129126	0.722541	597	
-0.387115	0.222253	1308	
-0.034786	0.953110	9878	
0.115697	0.105282	3347	
0.203972	0.873022	10682	
-0.844651	0.037334	2041	
0.242525	0.955776	4342	
0.421349	0.761993	1418	
-0.380126	0.113781	4474	
-0.124872	0.387140	5028	
0.025764	0.847357	7598	
0.043420	0.682745	6499	
0.227839	0.111262	4715	
-0.824739	-0.009188	1725	
-0.844038	0.193874	8610	
0.653874	0.552418	7970	
-0.001219	0.650353	3780	
