Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.001	-4.413413866e-06	2.829620187e-06	-0.001076944901	1
0.002	-3.247885358e-05	9.434228186e-06	-0.006774068998	15.39008816
0.003	-4.722781376e-05	1.176461566e-05	-0.01025207948	12.26914481
0.004	-4.558497648e-05	1.012223712e-05	-0.01064733944	17.76045895
0.005	-3.077195403e-05	5.76014993e-06	-0.00881795196	29.60231689
0.006	-8.7866323e-06	5.289282711e-07	-0.005590493358	11.53560335
0.007	1.653119738e-05	-4.500160141e-06	-0.001740513845	12.34557757
0.008	4.251730595e-05	-8.94901212e-06	0.002206786037	40.67644562
0.009	6.722968405e-05	-1.276791114e-05	0.005881043977	37.24712237
0.01	8.872928331e-05	-1.58143938e-05	0.008191664566	11.35530674
0.011	0.0001084745808	-1.802626311e-05	0.009708455077	16.8778026
0.012	0.0001258089876	-1.971373539e-05	0.010934122	33.83517633
0.013	0.0001405786464	-2.099669808e-05	0.01169597471	7.963920047
0.014	0.0001530388339	-2.199697042e-05	0.01210658659	12.3501676
0.015	0.0001628687042	-2.275591547e-05	0.01228176428	8.342304402
0.016	0.0001683507514	-2.31429516e-05	0.01222309126	7.255605157
0.017	0.0001697011676	-2.310388078e-05	0.01185137459	3.091473381
0.018	0.0001671064785	-2.271919661e-05	0.01117447952	3.731998375
0.019	0.0001609670183	-2.2055663e-05	0.01024440651	3.9174173
0.02	0.0001516382095	-2.116167122e-05	0.009109165303	14.63392924
0.021	0.0001396110937	-2.00634089e-05	0.007822471486	9.73913088
0.022	0.0001255440318	-1.879204975e-05	0.006458693721	1.292636762
0.023	0.0001101973089	-1.739890293e-05	0.005113123378	2.497168267
0.024	9.433076406e-05	-1.595771433e-05	0.003889836612	3.309525024
0.025	7.821444088e-05	-1.450177879e-05	0.002793464671	3.868860198
0.026	6.214421029e-05	-1.303226545e-05	0.001828461558	2.835852477
0.027	4.632108622e-05	-1.155068642e-05	0.0009850659158	1.230570683
0.028	3.089647194e-05	-1.005714868e-05	0.0002500759111	4.203470092
0.029	1.599139209e-05	-8.557913245e-06	-0.0003838969011	4.24030995
0.03	1.671975558e-06	-7.056907691e-06	-0.0009334797077	3.950189282
0.031	-1.201071636e-05	-5.559988623e-06	-0.001407860126	2.129816745
0.032	-2.50292207e-05	-4.070031665e-06	-0.001823823608	13.2976868
0.033	-3.737555933e-05	-2.59916054e-06	-0.002176209496	5.490157755
0.034	-4.904976758e-05	-1.150158784e-06	-0.00248185006	2.390662346
0.035	-6.003643158e-05	2.763608119e-07	-0.002755864422	8.411051366
0.036	-7.029817918e-05	1.679189108e-06	-0.003011650203	1.426900858
0.037	-7.982029895e-05	3.051991224e-06	-0.003248915069	1.079223726
0.038	-8.855959818e-05	4.390283329e-06	-0.003473333513	1.605256699
0.039	-9.649206448e-05	5.686271771e-06	-0.003684224149	1.175799714
0.04	-0.0001036770538	6.930698234e-06	-0.003871235786	0.6713649652
0.041	-0.0001100847547	8.122127358e-06	-0.004040194711	1.361995828
0.042	-0.0001157242371	9.25488357e-06	-0.004191298628	0.6932597581
0.043	-0.0001206073523	1.032660724e-05	-0.004324780837	0.7417668314
0.044	-0.0001248065588	1.133826626e-05	-0.004437640227	0.8806760775
0.045	-0.000128298901	1.229292646e-05	-0.004534388795	1.104365005
0.046	-0.0001311749011	1.319180818e-05	-0.004613100862	1.771390517
0.047	-0.0001334131731	1.403886728e-05	-0.004677721476	2.122486698
0.048	-0.0001350476009	1.483390799e-05	-0.00472913715	1.664134008
0.049	-0.0001359698867	1.557477785e-05	-0.004771107505	0.683161324
0.05	-0.0001362516091	1.625949438e-05	-0.004801940027	0.7732776437
