Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	0
0.001	0.002798268218	3.571055742e-05	0.007648042607	1	-0.0620119882
0.002	0.004286721506	0.0001406139899	0.00967469987	8.499806024	-0.1240215283
0.003	0.004443161919	0.000187474808	0.01262135469	5.169978994	-0.1860261722
0.004	0.003531203202	0.0001642152974	0.01731470921	14.91368157	-0.2480234721
0.005	0.0018174859	8.620361826e-05	0.02388681242	3.023221024	-0.3100109806
0.006	-0.0004224141785	-2.839106661e-05	0.03112561618	3.297759036	-0.3719862503
0.007	-0.00293843852	-0.0001621584036	0.03721753456	1.61078953	-0.4339468347
0.008	-0.005526871746	-0.0003002025574	0.04047113422	1.401012108	-0.4958902876
0.009	-0.00803956953	-0.0004313301352	0.03974780736	0.6890540976	-0.5578141637
0.01	-0.01038426862	-0.0005482988139	0.03460653046	0.8455724409	-0.6197160182
0.011	-0.01251877519	-0.0006474527414	0.02524094831	0.9154605656	-0.6815934075
0.012	-0.01444129518	-0.0007280700132	0.01230101903	1.676003828	-0.7434438887
0.013	-0.01617903575	-0.0007915712387	-0.003323270238	0.5690750208	-0.80526502
0.014	-0.01777680165	-0.0008407326096	-0.02070182496	0.4909813082	-0.8670543609
0.015	-0.01928685653	-0.000878981817	-0.03901669199	0.2869255862	-0.928809472
0.016	-0.02076082848	-0.0009098282841	-0.05765479936	0.1996613821	-0.9905279154
0.017	-0.022243994	-0.0009364492726	-0.07624357209	0.1826901238	-1.052207255
0.018	-0.02377191089	-0.000961432243	-0.09464058861	0.1935437497	-1.113845054
0.019	-0.02536911244	-0.0009866572281	-0.1128922498	0.2076325248	-1.175438882
0.02	-0.027049423	-0.001013291498	-0.1311767866	0.2137413402	-1.236986305
0.021	-0.02881739644	-0.001041865092	-0.1497446128	0.2102106582	-1.298484894
0.022	-0.03067039331	-0.001072395485	-0.168865433	0.1997028293	-1.359932221
0.023	-0.03260087908	-0.001104533876	-0.188787621	0.1854778958	-1.42132586
0.024	-0.03459861964	-0.001137710033	-0.2097120596	0.1699864394	-1.482663388
0.025	-0.03665255478	-0.00117126022	-0.2317797853	0.1748254907	-1.543942383
0.026	-0.0387522297	-0.001204529208	-0.2550709639	0.2272076906	-1.605160426
0.027	-0.04088874858	-0.001236942149	-0.2796120366	0.2900346713	-1.6663151
0.028	-0.04305527956	-0.001268046355	-0.3053877415	0.3303461102	-1.727403991
0.029	-0.04524718226	-0.001297527502	-0.3323549225	0.191030505	-1.788424687
0.03	-0.04746185112	-0.001325206116	-0.3604555655	0.1345119069	-1.849374779
0.031	-0.04969837459	-0.001351018546	-0.3896282792	0.2690127702	-1.910251862
0.032	-0.05195710056	-0.001374991458	-0.4198164345	0.2606317057	-1.97105353
0.033	-0.05423918457	-0.001397212245	-0.4509735065	0.2267114126	-2.031777386
0.034	-0.0565461774	-0.001417802122	-0.4830654206	0.19604419	-2.09242103
0.035	-0.05887968675	-0.001436891867	-0.5160707544	0.1718487401	-2.152982069
0.036	-0.06124113006	-0.001454604013	-0.5499792561	0.1530164053	-2.213458112
0.037	-0.06363158114	-0.001471040725	-0.5847894716	0.1381406838	-2.273846772
0.038	-0.06605170031	-0.001486277202	-0.6205059805	0.1261295092	-2.334145665
0.039	-0.06850173274	-0.001500360901	-0.6571366403	0.1162112228	-2.394352409
0.04	-0.07098155463	-0.001513312408	-0.6946901782	0.1078505598	-2.454464629
0.041	-0.07349074957	-0.001525130796	-0.7331745267	0.1065298342	-2.514479951
0.042	-0.07602869649	-0.001535798136	-0.7725956044	0.1098510078	-2.574396006
0.043	-0.07859465689	-0.001545286056	-0.8129566508	0.1092213986	-2.634210428
0.044	-0.08118785053	-0.001553560866	-0.8542581379	0.1063319326	-2.693920856
0.045	-0.08380751557	-0.001560587833	-0.8964979295	0.1022942863	-2.753524933
0.046	-0.08645294949	-0.0015663343	-0.9396717276	0.09778429635	-2.813020306
0.047	-0.08912353245	-0.001570772234	-0.9837734357	0.09318979811	-2.872404625
0.048	-0.09181873553	-0.001573878706	-1.028795815	0.09474522669	-2.931675548
0.049	-0.09453811659	-0.00157563614	-1.074731014	0.1064284445	-2.990830732
0.05	-0.09728130788	-0.001576031057	-1.121571139	0.119148137	-3.049867845
0.051	-0.1000479997	-0.001575053938	-1.169308264	0.1317592795	-3.108784554
0.052	-0.1028379225	-0.001572698073	-1.217934768	0.1409868589	-3.167578533
0.053	-0.1056508302	-0.001568958345	-1.267443352	0.1391048682	-3.226247462
0.054	-0.1084864862	-0.001563830175	-1.317827025	0.1123223312	-3.284789025
0.055	-0.111344652	-0.001557308809	-1.369079151	0.08370828209	-3.34320091
0.056	-0.1142250811	-0.001549388662	-1.42119327	0.09306856852	-3.401480812
0.057	-0.1171275146	-0.001540063174	-1.47416299	0.1064218379	-3.459626429
0.058	-0.1200516809	-0.001529324799	-1.527981904	0.1423065011	-3.517635466
0.059	-0.1229972976	-0.001517165165	-1.582643385	0.1519709744	-3.575505633
0.06	-0.1259640726	-0.001503574963	-1.638140724	0.1484290571	-3.633234646
0.061	-0.1289517087	-0.001488544395	-1.694466987	0.1398019309	-3.690820224
0.062	-0.1319599063	-0.001472062835	-1.751614983	0.1299131287	-3.748260096
0.063	-0.1349883668	-0.001454119888	-1.809577233	0.1203086274	-3.805551994
0.064	-0.1380367947	-0.001434704635	-1.868346055	0.1115259997	-3.862693654
0.065	-0.1411048994	-0.001413806254	-1.927913576	0.1036884684	-3.919682823
0.066	-0.144192396	-0.001391415195	-1.98827155	0.1256470163	-3.976517249
0.067	-0.1472990052	-0.001367520806	-2.049411836	0.1401062283	-4.03319469
0.068	-0.1504244541	-0.001342113593	-2.111325917	0.1403940886	-4.089712907
0.069	-0.1535684749	-0.001315184089	-2.174005275	0.1343058989	-4.14606967
0.07	-0.1567308043	-0.001286722118	-2.237441306	0.1260025574	-4.202262753
0.071	-0.1599111834	-0.001256719134	-2.301625124	0.1173829191	-4.258289939
0.072	-0.1631093567	-0.001225166387	-2.366547799	0.1092237616	-4.314149014
0.073	-0.166325071	-0.001192055499	-2.43220018	0.1017904987	-4.369837775
