time = 0.127	Re = 25	rotation = -0.139951
-0.721775	0.568647	8215	
-0.721118	0.569453	8215	
-0.719598	0.571298	8215	
-0.717131	0.574286	8215	
-0.713648	0.578600	8233	
-0.709390	0.584059	8617	
-0.704191	0.590525	8617	
-0.698178	0.597735	9589	
-0.691234	0.605598	9589	
-0.683577	0.614270	9899	
-0.674984	0.623856	6238	
-0.665637	0.633961	8800	
-0.655478	0.644552	8800	
