time = 3	Re = 90
-0.098293	-0.176379	0
-0.147631	-0.147433	1
-0.175822	-0.121103	2
-0.205200	-0.088518	3
-0.230573	-0.037666	4
-0.248823	0.010454	5
-0.269970	0.057235	6
-0.291916	0.089722	7
-0.344481	0.082229	8
-0.369748	0.051481	9
-0.392920	0.012659	10
-0.406150	-0.038858	11
-0.410600	-0.094546	12
-0.401314	-0.152009	13
-0.381174	-0.206840	14
-0.350456	-0.254127	15
-0.312915	-0.294294	16
-0.269792	-0.327852	17
-0.220031	-0.358692	18
-0.192988	-0.375366	19
-0.165428	-0.394220	20
-0.134385	-0.418090	21
-0.101625	-0.451632	22
-0.082380	-0.476413	23
-0.063289	-0.501569	24
-0.040007	-0.541706	25
-0.016788	-0.589355	26
0.003354	-0.641289	27
0.018943	-0.678800	28
0.053712	-0.710718	29
0.083553	-0.708316	30
0.115662	-0.707360	31
0.150556	-0.702867	32
0.179492	-0.688581	33
0.209858	-0.675662	34
0.251096	-0.655785	35
0.283409	-0.643081	36
0.316067	-0.629262	37
0.327977	-0.619992	38
0.361227	-0.603522	39
0.394240	-0.586462	40
0.423487	-0.566678	41
0.452493	-0.546210	42
0.481477	-0.524213	43
0.510293	-0.501461	44
0.542287	-0.470334	45
0.566743	-0.446277	46
0.591652	-0.420887	47
0.620087	-0.386380	48
0.639322	-0.361952	49
0.658390	-0.337181	50
0.683608	-0.298868	51
0.706757	-0.259322	52
0.722672	-0.226422	53
0.738511	-0.191871	54
0.753338	-0.154447	55
0.767669	-0.113993	56
0.776852	-0.081082	57
0.785873	-0.047490	58
0.793427	-0.012898	59
0.800957	0.022567	60
0.804816	0.053017	61
0.808366	0.083724	62
0.810482	0.116178	63
0.812378	0.148874	64
0.811954	0.207832	65
0.808802	0.265016	66
0.802547	0.316311	67
0.794621	0.366948	68
0.785001	0.415697	69
0.770813	0.468387	70
0.755612	0.513194	71
0.739299	0.556873	72
0.718612	0.601867	73
0.703445	0.628631	74
0.686875	0.656794	75
0.673806	0.686833	76
0.661285	0.716194	77
0.656034	0.756734	78
