Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 3.7700	Mesh (Number of cells): 1991
0.8659382334 	 0.2408016167 	 0.7299132957 	 0.7299131985 	 163
-0.8659382407 	 -0.2408016197 	 -0.7299133132 	 -0.7299132159 	 164
0.2136702807 	 0.2914257624 	 -0.0535132057 	 -0.0535131731 	 165
-0.2136702807 	 -0.2914257624 	 0.0535132077 	 0.0535131751 	 166
0.6814601445 	 -0.6251673646 	 0.6001533224 	 0.6001533275 	 167
-0.6814601445 	 0.6251673646 	 -0.6001533203 	 -0.6001533254 	 168
-0.4921208921 	 -0.7755096423 	 -0.4341769825 	 -0.4341770207 	 169
0.4921208921 	 0.7755096423 	 0.4341769798 	 0.4341770180 	 170
0.6886549014 	 -0.5884305211 	 0.5854644132 	 0.5854644113 	 171
-0.6886549014 	 0.5884305211 	 -0.5854644107 	 -0.5854644089 	 172
0.0383249872 	 0.8473227029 	 0.0628626585 	 0.0628626758 	 173
-0.0383249872 	 -0.8473227029 	 -0.0628626561 	 -0.0628626733 	 174
-0.5562988043 	 -0.7045188845 	 -0.4678856496 	 -0.4678856831 	 175
0.5562988043 	 0.7045188845 	 0.4678856465 	 0.4678856800 	 176
-0.3395572313 	 -0.6662468487 	 -0.2180195659 	 -0.2180196471 	 177
0.3395572313 	 0.6662468487 	 0.2180195602 	 0.2180196414 	 178
0.3169356975 	 -0.0467445023 	 -0.0796034463 	 -0.0796034040 	 179
-0.3169356975 	 0.0467445023 	 0.0796034455 	 0.0796034032 	 180
-0.3733974044 	 -0.6547296014 	 -0.2337083112 	 -0.2337083904 	 181
0.3733974044 	 0.6547296014 	 0.2337083053 	 0.2337083844 	 182
-0.5424137190 	 -0.7407389986 	 -0.4747966617 	 -0.4747966936 	 183
0.5424137190 	 0.7407389986 	 0.4747966591 	 0.4747966910 	 184
0.2194680675 	 0.9550437319 	 0.2233353791 	 0.2233353914 	 185
-0.2194680675 	 -0.9550437319 	 -0.2233353791 	 -0.2233353914 	 186
0.0017618504 	 -0.9606816590 	 0.0023559919 	 0.0023559899 	 187
-0.0017618504 	 0.9606816590 	 -0.0023559920 	 -0.0023559900 	 188
-0.5001749368 	 -0.7366981600 	 -0.4185311006 	 -0.4185311462 	 189
0.5001749368 	 0.7366981600 	 0.4185310971 	 0.4185311426 	 190
0.2686615511 	 -0.1108548344 	 -0.0706530878 	 -0.0706530766 	 191
-0.2686615511 	 0.1108548344 	 0.0706530858 	 0.0706530746 	 192
0.8858500891 	 0.2757377645 	 0.7873076957 	 0.7873076173 	 193
-0.8858501005 	 -0.2757377659 	 -0.7873077223 	 -0.7873076439 	 194
-0.1409075898 	 0.2880832490 	 0.0397133406 	 0.0397133386 	 195
0.1409075898 	 -0.2880832490 	 -0.0397133456 	 -0.0397133436 	 196
0.3472210569 	 -0.0348048979 	 -0.0748852832 	 -0.0748852154 	 197
-0.3472210569 	 0.0348048979 	 0.0748852826 	 0.0748852149 	 198
0.0744374543 	 0.8489969874 	 0.1160192674 	 0.1160192980 	 199
-0.0744374543 	 -0.8489969874 	 -0.1160192633 	 -0.1160192939 	 200
0.3915079780 	 0.8247918437 	 0.3534021722 	 0.3534022175 	 201
-0.3915079780 	 -0.8247918437 	 -0.3534021749 	 -0.3534022201 	 202
0.1760063819 	 0.2899519869 	 -0.0490769950 	 -0.0490769821 	 203
-0.1760063819 	 -0.2899519869 	 0.0490769981 	 0.0490769852 	 204
0.4234733628 	 0.8380670023 	 0.3912897817 	 0.3912898142 	 205
-0.4234733628 	 -0.8380670023 	 -0.3912897837 	 -0.3912898162 	 206
-0.1877556052 	 0.8796207459 	 -0.2101693376 	 -0.2101693831 	 207
0.1877556052 	 -0.8796207459 	 0.2101693367 	 0.2101693821 	 208
0.0690896961 	 -0.2260535823 	 -0.0053147418 	 -0.0053147481 	 209
-0.0690896961 	 0.2260535823 	 0.0053147333 	 0.0053147396 	 210
0.2659444330 	 0.0352902457 	 -0.0723043639 	 -0.0723043784 	 211
-0.2659444330 	 -0.0352902457 	 0.0723043643 	 0.0723043787 	 212
0.2338750020 	 0.2583691424 	 -0.0558313748 	 -0.0558313422 	 213
-0.2338750020 	 -0.2583691424 	 0.0558313764 	 0.0558313438 	 214
0.2781294441 	 -0.0773561443 	 -0.0748160941 	 -0.0748160870 	 215
-0.2781294441 	 0.0773561443 	 0.0748160925 	 0.0748160854 	 216
0.2327110658 	 -0.1216207456 	 -0.0583290274 	 -0.0583290383 	 217
-0.2327110658 	 0.1216207456 	 0.0583290249 	 0.0583290358 	 218
0.2605977449 	 -0.0487883009 	 -0.0707066859 	 -0.0707067001 	 219
-0.2605977449 	 0.0487883009 	 0.0707066847 	 0.0707066989 	 220
-0.5591474085 	 -0.8042838955 	 -0.5426309798 	 -0.5426309898 	 221
0.5591474085 	 0.8042838955 	 0.5426309791 	 0.5426309890 	 222
-0.1968595752 	 0.1788463891 	 0.0459833679 	 0.0459833735 	 223
0.1968595752 	 -0.1788463891 	 -0.0459833709 	 -0.0459833765 	 224
0.0192945982 	 -0.7780895576 	 0.0370538048 	 0.0370538174 	 225
-0.0192945982 	 0.7780895576 	 -0.0370538081 	 -0.0370538207 	 226
-0.8847142199 	 -0.2057429317 	 -0.7593008402 	 -0.7593007352 	 227
0.8847142195 	 0.2057429318 	 0.7593008387 	 0.7593007337 	 228
0.0473137225 	 -0.7656473336 	 0.0986162013 	 0.0986162362 	 229
-0.0473137225 	 0.7656473336 	 -0.0986162095 	 -0.0986162443 	 230
-0.1360636411 	 -0.1977191549 	 0.0222909446 	 0.0222909576 	 231
