Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 3.7700	Mesh (Number of cells): 1991
0.8659382334 	 0.2408016167 	 0.7576097274 	 0.8987961074 	 163
-0.8659382407 	 -0.2408016197 	 0.7576097457 	 0.8987961153 	 164
0.2136702807 	 0.2914257624 	 -0.0905027491 	 0.3613640323 	 165
-0.2136702807 	 -0.2914257624 	 -0.0905027524 	 0.3613640323 	 166
0.6814601445 	 -0.6251673646 	 0.8144439977 	 0.9247822243 	 167
-0.6814601445 	 0.6251673646 	 0.8144439948 	 0.9247822243 	 168
-0.4921208921 	 -0.7755096423 	 0.8103316648 	 0.9184760083 	 169
0.4921208921 	 0.7755096423 	 0.8103316597 	 0.9184760083 	 170
0.6886549014 	 -0.5884305211 	 0.7700822388 	 0.9058123710 	 171
-0.6886549014 	 0.5884305211 	 0.7700822356 	 0.9058123710 	 172
0.0383249872 	 0.8473227029 	 1.3912441695 	 0.8481889928 	 173
-0.0383249872 	 -0.8473227029 	 1.3912441159 	 0.8481889928 	 174
-0.5562988043 	 -0.7045188845 	 0.7550041370 	 0.8976721107 	 175
0.5562988043 	 0.7045188845 	 0.7550041319 	 0.8976721107 	 176
-0.3395572313 	 -0.6662468487 	 0.4801311090 	 0.7477860501 	 177
0.3395572313 	 0.6662468487 	 0.4801310965 	 0.7477860501 	 178
0.3169356975 	 -0.0467445023 	 -0.0804645945 	 0.3203643002 	 179
-0.3169356975 	 0.0467445023 	 -0.0804645936 	 0.3203643002 	 180
-0.3733974044 	 -0.6547296014 	 0.4717521725 	 0.7537217474 	 181
0.3733974044 	 0.6547296014 	 0.4717521605 	 0.7537217474 	 182
-0.5424137190 	 -0.7407389986 	 0.8036497196 	 0.9180996170 	 183
0.5424137190 	 0.7407389986 	 0.8036497152 	 0.9180996170 	 184
0.2194680675 	 0.9550437319 	 0.9972038446 	 0.9799361013 	 185
-0.2194680675 	 -0.9550437319 	 0.9972038447 	 0.9799361013 	 186
0.0017618504 	 -0.9606816590 	 1.2846505253 	 0.9606832746 	 187
-0.0017618504 	 0.9606816590 	 1.2846505597 	 0.9606832746 	 188
-0.5001749368 	 -0.7366981600 	 0.7451003797 	 0.8904488455 	 189
0.5001749368 	 0.7366981600 	 0.7451003734 	 0.8904488455 	 190
0.2686615511 	 -0.1108548344 	 -0.0764313060 	 0.2906334863 	 191
-0.2686615511 	 0.1108548344 	 -0.0764313038 	 0.2906334863 	 192
0.8858500891 	 0.2757377645 	 0.8245665814 	 0.9277724371 	 193
-0.8858501005 	 -0.2757377659 	 0.8245666087 	 0.9277724485 	 194
-0.1409075898 	 0.2880832490 	 -0.0903852685 	 0.3206975323 	 195
0.1409075898 	 -0.2880832490 	 -0.0903852798 	 0.3206975323 	 196
0.3472210569 	 -0.0348048979 	 -0.0752605570 	 0.3489610913 	 197
-0.3472210569 	 0.0348048979 	 -0.0752605564 	 0.3489610913 	 198
0.0744374543 	 0.8489969874 	 1.3283350621 	 0.8522539640 	 199
-0.0744374543 	 -0.8489969874 	 1.3283350158 	 0.8522539640 	 200
0.3915079780 	 0.8247918437 	 0.8241325221 	 0.9129951163 	 201
-0.3915079780 	 -0.8247918437 	 0.8241325283 	 0.9129951163 	 202
0.1760063819 	 0.2899519869 	 -0.0945787602 	 0.3391908035 	 203
-0.1760063819 	 -0.2899519869 	 -0.0945787662 	 0.3391908035 	 204
0.4234733628 	 0.8380670023 	 0.8676196488 	 0.9389813573 	 205
-0.4234733628 	 -0.8380670023 	 0.8676196533 	 0.9389813573 	 206
-0.1877556052 	 0.8796207459 	 1.0068079392 	 0.8994358365 	 207
0.1877556052 	 -0.8796207459 	 1.0068079346 	 0.8994358365 	 208
0.0690896961 	 -0.2260535823 	 -0.0181832807 	 0.2363759890 	 209
-0.0690896961 	 0.2260535823 	 -0.0181832519 	 0.2363759890 	 210
0.2659444330 	 0.0352902457 	 -0.0729381793 	 0.2682756845 	 211
-0.2659444330 	 -0.0352902457 	 -0.0729381796 	 0.2682756845 	 212
0.2338750020 	 0.2583691424 	 -0.0831949732 	 0.3484998283 	 213
-0.2338750020 	 -0.2583691424 	 -0.0831949756 	 0.3484998283 	 214
0.2781294441 	 -0.0773561443 	 -0.0776559450 	 0.2886866134 	 215
