Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 3.7700	Mesh (Number of cells): 1991
0.8659382334 	 0.2408016167 	 -0.2032120698 	 -0.2032120577 	 163
-0.8659382407 	 -0.2408016197 	 0.2032120756 	 0.2032120635 	 164
0.2136702807 	 0.2914257624 	 0.0143712051 	 0.0143711435 	 165
-0.2136702807 	 -0.2914257624 	 -0.0143712117 	 -0.0143711501 	 166
0.6814601445 	 -0.6251673646 	 0.5507761605 	 0.5507761741 	 167
-0.6814601445 	 0.6251673646 	 -0.5507761590 	 -0.5507761726 	 168
-0.4921208921 	 -0.7755096423 	 0.6775086188 	 0.6775086618 	 169
0.4921208921 	 0.7755096423 	 -0.6775086154 	 -0.6775086584 	 170
0.6886549014 	 -0.5884305211 	 0.5005075769 	 0.5005075910 	 171
-0.6886549014 	 0.5884305211 	 -0.5005075754 	 -0.5005075896 	 172
0.0383249872 	 0.8473227029 	 -0.7984595911 	 -0.7984596761 	 173
-0.0383249872 	 -0.8473227029 	 0.7984595909 	 0.7984596759 	 174
-0.5562988043 	 -0.7045188845 	 0.5892369330 	 0.5892369719 	 175
0.5562988043 	 0.7045188845 	 -0.5892369303 	 -0.5892369692 	 176
-0.3395572313 	 -0.6662468487 	 0.3614362672 	 0.3614363451 	 177
0.3395572313 	 0.6662468487 	 -0.3614362618 	 -0.3614363397 	 178
0.3169356975 	 -0.0467445023 	 -0.0079782672 	 -0.0079782498 	 179
-0.3169356975 	 0.0467445023 	 0.0079782650 	 0.0079782477 	 180
-0.3733974044 	 -0.6547296014 	 0.3658615972 	 0.3658616761 	 181
0.3733974044 	 0.6547296014 	 -0.3658615924 	 -0.3658616713 	 182
-0.5424137190 	 -0.7407389986 	 0.6448405427 	 0.6448405791 	 183
0.5424137190 	 0.7407389986 	 -0.6448405400 	 -0.6448405763 	 184
0.2194680675 	 0.9550437319 	 -0.9499008702 	 -0.9499008960 	 185
-0.2194680675 	 -0.9550437319 	 0.9499008714 	 0.9499008973 	 186
0.0017618504 	 -0.9606816590 	 0.9908939418 	 0.9908939919 	 187
