time = 170	Re = 1	rotation = 27.0562
-0.365051	0.833057	5306	
0.291078	0.666998	1508	
-0.908615	-0.222211	6555	
0.255894	-0.081625	704	
-0.594207	-0.563378	7492	
-0.758871	-0.143142	842	
0.285078	0.288979	5802	
-0.676098	-0.236856	5320	
0.201418	0.769873	3025	
0.261426	-0.577860	9870	
-0.280457	0.689210	7956	
-0.695189	-0.271262	6685	
0.113379	-0.003119	4919	
0.416384	-0.277821	7446	
0.598841	-0.430657	5917	
-0.033069	-0.779132	3908	
0.188101	-0.007629	1703	
0.560523	0.719752	4421	
0.643303	0.688285	10743	
-0.902192	0.216531	9369	
-0.092870	-0.663470	10085	
-0.199603	-0.724885	8329	
0.169583	0.333539	10452	
-0.351678	0.492335	6053	
-0.253313	0.472409	5051	
-0.412602	-0.262980	3629	
-0.489804	-0.415231	3344	
-0.837377	0.266687	7550	
0.261076	0.293599	3982	
0.120768	0.122076	823	
0.284641	-0.543036	9613	
0.175541	-0.113379	3223	
0.698173	0.513648	6162	
-0.042821	-0.317678	10675	
0.497575	0.342677	3292	
0.935765	-0.079162	1568	
0.368965	-0.183408	2375	
0.865884	0.027027	4915	
-0.060879	-0.804157	6897	
0.451312	-0.536180	3899	
0.243440	-0.059805	918	
-0.299341	-0.754941	2663	
0.631003	-0.693900	792	
-0.599533	0.751462	4207	
0.489882	-0.107713	7598	
-0.146972	-0.618545	538	
0.004275	0.425742	5368	
-0.295584	-0.935809	1078	
0.474585	0.494293	2748	
0.140670	-0.234610	2881	
0.304982	0.626200	1590	
0.536592	0.356475	5122	
0.172907	-0.310999	9535	
0.777492	-0.179905	6470	
0.283075	-0.228502	2269	
0.928391	0.124156	2396	
-0.335799	0.531031	9135	
0.641604	-0.470635	6019	
-0.205797	-0.618430	8223	
-0.003648	0.144758	3626	
0.432650	0.720927	8783	
0.380086	0.763734	3158	
0.332238	-0.755130	1712	
-0.753960	-0.603426	1379	
0.350052	-0.224487	4922	
0.112518	0.174839	5434	
-0.459906	-0.692124	7323	
-0.223793	0.546931	6396	
-0.532007	-0.356702	4174	
-0.610811	-0.637800	5642	
-0.956291	0.156509	2661	
0.774422	0.277319	7235	
-0.433484	0.191269	1034	
-0.968143	0.067474	1501	
-0.517345	-0.213795	2948	
0.180050	-0.098378	683	
0.044154	-0.052055	2714	
-0.367132	0.505719	6477	
0.585926	0.115346	10680	
-0.744361	-0.023625	7794	
0.031837	0.376083	1222	
0.065974	-0.785289	7455	
0.745020	0.588132	1380	
0.311716	-0.069495	4141	
-0.687757	-0.549368	7413	
0.633594	0.260873	1459	
0.184396	-0.734322	2775	
-0.255724	-0.765292	10195	
-0.756688	-0.603265	6592	
0.414565	-0.476540	312	
0.227276	0.555799	7181	
0.724963	-0.467556	4974	
0.397450	0.502576	5632	
0.759296	0.322429	3670	
0.429425	-0.531677	1240	
0.682066	0.194657	5253	
0.703985	-0.226504	1376	
-0.346841	0.389110	9779	
0.157359	0.288297	4706	
0.803408	-0.502249	1208	
-0.120022	0.531703	6235	
0.139849	-0.808285	4496	
0.303923	-0.254979	803	
-0.849105	0.228507	7819	
-0.451175	0.556582	3570	
0.648132	0.292329	1720	
0.337264	0.177833	5764	
0.392025	0.013578	7054	
-0.546307	-0.799999	9468	
0.134052	-0.120257	1144	
0.364808	0.610823	4072	
0.350844	0.371970	5694	
0.124033	-0.558642	3005	
-0.961062	0.029441	10801	
-0.000688	-0.062632	2261	
0.645206	-0.497028	6019	
0.028203	-0.284155	6416	
0.621144	-0.538105	10630	
-0.887665	-0.037256	6146	
0.173675	-0.162782	2578	
-0.070989	0.444972	2273	
0.232981	-0.375010	6940	
-0.269254	0.786429	6381	
-0.001534	-0.793085	3529	
-0.423171	0.873992	5579	
-0.812869	0.344549	9406	
-0.883554	-0.267652	10476	
0.863101	-0.094418	6677	
-0.313880	-0.718314	2335	
0.371943	0.392275	9617	
-0.273116	-0.473935	2943	
-0.843467	-0.260828	8042	
0.760128	0.109937	801	
-0.426097	0.605202	5015	
-0.256293	0.841281	8883	
0.051367	-0.180703	7383	
0.521700	0.391815	4262	
0.642929	0.002881	2248	
0.110014	-0.033226	3027	
-0.582364	-0.567708	6318	
0.481066	0.186163	10109	
0.125259	-0.267612	5336	
0.040232	-0.740757	1554	
0.598020	-0.073807	6647	
-0.971552	0.120302	3857	
-0.366531	0.881420	10613	
0.620488	0.776109	568	
-0.440305	-0.678567	4015	
0.711160	-0.616850	2410	
-0.831631	0.273565	7550	
-0.555169	0.589865	654	
-0.496005	-0.026534	1967	
-0.690428	0.529748	8846	
-0.630118	-0.148273	2646	
-0.516158	0.717419	7069	
0.230021	0.554971	7181	
-0.797678	0.264063	5161	
0.565569	-0.194333	9884	
0.432850	0.688572	4016	
0.253683	-0.224071	7129	
-0.981768	-0.013687	8729	
-0.681113	-0.223947	5320	
0.587857	-0.619163	4668	
-0.338491	0.400099	10641	
-0.621522	-0.378540	3237	
0.313555	-0.794916	1124	
-0.710433	0.296456	10823	
-0.685339	0.295142	10794	
0.201300	0.668925	1114	
0.690323	-0.698707	4206	
0.138156	-0.252011	2846	
-0.030372	-0.517324	5618	
0.385941	-0.094227	7269	
-0.101036	-0.933358	9134	
-0.862998	-0.314587	7807	
-0.181826	0.411638	7459	
0.399590	0.182138	1183	
-0.463303	0.188666	1176	
0.602084	0.530449	7523	
0.792113	-0.197969	5211	
-0.558718	-0.180902	5313	
-0.782434	-0.225315	1948	
0.380493	-0.388868	10016	
0.707719	0.092608	4984	
0.820153	0.057202	2164	
0.565800	-0.416054	2815	
0.595565	-0.046044	9308	
-0.533091	0.703074	6059	
-0.941948	0.173465	2661	
-0.062768	-0.511243	9873	
0.228405	0.029682	10464	
-0.233672	0.797057	9107	
-0.786492	-0.158446	1956	
-0.740905	-0.394606	1116	
-0.072969	-0.554393	977	
0.194886	-0.188032	8595	
0.698026	0.226753	7901	
0.634903	0.328883	3290	
-0.162384	0.673499	3248	
-0.712674	-0.239994	8495	
-0.178476	0.607893	4019	
-0.509415	-0.696197	8888	
-0.901142	-0.173958	8828	
0.934331	0.060443	9114	
0.323157	-0.018078	4964	
0.263078	-0.712071	7966	
0.385615	-0.118440	471	
-0.811563	-0.538593	5181	
0.522349	-0.251031	5468	
-0.912116	-0.149707	8770	
-0.771483	-0.248036	1838	
0.397484	0.747951	6883	
0.401850	-0.014843	4044	
0.582493	0.135440	9242	
0.194266	-0.199747	9670	
-0.299952	-0.315140	6321	
0.956134	0.042056	9934	
0.736901	-0.216462	1401	
0.319948	0.582454	8507	
0.149785	-0.604366	7354	
0.168863	-0.176703	5268	
0.063438	-0.415502	8208	
0.683753	-0.004634	2720	
0.141882	-0.102262	830	
-0.476291	-0.646657	2504	
-0.534969	-0.552307	1020	
-0.559054	0.448459	3749	
-0.578145	0.331990	523	
0.878938	0.326940	1224	
-0.677143	-0.395067	6835	
-0.460766	0.732599	5886	
0.381367	0.039487	6766	
-0.856576	0.431104	10293	
-0.548317	0.264588	1289	
0.654279	-0.095248	1428	
-0.056371	-0.750697	1954	
-0.843730	-0.015439	4097	
-0.358468	-0.901488	4150	
0.705390	-0.683740	6010	
-0.228334	-0.807153	3785	
-0.067424	-0.456447	3890	
-0.157668	-0.560826	610	
0.130863	-0.659285	10522	
-0.770196	0.009329	914	
0.360056	0.143089	4417	
0.185865	-0.214877	7027	
0.224829	0.374161	4450	
-0.219871	-0.613186	490	
-0.774760	-0.210497	3522	
0.107160	-0.792254	589	
0.627953	0.209759	1894	
0.143954	-0.963359	3838	
-0.175502	0.419217	10259	
-0.040546	0.924088	9538	
-0.272041	-0.441262	3395	
0.903671	-0.108635	8908	
0.400067	-0.540962	1651	
-0.059146	0.442712	2749	
0.559087	0.452184	1708	
-0.333388	-0.390525	6865	
-0.510201	-0.049563	4914	
0.404401	-0.439859	3494	
-0.564501	0.777736	1479	
-0.694288	-0.344114	8659	
0.100086	-0.884673	4591	
0.038064	0.765563	3011	
-0.489564	-0.531278	7045	
0.104451	-0.941541	1324	
0.154974	0.002173	5470	
0.348881	0.159529	4257	
-0.796091	0.075181	4013	
-0.522546	-0.122090	9910	
0.528585	0.254518	4132	
0.048344	0.100300	2040	
-0.191385	0.756158	3361	
0.064263	0.881965	8014	
0.304404	-0.884686	839	
0.496914	-0.686625	4557	
-0.271167	0.521946	8935	
-0.733301	0.343038	6524	
-0.175407	0.905113	6716	
0.158294	-0.175552	2584	
0.399410	-0.516282	8642	
-0.290721	-0.659849	1507	
-0.219166	0.739726	2685	
-0.464199	-0.458984	1447	
0.211722	0.212910	3631	
0.258422	-0.625049	10339	
0.080516	-0.854162	1756	
-0.817523	-0.517711	6421	
0.404905	0.828758	7939	
-0.586077	-0.391553	2675	
0.648263	0.216088	3217	
0.275572	-0.841967	3598	
-0.040212	-0.476202	3497	
0.308486	-0.236600	565	
-0.905498	0.155681	7206	
-0.643183	-0.334660	3136	
-0.552381	-0.162064	4431	
0.379693	-0.390367	10016	
-0.080977	-0.434999	5729	
0.949333	0.130223	2668	
0.853779	-0.021755	4384	
-0.575647	0.204533	2221	
-0.645890	0.731759	8651	
-0.670572	-0.506576	5611	
-0.774831	-0.228215	1948	
0.444764	0.438921	10362	
0.359597	-0.344899	6885	
-0.019250	-0.729891	9418	
-0.633967	-0.224081	2517	
-0.472391	0.133549	6137	
0.477402	-0.012304	6389	
0.156186	0.705168	7676	
-0.627829	-0.518950	8159	
0.596539	0.183134	10180	
0.099149	0.454239	10833	
-0.864756	-0.208349	6549	
-0.547063	0.500736	6001	
0.100984	-0.025244	9607	
0.019574	0.810887	6925	
0.837846	0.204265	5270	
0.605198	0.639853	7059	
0.092235	0.016825	1849	
0.685998	0.393277	6836	
-0.372482	-0.618770	2492	
0.873870	-0.456932	4104	
0.297135	-0.517855	10126	
0.459703	-0.603507	6012	
0.314207	0.285015	5425	
0.716345	0.125747	7804	
-0.789719	-0.299264	3348	
0.093703	0.001009	1193	
0.133643	-0.329158	4673	
-0.481469	-0.124869	1291	
0.617505	0.080639	748	
0.754767	0.329315	3670	
-0.143276	0.537862	3618	
0.735116	-0.432216	3954	
-0.472400	-0.370026	10202	
-0.468152	-0.126366	9360	
0.217500	0.023907	7792	
-0.628922	0.054045	8686	
0.332191	0.725387	2336	
0.483018	-0.021460	6758	
-0.163987	-0.822232	9372	
0.045468	-0.191162	7705	
-0.420348	0.715620	5920	
0.041270	-0.720636	1692	
0.257877	-0.261833	5998	
-0.478333	-0.132229	1291	
-0.725959	-0.182243	3318	
0.124877	0.134955	1816	
-0.745940	-0.015961	308	
-0.465489	-0.349817	742	
-0.440331	-0.647609	2084	
-0.605161	0.475933	6150	
-0.909744	0.301809	9937	
0.866351	0.272259	8041	
-0.657897	0.293783	6244	
-0.725095	-0.181905	3318	
0.905685	0.005231	7245	
0.319957	-0.284570	975	
-0.284198	0.872985	4618	
-0.029419	-0.557895	2535	
-0.781430	-0.587032	6332	
0.355050	-0.284978	1994	
0.792277	-0.415141	6656	
-0.431473	-0.877888	616	
-0.493398	-0.562447	8854	
-0.804583	0.232643	5113	
-0.082337	0.618134	4283	
0.515172	0.059085	5133	
0.512808	0.702126	8887	
0.915498	0.202884	1514	
-0.852080	-0.494195	3883	
0.000408	-0.851803	10135	
0.503224	-0.149101	6600	
0.790819	-0.035325	2837	
0.577072	-0.020875	6143	
0.758779	-0.217534	2227	
0.432303	-0.500561	2924	
0.456654	0.611066	10427	
-0.299563	-0.732227	1841	
0.393068	0.564778	7773	
0.166810	0.071270	7131	
0.657880	-0.562645	10669	
0.523638	-0.776490	1320	
-0.467157	0.621100	6166	
0.945041	-0.286956	7714	
0.365900	0.887191	7741	
0.267373	-0.898009	1792	
0.608298	-0.610764	5376	
0.227885	-0.421914	1422	
-0.499346	0.086515	10756	
-0.808928	0.424290	9291	
0.387210	-0.054876	1405	
0.308258	0.720268	3304	
0.459226	-0.090309	5695	
-0.735576	0.492056	7072	
-0.744527	-0.330690	3669	
0.516022	-0.344181	7232	
-0.860189	-0.346882	7850	
-0.539754	-0.019673	9849	
0.042570	-0.537155	1354	
-0.631489	0.014554	1161	
0.425649	0.441554	8043	
