time = 6.4	Re = 1
0.153504	0.128831	0
0.171582	0.104835	1
0.190396	0.079213	2
0.206007	0.042549	3
0.216287	-0.001051	4
0.216736	-0.031235	5
0.217062	-0.061802	6
0.211770	-0.093432	7
0.206321	-0.126646	8
0.202401	-0.177677	9
0.208450	-0.220364	10
0.254248	-0.230854	11
0.282519	-0.208714	12
0.312730	-0.176952	13
0.337989	-0.129164	14
0.347138	-0.100927	15
0.356546	-0.071991	16
0.359852	-0.040066	17
0.362118	-0.004927	18
0.358916	0.029633	19
0.352856	0.066688	20
0.340367	0.103949	21
0.323537	0.141967	22
0.300231	0.181333	23
0.272142	0.221034	24
0.237387	0.263186	25
0.218493	0.286597	26
0.199585	0.310009	27
0.178463	0.340600	28
0.158983	0.372403	29
0.138661	0.416688	30
0.120174	0.468028	31
0.107980	0.509874	32
0.095934	0.555715	33
0.087849	0.587986	34
0.079509	0.621108	35
0.064203	0.667215	36
0.043656	0.694483	37
0.048850	0.696367	38
0.048867	0.696409	39
0.048871	0.696417	40
0.023947	0.699956	41
-0.014278	0.701434	42
-0.039439	0.694671	43
-0.075852	0.680311	44
-0.038243	0.704569	45
-0.038359	0.684649	46
-0.074913	0.658736	47
-0.124834	0.630293	48
-0.106223	0.634188	49
-0.151954	0.612142	50
-0.194407	0.593330	51
-0.154237	0.609995	52
-0.173307	0.597951	53
-0.223706	0.576658	54
-0.269446	0.556309	55
-0.251421	0.561078	56
-0.279374	0.548410	57
-0.307263	0.535677	58
-0.356396	0.509981	59
-0.404730	0.476459	60
-0.438920	0.450044	61
-0.470878	0.422221	62
-0.482413	0.408846	63
-0.504648	0.385452	64
-0.526873	0.361374	65
-0.563129	0.313645	66
-0.561061	0.312922	67
-0.577273	0.286720	68
-0.593543	0.260202	69
-0.619518	0.207394	70
-0.626827	0.185414	71
-0.640481	0.145534	72
-0.652663	0.103462	73
-0.660345	0.059971	74
-0.665806	0.014570	75
-0.667782	-0.031685	76
-0.667035	-0.079843	77
-0.663332	-0.113064	78
-0.658787	-0.148400	79
-0.649864	-0.193366	80
-0.637848	-0.240614	81
-0.619722	-0.289432	82
-0.603211	-0.327608	83
-0.583732	-0.368171	84
-0.559528	-0.408031	85
-0.536212	-0.443158	86
-0.509296	-0.480575	87
-0.471703	-0.523916	88
-0.450683	-0.545321	89
-0.429663	-0.566726	90
-0.407332	-0.586834	91
-0.384978	-0.606971	92
-0.360210	-0.627152	93
-0.334414	-0.648330	94
-0.289544	-0.680946	95
-0.263082	-0.699122	96
-0.235888	-0.717640	97
-0.205370	-0.736377	98
-0.172572	-0.755509	99
-0.132570	-0.775198	100
-0.086311	-0.793012	101
-0.048017	-0.801708	102
-0.009677	-0.806875	103
0.034680	-0.807091	104
0.076397	-0.803093	105
0.119532	-0.793944	106
0.158607	-0.783156	107
0.197660	-0.770119	108
0.234687	-0.757343	109
0.260350	-0.746557	110
0.286263	-0.737146	111
0.313070	-0.725591	112
0.340087	-0.714881	113
0.368951	-0.701444	114
0.398051	-0.688097	115
0.428083	-0.672558	116
0.458559	-0.656583	117
0.480188	-0.642671	118
0.504098	-0.628625	119
0.526985	-0.612583	120
0.551613	-0.595946	121
0.571612	-0.579396	122
0.594251	-0.561913	123
0.615304	-0.542730	124
0.638471	-0.522217	125
0.655027	-0.504047	126
0.675190	-0.483777	127
0.692334	-0.463070	128
0.712458	-0.440075	129
0.727130	-0.419316	130
0.745063	-0.395518	131
0.759740	-0.372143	132
0.777309	-0.345438	133
0.801785	-0.300244	134
0.825403	-0.250710	135
0.844889	-0.201061	136
0.862970	-0.146778	137
0.875610	-0.097088	138
0.886423	-0.043749	139
0.893410	0.008874	140
0.898010	0.064992	141
0.898601	0.114242	142
0.896973	0.166666	143
0.892050	0.217581	144
0.884389	0.271130	145
0.874390	0.318575	146
0.861829	0.368189	147
0.846415	0.416212	148
0.827980	0.466052	149
0.808999	0.508779	150
0.787319	0.553170	151
0.763591	0.595303	152
0.736594	0.639092	153
0.710747	0.675776	154
0.682451	0.713271	155
0.653162	0.748049	156
0.621387	0.783321	157
