time = 2	Re = 1
0.144436	0.139780	0
0.185359	0.117173	1
0.221179	0.093807	2
0.264997	0.085971	3
0.296728	0.110520	4
0.316562	0.162049	5
0.319834	0.196918	6
0.321258	0.232963	7
0.316280	0.275007	8
0.308515	0.318699	9
0.294735	0.366594	10
0.277178	0.417697	11
0.265223	0.445636	12
0.253243	0.473629	13
0.238607	0.504368	14
0.223385	0.536012	15
0.203587	0.571123	16
0.181939	0.608652	17
0.153163	0.651787	18
0.133674	0.676110	19
0.113530	0.700517	20
0.081139	0.726141	21
0.042220	0.745252	22
-0.002322	0.752398	23
-0.043900	0.753472	24
-0.080939	0.744702	25
-0.114954	0.735899	26
-0.140685	0.725265	27
-0.169584	0.718280	28
-0.217514	0.702877	29
-0.263452	0.691031	30
-0.306110	0.679328	31
-0.349878	0.668951	32
-0.387932	0.657671	33
-0.429266	0.646446	34
-0.464538	0.634432	35
-0.504112	0.621452	36
-0.538434	0.608074	37
-0.572692	0.593393	38
-0.605093	0.578324	39
-0.637401	0.562369	40
-0.667098	0.545968	41
-0.696767	0.529030	42
-0.724719	0.511527	43
-0.752636	0.493666	44
-0.778342	0.475523	45
-0.804021	0.457217	46
-0.828060	0.438752	47
-0.852089	0.420249	48
-0.896337	0.383976	49
-0.936903	0.349308	50
