time = 7.8	Re = 1
0.155705	0.124942	0
0.172821	0.100651	1
0.196382	0.062092	2
0.209149	0.015825	3
0.212378	-0.039997	4
0.206762	-0.073773	5
0.198456	-0.109856	6
0.185943	-0.143562	7
0.174119	-0.180094	8
0.168218	-0.239218	9
0.179389	-0.291841	10
0.229582	-0.311364	11
0.257240	-0.291593	12
0.288096	-0.262087	13
0.314420	-0.219619	14
0.324943	-0.195029	15
0.337587	-0.168490	16
0.344298	-0.140759	17
0.351843	-0.108586	18
0.354446	-0.077106	19
0.355579	-0.041644	20
0.350958	-0.005460	21
0.342527	0.033610	22
0.327394	0.076664	23
0.305298	0.122960	24
0.288832	0.149021	25
0.271567	0.175120	26
0.249822	0.204114	27
0.226148	0.232398	28
0.197297	0.267412	29
0.170009	0.302753	30
0.142035	0.351892	31
0.130063	0.381685	32
0.118729	0.412011	33
0.104237	0.465533	34
0.097550	0.495372	35
0.090904	0.525341	36
0.082367	0.570442	37
0.073577	0.620475	38
0.060411	0.661025	39
0.044329	0.695958	40
0.048860	0.696392	41
0.048872	0.696419	42
0.048872	0.696420	43
0.048876	0.696428	44
0.009125	0.698372	45
-0.010999	0.698204	46
-0.024272	0.697531	47
-0.050003	0.681501	48
-0.078978	0.665565	49
-0.077117	0.651237	50
-0.110990	0.631931	51
-0.140989	0.615335	52
-0.115628	0.634703	53
-0.071983	0.660352	54
-0.026212	0.680278	55
-0.003107	0.687247	56
0.002321	0.694102	57
-0.028569	0.696333	58
-0.069038	0.686146	59
-0.033831	0.695405	60
-0.005443	0.698977	61
0.050250	0.682748	62
0.054808	0.692128	63
0.059839	0.679637	64
0.043785	0.666862	65
0.027672	0.649960	66
0.023551	0.649678	67
0.021903	0.657072	68
0.020808	0.664579	69
-0.023525	0.667819	70
-0.055857	0.659992	71
-0.093030	0.632342	72
-0.131519	0.612248	73
-0.168782	0.594727	74
-0.199026	0.581289	75
-0.228910	0.567818	76
-0.178497	0.587790	77
-0.231852	0.564424	78
-0.280262	0.541758	79
-0.320710	0.521066	80
-0.358618	0.499453	81
-0.322038	0.520013	82
-0.283398	0.539687	83
-0.315258	0.521542	84
-0.359349	0.496357	85
-0.399568	0.469984	86
-0.431328	0.445555	87
-0.461778	0.419782	88
-0.434369	0.440910	89
-0.469945	0.409412	90
-0.502565	0.376315	91
-0.527401	0.346272	92
