time = 0.177	Re = 1	rotation = -0.246327
-0.825974	0.378158	8522	
-0.824970	0.380487	8522	
-0.822089	0.386881	8522	
-0.817616	0.396449	7976	
-0.811856	0.408249	9330	
-0.804762	0.422093	9330	
-0.796446	0.437352	6686	
-0.786921	0.454332	5964	
-0.776199	0.472282	6672	
-0.764445	0.491044	6464	
-0.751574	0.510590	7670	
-0.737572	0.530476	2188	
-0.722486	0.550751	7244	
-0.706718	0.570491	982	
-0.690167	0.590293	950	
-0.672818	0.609908	4874	
-0.654686	0.629199	1221	
-0.636130	0.647889	4970	
