Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 9.0100	Mesh (Number of cells): 285
0.6733308185 	 0.0866042123 	 -0.7481159098 	 -0.7481002736 	 45
-0.4466244514 	 0.8172428058 	 0.4577319725 	 0.4577317780 	 46
0.1617136133 	 0.3378673188 	 -0.1527733475 	 -0.1527598378 	 47
0.7386343365 	 0.1725377224 	 -0.7677899115 	 -0.7677771964 	 48
-0.7443908105 	 -0.0282569433 	 0.7334414969 	 0.7334263223 	 49
-0.9284516959 	 0.0889434447 	 0.9818189804 	 0.9818186205 	 50
0.1984610418 	 0.4208506134 	 -0.2363533006 	 -0.2363379679 	 51
-0.0485143830 	 -0.3751172167 	 0.0654909671 	 0.0654849119 	 52
-0.1425416604 	 -0.4060351710 	 0.0907011669 	 0.0906936275 	 53
0.0237260437 	 -0.7240961440 	 -0.0529934482 	 -0.0529923864 	 54
-0.1695762737 	 0.6844626159 	 0.1968868250 	 0.1968846541 	 55
-0.3256776145 	 0.7923198282 	 0.3656846940 	 0.3656828338 	 56
-0.3790508727 	 0.2220733025 	 0.3250526614 	 0.3250251533 	 57
0.1270069969 	 -0.7653486596 	 -0.1204760970 	 -0.1204736819 	 58
0.3054078776 	 -0.2766003991 	 -0.2777214215 	 -0.2777006818 	 59
0.1903364583 	 -0.6837473737 	 -0.1861965987 	 -0.1861920844 	 60
0.5543059964 	 -0.4236043010 	 -0.5493375083 	 -0.5493230500 	 61
-0.6275516806 	 0.3467058909 	 0.7252638687 	 0.7252550042 	 62
-0.1717926173 	 -0.7081940143 	 0.1865490901 	 0.1865458859 	 63
-0.2896516546 	 -0.3438731552 	 0.2362987192 	 0.2362801492 	 64
0.3150092762 	 -0.1904636209 	 -0.2863297146 	 -0.2863060385 	 65
-0.6343248468 	 0.4449867658 	 0.6838463039 	 0.6838367259 	 66
0.3656166191 	 -0.6600067002 	 -0.3663657001 	 -0.3663594467 	 67
-0.6566965414 	 0.0409846362 	 0.6834068331 	 0.6833885198 	 68
-0.7010752729 	 -0.1347099882 	 0.7697620724 	 0.7697478467 	 69
0.3230868562 	 -0.5681532695 	 -0.3706895157 	 -0.3706799943 	 70
0.4057296189 	 0.5732826559 	 -0.4767637979 	 -0.4767544389 	 71
0.4886020323 	 -0.5151330545 	 -0.4977144892 	 -0.4977019314 	 72
-0.4149360543 	 0.1272600204 	 0.3480481648 	 0.3480179931 	 73
0.0563704306 	 -0.5333278272 	 -0.0626762066 	 -0.0626741681 	 74
-0.4393023496 	 -0.8283433991 	 0.4748648627 	 0.4748648793 	 75
0.6751002510 	 0.2512447842 	 -0.7450383176 	 -0.7450230765 	 76
-0.1251730936 	 -0.7937370755 	 0.0950791361 	 0.0950766797 	 77
