Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 9.0100	Mesh (Number of cells): 285
0.6733308185 	 0.0866042123 	 -0.7542786637 	 0.6788775152 	 45
-0.4466244514 	 0.8172428058 	 -0.9544831124 	 0.9313212143 	 46
0.1617136133 	 0.3378673188 	 -0.3538657614 	 0.3745739150 	 47
0.7386343365 	 0.1725377224 	 -0.7884586972 	 0.7585182587 	 48
-0.7443908105 	 -0.0282569433 	 -0.7339697323 	 0.7449269317 	 49
-0.9284516959 	 0.0889434447 	 -0.9863138562 	 0.9327022505 	 50
0.1984610418 	 0.4208506134 	 -0.5541373009 	 0.4652977798 	 51
-0.0485143830 	 -0.3751172167 	 -0.5105990189 	 0.3782414198 	 52
-0.1425416604 	 -0.4060351710 	 -0.2738238354 	 0.4303285780 	 53
0.0237260437 	 -0.7240961440 	 -1.6181772840 	 0.7244847486 	 54
-0.1695762737 	 0.6844626159 	 -0.8187227551 	 0.7051561424 	 55
-0.3256776145 	 0.7923198282 	 -0.9618748388 	 0.8566426435 	 56
-0.3790508727 	 0.2220733025 	 -0.3767302637 	 0.4393132319 	 57
0.1270069969 	 -0.7653486596 	 -0.7359216359 	 0.7758152796 	 58
0.3054078776 	 -0.2766003991 	 -0.3746921984 	 0.4120458136 	 59
0.1903364583 	 -0.6837473737 	 -0.6943082172 	 0.7097453335 	 60
0.5543059964 	 -0.4236043010 	 -0.6913826066 	 0.6976358229 	 61
-0.6275516806 	 0.3467058909 	 -0.8285889270 	 0.7169561260 	 62
-0.1717926173 	 -0.7081940143 	 -0.7913287502 	 0.7287327804 	 63
-0.2896516546 	 -0.3438731552 	 -0.3667911253 	 0.4496074153 	 64
0.3150092762 	 -0.1904636209 	 -0.3345987541 	 0.3681130736 	 65
-0.6343248468 	 0.4449867658 	 -0.8353343392 	 0.7748427150 	 66
0.3656166191 	 -0.6600067002 	 -0.7560551988 	 0.7545093482 	 67
-0.6566965414 	 0.0409846362 	 -0.6847364905 	 0.6579742304 	 68
-0.7010752729 	 -0.1347099882 	 -0.7838433669 	 0.7139000765 	 69
0.3230868562 	 -0.5681532695 	 -0.7498909674 	 0.6535925752 	 70
0.4057296189 	 0.5732826559 	 -0.8252940253 	 0.7023314939 	 71
0.4886020323 	 -0.5151330545 	 -0.7232372450 	 0.7099957815 	 72
-0.4149360543 	 0.1272600204 	 -0.3640496637 	 0.4340127209 	 73
0.0563704306 	 -0.5333278272 	 -0.5962906792 	 0.5362986077 	 74
-0.4393023496 	 -0.8283433991 	 -1.0135271033 	 0.9376243070 	 75
0.6751002510 	 0.2512447842 	 -0.7949605934 	 0.7203362343 	 76
-0.1251730936 	 -0.7937370755 	 -0.6103588014 	 0.8035464196 	 77
-0.0327958902 	 -0.8075527617 	 0.0405496982 	 0.8082184317 	 78
-0.8561470039 	 -0.0119775994 	 -0.9884623207 	 0.8562307839 	 79
0.3751788914 	 -0.3427167305 	 -0.5232239286 	 0.5081475750 	 80
0.4987278192 	 0.5099629137 	 -0.7325798497 	 0.7132962996 	 81
-0.8408244181 	 0.1719693277 	 -0.9599947012 	 0.8582302440 	 82
0.3033657359 	 0.4251590903 	 -0.5085632845 	 0.5222939994 	 83
-0.1177494805 	 0.7814560007 	 -1.0754989750 	 0.7902774331 	 84
-0.4853705072 	 -0.7241874763 	 -0.9884270701 	 0.8717981591 	 85
-0.2001130522 	 -0.3241326313 	 -0.2758350144 	 0.3809293850 	 86
-0.2873045509 	 0.2273428211 	 -0.2696932936 	 0.3663723015 	 87
0.0319447527 	 -0.4290118797 	 -0.1748842588 	 0.4301995585 	 88
-0.6719494606 	 0.2129822532 	 -0.7714972141 	 0.7048953949 	 89
0.6591609127 	 -0.2385668516 	 -0.7308049709 	 0.7010044590 	 90
-0.5028201186 	 0.7117421767 	 -0.8329013530 	 0.8714384647 	 91
0.3885919003 	 -0.1360319638 	 -0.3626422372 	 0.4117139300 	 92
-0.7329603850 	 0.1317768400 	 -0.7640817471 	 0.7447120662 	 93
-0.1753519222 	 0.3085717623 	 -0.3113631050 	 0.3549152421 	 94
0.7210702381 	 -0.0033490994 	 -0.7428020154 	 0.7210780157 	 95
0.4822614212 	 -0.3335872844 	 -0.6255567736 	 0.5863928331 	 96
-0.2645870735 	 0.3150348961 	 -0.2954008352 	 0.4114040657 	 97
-0.4741971058 	 -0.3463174157 	 -0.6379681968 	 0.5871955787 	 98
0.1546465601 	 -0.5849799420 	 -0.5925309233 	 0.6050761035 	 99
-0.4767030685 	 -0.5329465914 	 -0.7613382566 	 0.7150369815 	 100
0.4274067533 	 0.1991757957 	 -0.5331458992 	 0.4715374114 	 101
0.2370786915 	 -0.5288788587 	 -0.5156621473 	 0.5795853286 	 102
-0.2750577698 	 -0.7157808619 	 -0.7982760028 	 0.7668109409 	 103
0.2140392610 	 0.2696173649 	 -0.1749848052 	 0.3442474818 	 104
-0.2814953628 	 0.6847786292 	 -0.6452089066 	 0.7403792341 	 105
0.5201429139 	 0.1865648614 	 -0.6012406306 	 0.5525894483 	 106
0.0510331887 	 0.6157637138 	 -0.7138275647 	 0.6178748560 	 107
-0.3183109385 	 0.5850989690 	 -0.5971189618 	 0.6660800681 	 108
0.1349419563 	 0.5631868833 	 -0.6503593858 	 0.5791276173 	 109
0.3830911926 	 0.3565488221 	 -0.5165701832 	 0.5233411166 	 110
-0.4266096970 	 -0.4387387449 	 -0.6250599876 	 0.6119538543 	 111
0.1767022924 	 0.8608828813 	 -1.0001205792 	 0.8788304930 	 112
-0.3250553904 	 -0.4331398181 	 -0.5500558397 	 0.5415451125 	 113
0.5469391123 	 -0.2403414826 	 -0.5985007338 	 0.5974164551 	 114
-0.7242453250 	 0.5982835956 	 -0.9890891094 	 0.9394011665 	 115
0.7198338027 	 -0.5999339887 	 -0.9877335141 	 0.9370600270 	 116
0.9318082683 	 0.0879206904 	 -0.9921484787 	 0.9359469518 	 117
-0.9329206336 	 -0.0992457439 	 -0.9952037368 	 0.9381847506 	 118
0.0919983490 	 0.9340749155 	 -1.0514701220 	 0.9385945045 	 119
-0.0917859618 	 -0.9430866271 	 -1.0652027648 	 0.9475426370 	 120
-0.5985188810 	 -0.7225005791 	 -0.9963727969 	 0.9382067670 	 121
0.5954380487 	 0.7255433647 	 -1.0042138466 	 0.9385945045 	 122
-0.2724596033 	 0.8981789397 	 -0.9720166340 	 0.9385945041 	 123
0.2661080289 	 -0.9008650452 	 -1.0008512847 	 0.9393462156 	 124
-0.3221124250 	 -0.6201622970 	 -0.7974882140 	 0.6988259361 	 125
-0.8981789409 	 0.2724595993 	 -0.9931332617 	 0.9385945041 	 126
0.8981755554 	 -0.2699515955 	 -0.9888769655 	 0.9378662976 	 127
-0.8277664507 	 -0.4424503893 	 -0.9963318070 	 0.9385945045 	 128
0.8260512618 	 0.4559479820 	 -1.0051691686 	 0.9435302059 	 129
-0.2784452374 	 -0.5246666845 	 -0.5519895939 	 0.5939754877 	 130
-0.4293141338 	 -0.6308149674 	 -0.7617315927 	 0.7630453123 	 131
-0.6054849524 	 -0.1832683020 	 -0.7228468988 	 0.6326130714 	 132
0.7113671618 	 -0.1466265126 	 -0.7178029799 	 0.7263212602 	 133
-0.0335848982 	 -0.2857801852 	 0.2174147813 	 0.2877468673 	 134
0.0492542555 	 -0.2873151078 	 0.1341876839 	 0.2915063514 	 135
0.4805440762 	 0.4007424170 	 -0.6457818285 	 0.6257132682 	 136
-0.1718607781 	 -0.5116460141 	 -0.5773223594 	 0.5397386134 	 137
0.0624204619 	 0.7190696336 	 -0.9762633077 	 0.7217738234 	 138
0.7146584948 	 0.3348550317 	 -0.8067655336 	 0.7892177497 	 139
0.4898872439 	 -0.1466447335 	 -0.5692281879 	 0.5113650258 	 140
-0.5135584257 	 0.1171294155 	 -0.5318844028 	 0.5267461975 	 141
-0.4470886963 	 0.2992850321 	 -0.5440843061 	 0.5380147143 	 142
0.2808895238 	 0.8969290386 	 -0.9909701463 	 0.9398833039 	 143
0.3098535557 	 0.5274934780 	 -0.6305418988 	 0.6117667818 	 144
0.2856222761 	 -0.7293278589 	 -0.8709601481 	 0.7832619041 	 145
0.2311830809 	 0.5879990414 	 -0.6719794735 	 0.6318136510 	 146
-0.3379424031 	 -0.2736781983 	 -0.3663128231 	 0.4348618447 	 147
-0.5555378970 	 0.0285575852 	 -0.5233176023 	 0.5562714182 	 148
0.5571823019 	 -0.0683872326 	 -0.5711976639 	 0.5613634572 	 149
-0.0818153039 	 0.2126206636 	 -0.0036297742 	 0.2278185474 	 150
0.0876208762 	 -0.2115355070 	 -0.0017736895 	 0.2289643830 	 151
0.2144539252 	 -0.0826832608 	 -0.0029051375 	 0.2298412662 	 152
-0.2132148385 	 0.0912350460 	 -0.0023792243 	 0.2319146416 	 153
0.2117600645 	 0.0861391596 	 -0.0020137579 	 0.2286094480 	 154
-0.2115355068 	 -0.0876208767 	 -0.0029627060 	 0.2289643830 	 155
0.0893906078 	 0.2097876602 	 -0.0007626668 	 0.2280384686 	 156
-0.0847731589 	 -0.2137170116 	 0.0014577429 	 0.2299161794 	 157
-0.4062943766 	 0.3976106523 	 -0.5773475049 	 0.5684798600 	 158
0.7175532949 	 -0.3287149827 	 -0.7989388156 	 0.7892631189 	 159
0.1630319010 	 0.7547721261 	 -0.8125656643 	 0.7721789709 	 160
-0.3267311996 	 -0.8100186724 	 -1.0166240945 	 0.8734320388 	 161
0.5048234375 	 0.0158714483 	 -0.5427226215 	 0.5050728719 	 162
-0.5617623223 	 -0.3368797281 	 -0.7345571641 	 0.6550304253 	 163
-0.3020905810 	 0.4077440487 	 -0.5003096928 	 0.5074583021 	 164
0.3345744599 	 -0.4288721804 	 -0.6104268682 	 0.5439406368 	 165
-0.2607059576 	 0.4996446357 	 -0.5434675283 	 0.5635710766 	 166
0.1779569629 	 -0.3698672079 	 -0.3422046251 	 0.4104514979 	 167
-0.5806648843 	 -0.5392198496 	 -0.8490867501 	 0.7924201878 	 168
0.2426737796 	 0.6883956110 	 -0.7693466731 	 0.7299171737 	 169
0.3883773889 	 -0.5011626472 	 -0.6682802362 	 0.6340354841 	 170
-0.5703424406 	 0.1966062051 	 -0.6500757747 	 0.6032781277 	 171
-0.6443292218 	 -0.4621660789 	 -0.8198888254 	 0.7929423880 	 172
-0.1162450513 	 0.6000808313 	 -0.6032602402 	 0.6112363831 	 173
0.2460576651 	 -0.4357083310 	 -0.6248649003 	 0.5003859752 	 174
-0.8269541026 	 0.4453572825 	 -0.9931741587 	 0.9392529994 	 175
-0.0148389863 	 0.7899261176 	 -1.4064662352 	 0.7900654826 	 176
0.0247640023 	 0.3819702228 	 -0.5922382825 	 0.3827721345 	 177
0.6640339896 	 -0.4176576628 	 -0.7910565644 	 0.7844610014 	 178
0.5336993917 	 -0.6083389309 	 -0.8650354912 	 0.8092658991 	 179
-0.7277114768 	 0.4902713810 	 -0.9845659176 	 0.8774565633 	 180
-0.6218990347 	 -0.3780452648 	 -0.7514183716 	 0.7277888647 	 181
-0.5488811788 	 0.2923832873 	 -0.6420275731 	 0.6218991358 	 182
-0.8086155596 	 0.3373087606 	 -0.9582951899 	 0.8761485737 	 183
0.4166713756 	 0.6802156254 	 -0.7915543184 	 0.7976893709 	 184
-0.4149388603 	 0.5551483571 	 -0.6342374978 	 0.6930829360 	 185
0.0874737523 	 -0.3573963432 	 -0.2070600985 	 0.3679453811 	 186
0.7399347412 	 -0.4905764443 	 -0.9315788249 	 0.8877886398 	 187
-0.0130537048 	 -0.6220553830 	 -1.9789860033 	 0.6221923326 	 188
-0.0034607234 	 0.8888313355 	 4.4693557916 	 0.8888380728 	 189
-0.0090524381 	 -0.8978191272 	 0.9526632631 	 0.8978647626 	 190
-0.6346071512 	 -0.6221867929 	 -0.9254034644 	 0.8887309164 	 191
0.8517452384 	 0.1756776827 	 -0.9664972529 	 0.8696738465 	 192
-0.1668191327 	 0.8742630368 	 -1.1388919470 	 0.8900362243 	 193
0.1630655032 	 -0.8652331648 	 -0.9492286658 	 0.8804650974 	 194
0.0383128834 	 0.4590197034 	 -0.2968409576 	 0.4606158542 	 195
0.3406688932 	 -0.8218596984 	 -0.9195128184 	 0.8896677238 	 196
0.5699919026 	 0.0935833019 	 -0.5949814247 	 0.5776232365 	 197
-0.7375933311 	 -0.4990556599 	 -0.9761737471 	 0.8905618866 	 198
0.8189057232 	 -0.3442551434 	 -0.9707205568 	 0.8883232448 	 199
0.8112073680 	 0.3533597504 	 -1.0091887998 	 0.8848279534 	 200
-0.5125322594 	 -0.1399219451 	 -0.5109542032 	 0.5312884975 	 201
0.6526307203 	 -0.0700854971 	 -0.6919132534 	 0.6563831457 	 202
-0.3643241805 	 0.0510547946 	 -0.3240664453 	 0.3678840857 	 203
0.4466751637 	 0.8340881971 	 -1.0055624073 	 0.9461616259 	 204
-0.6269166447 	 0.6308659810 	 -0.9534238410 	 0.8893910082 	 205
-0.5490518904 	 0.4881129531 	 -0.8098918829 	 0.7346510964 	 206
0.8330084282 	 -0.4452522778 	 -0.9889066650 	 0.9445383170 	 207
0.2973156568 	 0.1778556130 	 -0.2257849935 	 0.3464523327 	 208
-0.8739241832 	 -0.1868334686 	 -0.9597768350 	 0.8936723241 	 209
0.6429809744 	 0.6308271708 	 -0.9290369279 	 0.9007593756 	 210
0.3580763545 	 0.0694760081 	 -0.2941598396 	 0.3647541519 	 211
0.6231892995 	 -0.6454833921 	 -0.9619425605 	 0.8972255639 	 212
-0.0887693566 	 0.9404799593 	 -0.9933288662 	 0.9446600196 	 213
0.0842525359 	 -0.9368232291 	 -0.9920448308 	 0.9406041954 	 214
-0.7312825217 	 -0.5987727353 	 -0.9985620193 	 0.9451470336 	 215
0.4443660735 	 -0.8322554377 	 -0.9870504895 	 0.9434565814 	 216
0.8953348929 	 -0.0134248050 	 -0.9321762396 	 0.8954355341 	 217
0.8950634447 	 0.2827306339 	 -0.9969694101 	 0.9386560506 	 218
-0.8303685316 	 -0.3371528415 	 -0.9379619828 	 0.8962052984 	 219
-0.4920637061 	 -0.0446648731 	 -0.4893485461 	 0.4940866744 	 220
-0.6048896877 	 0.7258601228 	 -0.9751792597 	 0.9448621340 	 221
0.7477142479 	 0.5119171167 	 -0.9831725081 	 0.9061653993 	 222
-0.1231788101 	 -0.6131315719 	 -0.6023887466 	 0.6253825579 	 223
0.8839630314 	 -0.1651530739 	 -0.9451407191 	 0.8992586829 	 224
-0.1622442700 	 -0.8796611949 	 -1.1879572577 	 0.8944981951 	 225
0.4911172667 	 0.7459454595 	 -0.9868688266 	 0.8931017849 	 226
-0.2633989539 	 -0.9013895641 	 -1.0450951497 	 0.9390858082 	 227
-0.4185331896 	 -0.2711589522 	 -0.4589313361 	 0.4986955064 	 228
0.3626419445 	 -0.0543325591 	 -0.3054199471 	 0.3666895238 	 229
0.2906380378 	 0.2539418633 	 -0.2631927667 	 0.3859493995 	 230
-0.7800452512 	 -0.1977569358 	 -0.8514389552 	 0.8047225606 	 231
0.4134693997 	 0.0073880126 	 -0.3262416539 	 0.4135354002 	 232
-0.4854731161 	 0.6158281537 	 -0.9314076085 	 0.7841737443 	 233
0.1231930574 	 0.4745182609 	 -0.4156058153 	 0.4902490279 	 234
0.5979531316 	 0.5445000969 	 -0.8193847641 	 0.8087201637 	 235
-0.7507078077 	 -0.2854686472 	 -0.8557445185 	 0.8031528877 	 236
-0.1667665273 	 0.5271054609 	 -0.5079237333 	 0.5528573428 	 237
0.2876741924 	 -0.0387315910 	 -0.1020695089 	 0.2902698350 	 238
0.2820403862 	 0.0399709074 	 -0.0834928591 	 0.2848586543 	 239
