Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 9.0100	Mesh (Number of cells): 285
0.6733308185 	 0.0866042123 	 0.0505269981 	 0.0505238850 	 45
-0.4466244514 	 0.8172428058 	 0.8741583250 	 0.8741576968 	 46
0.1617136133 	 0.3378673188 	 0.3041655536 	 0.3041425880 	 47
0.7386343365 	 0.1725377224 	 0.1653970472 	 0.1653938927 	 48
-0.7443908105 	 -0.0282569433 	 -0.0451203590 	 -0.0451211871 	 49
-0.9284516959 	 0.0889434447 	 0.1050125057 	 0.1050123771 	 50
0.1984610418 	 0.4208506134 	 0.3826544313 	 0.3826279566 	 51
-0.0485143830 	 -0.3751172167 	 -0.3508811957 	 -0.3508519645 	 52
-0.1425416604 	 -0.4060351710 	 -0.3357131001 	 -0.3356842904 	 53
0.0237260437 	 -0.7240961440 	 -0.7673768789 	 -0.7673645225 	 54
-0.1695762737 	 0.6844626159 	 0.7944386812 	 0.7944255972 	 55
-0.3256776145 	 0.7923198282 	 0.8795162153 	 0.8795145373 	 56
-0.3790508727 	 0.2220733025 	 0.1897317491 	 0.1897164494 	 57
0.1270069969 	 -0.7653486596 	 -0.7560912201 	 -0.7560776547 	 58
0.3054078776 	 -0.2766003991 	 -0.2131731485 	 -0.2131597232 	 59
0.1903364583 	 -0.6837473737 	 -0.7557504718 	 -0.7557363993 	 60
0.5543059964 	 -0.4236043010 	 -0.4602561321 	 -0.4602472829 	 61
-0.6275516806 	 0.3467058909 	 0.4009979817 	 0.4009906428 	 62
-0.1717926173 	 -0.7081940143 	 -0.7486779345 	 -0.7486644110 	 63
-0.2896516546 	 -0.3438731552 	 -0.3139565990 	 -0.3139317275 	 64
0.3150092762 	 -0.1904636209 	 -0.1826951407 	 -0.1826806300 	 65
-0.6343248468 	 0.4449867658 	 0.4578126326 	 0.4578047328 	 66
0.3656166191 	 -0.6600067002 	 -0.7069900982 	 -0.7069788513 	 67
-0.6566965414 	 0.0409846362 	 0.0507613943 	 0.0507624713 	 68
-0.7010752729 	 -0.1347099882 	 -0.0985435418 	 -0.0985438234 	 69
0.3230868562 	 -0.5681532695 	 -0.5904996329 	 -0.5904834718 	 70
0.4057296189 	 0.5732826559 	 0.5924403625 	 0.5924266889 	 71
0.4886020323 	 -0.5151330545 	 -0.5219238272 	 -0.5219129496 	 72
-0.4149360543 	 0.1272600204 	 0.1230788201 	 0.1230681732 	 73
0.0563704306 	 -0.5333278272 	 -0.5338615618 	 -0.5338355116 	 74
-0.4393023496 	 -0.8283433991 	 -0.8734994568 	 -0.8734993833 	 75
0.6751002510 	 0.2512447842 	 0.2467770161 	 0.2467725559 	 76
-0.1251730936 	 -0.7937370755 	 -0.8346194742 	 -0.8346117044 	 77
-0.0327958902 	 -0.8075527617 	 -0.8711679105 	 -0.8711599087 	 78
-0.8561470039 	 -0.0119775994 	 0.0450698343 	 0.0450711397 	 79
0.3751788914 	 -0.3427167305 	 -0.3812764577 	 -0.3812589015 	 80
0.4987278192 	 0.5099629137 	 0.5575905432 	 0.5575782554 	 81
-0.8408244181 	 0.1719693277 	 0.1833991937 	 0.1833983407 	 82
0.3033657359 	 0.4251590903 	 0.4069576613 	 0.4069353015 	 83
-0.1177494805 	 0.7814560007 	 0.8290008986 	 0.8289890878 	 84
-0.4853705072 	 -0.7241874763 	 -0.8051351552 	 -0.8051341576 	 85
-0.2001130522 	 -0.3241326313 	 -0.2544199289 	 -0.2543953603 	 86
-0.2873045509 	 0.2273428211 	 0.2129471449 	 0.2129273983 	 87
0.0319447527 	 -0.4290118797 	 -0.3386774494 	 -0.3386530606 	 88
-0.6719494606 	 0.2129822532 	 0.2044347649 	 0.2044316842 	 89
0.6591609127 	 -0.2385668516 	 -0.2390518731 	 -0.2390485577 	 90
-0.5028201186 	 0.7117421767 	 0.8332571892 	 0.8332561643 	 91
0.3885919003 	 -0.1360319638 	 -0.1175681892 	 -0.1175568444 	 92
-0.7329603850 	 0.1317768400 	 0.1767052533 	 0.1767036976 	 93
-0.1753519222 	 0.3085717623 	 0.2768799184 	 0.2768559947 	 94
0.7210702381 	 -0.0033490994 	 -0.0284242279 	 -0.0284252630 	 95
0.4822614212 	 -0.3335872844 	 -0.3571791592 	 -0.3571651832 	 96
-0.2645870735 	 0.3150348961 	 0.2378898262 	 0.2378719501 	 97
-0.4741971058 	 -0.3463174157 	 -0.3920115382 	 -0.3919984949 	 98
0.1546465601 	 -0.5849799420 	 -0.5510827994 	 -0.5510589410 	 99
-0.4767030685 	 -0.5329465914 	 -0.5767426844 	 -0.5767335601 	 100
0.4274067533 	 0.1991757957 	 0.2221720146 	 0.2221579209 	 101
0.2370786915 	 -0.5288788587 	 -0.5499829668 	 -0.5499590183 	 102
-0.2750577698 	 -0.7157808619 	 -0.7326899576 	 -0.7326789293 	 103
0.2140392610 	 0.2696173649 	 0.1927464316 	 0.1927288784 	 104
-0.2814953628 	 0.6847786292 	 0.7596556856 	 0.7596459588 	 105
0.5201429139 	 0.1865648614 	 0.1599397206 	 0.1599301289 	 106
0.0510331887 	 0.6157637138 	 0.6481650654 	 0.6481385327 	 107
-0.3183109385 	 0.5850989690 	 0.6343599944 	 0.6343453184 	 108
0.1349419563 	 0.5631868833 	 0.6014109650 	 0.6013849121 	 109
0.3830911926 	 0.3565488221 	 0.3820980723 	 0.3820799011 	 110
-0.4266096970 	 -0.4387387449 	 -0.4553686523 	 -0.4553536111 	 111
0.1767022924 	 0.8608828813 	 0.9468773884 	 0.9468755133 	 112
-0.3250553904 	 -0.4331398181 	 -0.4573688241 	 -0.4573483814 	 113
0.5469391123 	 -0.2403414826 	 -0.2703809992 	 -0.2703690489 	 114
-0.7242453250 	 0.5982835956 	 0.6357635431 	 0.6357636290 	 115
0.7198338027 	 -0.5999339887 	 -0.6382483051 	 -0.6382482843 	 116
0.9318082683 	 0.0879206904 	 0.0852627758 	 0.0852623420 	 117
-0.9329206336 	 -0.0992457439 	 -0.0929285753 	 -0.0929289171 	 118
0.0919983490 	 0.9340749155 	 0.9862617186 	 0.9862615591 	 119
-0.0917859618 	 -0.9430866271 	 -0.9893148043 	 -0.9893147800 	 120
-0.5985188810 	 -0.7225005791 	 -0.7626547788 	 -0.7626545523 	 121
0.5954380487 	 0.7255433647 	 0.7621703252 	 0.7621700571 	 122
-0.2724596033 	 0.8981789397 	 0.9544628666 	 0.9544629991 	 123
0.2661080289 	 -0.9008650452 	 -0.9518803473 	 -0.9518803241 	 124
-0.3221124250 	 -0.6201622970 	 -0.6899148552 	 -0.6899028265 	 125
-0.8981789409 	 0.2724595993 	 0.2988995889 	 0.2988997425 	 126
0.8981755554 	 -0.2699515955 	 -0.2959788835 	 -0.2959786595 	 127
-0.8277664507 	 -0.4424503893 	 -0.4598112741 	 -0.4598111565 	 128
0.8260512618 	 0.4559479820 	 0.4630014037 	 0.4630016111 	 129
-0.2784452374 	 -0.5246666845 	 -0.5286145252 	 -0.5285941844 	 130
-0.4293141338 	 -0.6308149674 	 -0.6513356333 	 -0.6513260512 	 131
-0.6054849524 	 -0.1832683020 	 -0.2197683454 	 -0.2197628871 	 132
0.7113671618 	 -0.1466265126 	 -0.1917022837 	 -0.1916995285 	 133
-0.0335848982 	 -0.2857801852 	 -0.1380487234 	 -0.1380332547 	 134
0.0492542555 	 -0.2873151078 	 -0.0848133248 	 -0.0848044519 	 135
0.4805440762 	 0.4007424170 	 0.4519393788 	 0.4519240830 	 136
-0.1718607781 	 -0.5116460141 	 -0.5344853613 	 -0.5344616278 	 137
0.0624204619 	 0.7190696336 	 0.7509285601 	 0.7509139482 	 138
0.7146584948 	 0.3348550317 	 0.3791574490 	 0.3791547347 	 139
0.4898872439 	 -0.1466447335 	 -0.1750467027 	 -0.1750388036 	 140
-0.5135584257 	 0.1171294155 	 0.1105196457 	 0.1105164049 	 141
-0.4470886963 	 0.2992850321 	 0.3113869546 	 0.3113722594 	 142
0.2808895238 	 0.8969290386 	 0.9488514444 	 0.9488512392 	 143
0.3098535557 	 0.5274934780 	 0.5795742033 	 0.5795520467 	 144
0.2856222761 	 -0.7293278589 	 -0.7448924685 	 -0.7448821284 	 145
0.2311830809 	 0.5879990414 	 0.6112288012 	 0.6112067695 	 146
-0.3379424031 	 -0.2736781983 	 -0.2406605955 	 -0.2406402251 	 147
-0.5555378970 	 0.0285575852 	 0.0314264466 	 0.0314271155 	 148
0.5571823019 	 -0.0683872326 	 -0.0763394706 	 -0.0763356629 	 149
-0.0818153039 	 0.2126206636 	 0.0018614980 	 0.0018613614 	 150
0.0876208762 	 -0.2115355070 	 -0.0021267422 	 -0.0021265183 	 151
