time = 0.001	Re = 1	rotation = 0
0.185689	0.688531	6707	
0.247127	-0.231237	5045	
-0.404931	-0.886574	4542	
-0.454687	-0.044670	6208	
0.624337	-0.040046	2009	
-0.214430	0.672158	8040	
-0.325208	0.296344	7988	
-0.263517	0.914310	9434	
-0.052784	0.601822	8251	
0.441265	0.164040	2376	
0.074746	0.517231	936	
-0.788185	-0.052799	4816	
-0.627335	0.473836	7715	
-0.566899	-0.729564	1359	
-0.351718	-0.700650	1786	
-0.555357	-0.227022	971	
0.805197	-0.100100	4226	
0.226127	0.804697	8846	
0.306280	-0.658181	6668	
-0.283696	0.501372	7305	
0.215661	-0.349906	5346	
-0.923149	0.268548	4217	
0.917899	0.305581	9385	
0.163701	-0.171263	3728	
-0.050605	0.247020	4335	
-0.323985	0.349505	3327	
-0.365597	0.556691	6450	
0.899142	0.325054	9352	
0.756387	0.019249	5575	
-0.888571	-0.097682	6246	
-0.960025	-0.116578	7278	
-0.038213	0.377322	417	
-0.566356	0.130378	2675	
0.730205	0.017938	5383	
-0.833775	-0.444563	1552	
0.294348	0.682772	1286	
-0.470540	-0.204358	508	
0.105643	-0.670119	5651	
-0.260384	-0.707116	2115	
0.139237	0.407475	7323	
-0.423047	-0.133424	1955	
0.512213	-0.207803	3867	
0.792077	0.277842	9178	
0.783109	0.360111	3536	
-0.101605	0.957142	537	
-0.767596	0.534047	5945	
-0.176360	0.350878	1725	
-0.500407	-0.373563	2594	
0.930832	0.176930	2418	
0.319337	0.066413	7688	
-0.538934	-0.210261	1404	
0.237617	-0.050265	2231	
-0.424018	-0.233076	8471	
0.498340	0.756904	8584	
-0.291907	0.103633	1874	
-0.358006	-0.557475	573	
0.074045	-0.104148	3816	
-0.800862	-0.295377	9177	
-0.061502	0.682280	9215	
0.016631	-0.666305	1501	
0.558102	0.729867	1358	
-0.177207	-0.720055	8798	
-0.253418	-0.159849	5328	
-0.898824	-0.269008	1664	
0.499998	-0.321192	8521	
-0.020902	-0.322030	1310	
-0.641019	-0.658027	1225	
-0.073098	0.749146	6146	
0.888240	0.216506	2398	
0.193311	0.567288	1871	
0.000053	-0.899260	6558	
-0.465475	0.358181	478	
0.728563	0.501688	7406	
0.928980	0.108485	3235	
-0.575219	-0.555114	5964	
-0.562501	0.139147	2867	
-0.095782	0.940473	532	
0.361089	-0.829409	308	
-0.887163	-0.024325	8086	
0.235316	0.084998	5193	
0.709227	0.487669	5708	
-0.042807	0.354163	9467	
0.214090	0.429394	886	
-0.061006	-0.087971	1046	
-0.541561	0.763171	4950	
0.808850	0.291569	9178	
-0.350634	0.039422	1793	
-0.149097	0.770675	2504	
0.359759	-0.087740	1619	
-0.033183	0.577479	7559	
-0.541116	0.760595	4950	
