1	0.0205200189	4831
500	7.148405632e-05	1852
1000	2.799891366e-05	3900
1500	1.247828229e-05	2809
2000	5.944192552e-06	2809
2500	3.228210203e-06	2772
3000	2.041034572e-06	4463
3500	1.477979344e-06	2801
4000	1.163930316e-06	2860
4500	9.501471833e-07	4043
5000	7.862855072e-07	3237
5500	6.548709079e-07	3237
6000	5.483060212e-07	3237
6500	4.617174655e-07	4043
7000	3.911752752e-07	2860
7500	3.332656512e-07	2860
8000	2.857136936e-07	4159
8500	2.466616589e-07	2781
9000	2.143250832e-07	2781
9500	1.875797562e-07	4531
10000	1.654144897e-07	4638
