Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 3.2300	Mesh (Number of cells): 285
0.6733308185 	 0.0866042123 	 -0.0072031748 	 0.6788775152 	 45
-0.4466244514 	 0.8172428058 	 0.0055788363 	 0.9313212143 	 46
0.1617136133 	 0.3378673188 	 0.0563210746 	 0.3745739150 	 47
0.7386343365 	 0.1725377224 	 -0.0079917474 	 0.7585182587 	 48
-0.7443908105 	 -0.0282569433 	 0.0288278279 	 0.7449269317 	 49
-0.9284516959 	 0.0889434447 	 0.0109483241 	 0.9327022505 	 50
0.1984610418 	 0.4208506134 	 0.0542977164 	 0.4652977798 	 51
-0.0485143830 	 -0.3751172167 	 -0.1803910132 	 0.3782414198 	 52
-0.1425416604 	 -0.4060351710 	 -0.0279952087 	 0.4303285780 	 53
0.0237260437 	 -0.7240961440 	 0.1577161705 	 0.7244847486 	 54
-0.1695762737 	 0.6844626159 	 -0.0184724485 	 0.7051561424 	 55
-0.3256776145 	 0.7923198282 	 0.0047009977 	 0.8566426435 	 56
-0.3790508727 	 0.2220733025 	 0.0353507843 	 0.4393132319 	 57
0.1270069969 	 -0.7653486596 	 0.0275131511 	 0.7758152796 	 58
0.3054078776 	 -0.2766003991 	 0.0451745603 	 0.4120458136 	 59
0.1903364583 	 -0.6837473737 	 0.0214145467 	 0.7097453335 	 60
0.5543059964 	 -0.4236043010 	 -0.0032750688 	 0.6976358229 	 61
-0.6275516806 	 0.3467058909 	 0.0255412805 	 0.7169561260 	 62
-0.1717926173 	 -0.7081940143 	 -0.0018032890 	 0.7287327804 	 63
-0.2896516546 	 -0.3438731552 	 0.0282696006 	 0.4496074153 	 64
0.3150092762 	 -0.1904636209 	 0.0415825487 	 0.3681130736 	 65
-0.6343248468 	 0.4449867658 	 0.0239621922 	 0.7748427150 	 66
0.3656166191 	 -0.6600067002 	 0.0079471076 	 0.7545093482 	 67
-0.6566965414 	 0.0409846362 	 0.0303026691 	 0.6579742304 	 68
-0.7010752729 	 -0.1347099882 	 0.0277681392 	 0.7139000765 	 69
0.3230868562 	 -0.5681532695 	 0.0146871776 	 0.6535925752 	 70
0.4057296189 	 0.5732826559 	 0.0017718431 	 0.7023314939 	 71
0.4886020323 	 -0.5151330545 	 -0.0031129150 	 0.7099957815 	 72
-0.4149360543 	 0.1272600204 	 0.0365618588 	 0.4340127209 	 73
0.0563704306 	 -0.5333278272 	 0.2028559477 	 0.5362986077 	 74
-0.4393023496 	 -0.8283433991 	 0.0050688793 	 0.9376243070 	 75
0.6751002510 	 0.2512447842 	 -0.0079632106 	 0.7203362343 	 76
-0.1251730936 	 -0.7937370755 	 -0.0005295609 	 0.8035464196 	 77
-0.0327958902 	 -0.8075527617 	 -0.0610469404 	 0.8082184317 	 78
-0.8561470039 	 -0.0119775994 	 0.0133171973 	 0.8562307839 	 79
0.3751788914 	 -0.3427167305 	 0.0214699256 	 0.5081475750 	 80
0.4987278192 	 0.5099629137 	 -0.0000069333 	 0.7132962996 	 81
-0.8408244181 	 0.1719693277 	 0.0140934306 	 0.8582302440 	 82
0.3033657359 	 0.4251590903 	 0.0263315805 	 0.5222939994 	 83
-0.1177494805 	 0.7814560007 	 -0.0214769233 	 0.7902774331 	 84
-0.4853705072 	 -0.7241874763 	 0.0092259426 	 0.8717981591 	 85
-0.2001130522 	 -0.3241326313 	 0.0217739639 	 0.3809293850 	 86
-0.2873045509 	 0.2273428211 	 0.0303190843 	 0.3663723015 	 87
0.0319447527 	 -0.4290118797 	 0.4584444006 	 0.4301995585 	 88
-0.6719494606 	 0.2129822532 	 0.0264189523 	 0.7048953949 	 89
0.6591609127 	 -0.2385668516 	 -0.0058321697 	 0.7010044590 	 90
-0.5028201186 	 0.7117421767 	 0.0123444605 	 0.8714384647 	 91
0.3885919003 	 -0.1360319638 	 0.0286380172 	 0.4117139300 	 92
-0.7329603850 	 0.1317768400 	 0.0259351436 	 0.7447120662 	 93
-0.1753519222 	 0.3085717623 	 0.0228456393 	 0.3549152421 	 94
0.7210702381 	 -0.0033490994 	 -0.0070912731 	 0.7210780157 	 95
0.4822614212 	 -0.3335872844 	 0.0034201293 	 0.5863928331 	 96
-0.2645870735 	 0.3150348961 	 0.0209084098 	 0.4114040657 	 97
-0.4741971058 	 -0.3463174157 	 0.0309745013 	 0.5871955787 	 98
0.1546465601 	 -0.5849799420 	 0.0566928932 	 0.6050761035 	 99
-0.4767030685 	 -0.5329465914 	 0.0236773628 	 0.7150369815 	 100
