Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 3.2300	Mesh (Number of cells): 285
0.6733308185 	 0.0866042123 	 -0.0002464842 	 -0.0002464785 	 45
-0.4466244514 	 0.8172428058 	 -0.0098338936 	 -0.0098338957 	 46
0.1617136133 	 0.3378673188 	 -0.0180825777 	 -0.0180825597 	 47
0.7386343365 	 0.1725377224 	 0.0013910238 	 0.0013910304 	 48
-0.7443908105 	 -0.0282569433 	 0.0003374520 	 0.0003374532 	 49
-0.9284516959 	 0.0889434447 	 -0.0012647169 	 -0.0012647173 	 50
0.1984610418 	 0.4208506134 	 -0.0118608015 	 -0.0118607852 	 51
-0.0485143830 	 -0.3751172167 	 0.0442152601 	 0.0442152691 	 52
-0.1425416604 	 -0.4060351710 	 0.0459114246 	 0.0459114380 	 53
0.0237260437 	 -0.7240961440 	 0.0092830076 	 0.0092830093 	 54
-0.1695762737 	 0.6844626159 	 -0.0177650852 	 -0.0177650872 	 55
-0.3256776145 	 0.7923198282 	 -0.0109636323 	 -0.0109636341 	 56
-0.3790508727 	 0.2220733025 	 -0.0205246399 	 -0.0205246538 	 57
0.1270069969 	 -0.7653486596 	 0.0049452845 	 0.0049452838 	 58
0.3054078776 	 -0.2766003991 	 0.0208051999 	 0.0208051873 	 59
0.1903364583 	 -0.6837473737 	 0.0040087768 	 0.0040087749 	 60
0.5543059964 	 -0.4236043010 	 -0.0039876169 	 -0.0039876262 	 61
-0.6275516806 	 0.3467058909 	 -0.0133240211 	 -0.0133240286 	 62
-0.1717926173 	 -0.7081940143 	 0.0176278564 	 0.0176278651 	 63
-0.2896516546 	 -0.3438731552 	 0.0318279486 	 0.0318279654 	 64
0.3150092762 	 -0.1904636209 	 0.0192953658 	 0.0192953532 	 65
-0.6343248468 	 0.4449867658 	 -0.0144888222 	 -0.0144888299 	 66
0.3656166191 	 -0.6600067002 	 -0.0013684187 	 -0.0013684229 	 67
-0.6566965414 	 0.0409846362 	 -0.0020358208 	 -0.0020358217 	 68
-0.7010752729 	 -0.1347099882 	 0.0044692370 	 0.0044692406 	 69
0.3230868562 	 -0.5681532695 	 -0.0001226198 	 -0.0001226256 	 70
0.4057296189 	 0.5732826559 	 0.0045758450 	 0.0045758559 	 71
0.4886020323 	 -0.5151330545 	 -0.0049304024 	 -0.0049304099 	 72
-0.4149360543 	 0.1272600204 	 -0.0107926418 	 -0.0107926494 	 73
0.0563704306 	 -0.5333278272 	 0.0177608781 	 0.0177608791 	 74
-0.4393023496 	 -0.8283433991 	 0.0053122078 	 0.0053122098 	 75
0.6751002510 	 0.2512447842 	 0.0026254879 	 0.0026254967 	 76
-0.1251730936 	 -0.7937370755 	 0.0119575447 	 0.0119575508 	 77
-0.0327958902 	 -0.8075527617 	 0.0086675258 	 0.0086675282 	 78
-0.8561470039 	 -0.0119775994 	 0.0001845980 	 0.0001845980 	 79
0.3751788914 	 -0.3427167305 	 0.0054917847 	 0.0054917724 	 80
0.4987278192 	 0.5099629137 	 0.0056846889 	 0.0056846997 	 81
-0.8408244181 	 0.1719693277 	 -0.0036543180 	 -0.0036543205 	 82
0.3033657359 	 0.4251590903 	 -0.0059840268 	 -0.0059840111 	 83
-0.1177494805 	 0.7814560007 	 -0.0111962734 	 -0.0111962741 	 84
-0.4853705072 	 -0.7241874763 	 0.0094472865 	 0.0094472906 	 85
-0.2001130522 	 -0.3241326313 	 0.0369004391 	 0.0369004540 	 86
-0.2873045509 	 0.2273428211 	 -0.0247405313 	 -0.0247405453 	 87
0.0319447527 	 -0.4290118797 	 0.0303635470 	 0.0303635489 	 88
-0.6719494606 	 0.2129822532 	 -0.0074238005 	 -0.0074238040 	 89
0.6591609127 	 -0.2385668516 	 -0.0022811343 	 -0.0022811413 	 90
-0.5028201186 	 0.7117421767 	 -0.0101721104 	 -0.0101721130 	 91
0.3885919003 	 -0.1360319638 	 0.0100283994 	 0.0100283900 	 92
