time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	7222	
0.623332	-0.231860	7791	
0.296648	-0.886871	2853	
0.272611	-0.044942	3223	
0.812128	-0.040858	5211	
0.393457	0.671764	4481	
0.337692	0.296006	3056	
0.141091	0.740034	11587	
0.474210	0.601348	5697	
0.520835	0.357238	7851	
0.720796	0.163319	1446	
0.537890	0.516694	504	
0.105855	-0.052905	7366	
0.186806	0.473650	8619	
0.215821	-0.729780	8272	
0.323440	-0.700974	5643	
0.222094	-0.227244	2712	
0.902498	-0.101003	5328	
0.100220	0.939518	9542	
0.652482	-0.658834	728	
0.358653	0.501014	9109	
0.607480	-0.350513	3650	
0.038694	0.268510	553	
0.581679	-0.171845	5486	
0.474944	0.246545	6727	
0.338357	0.349166	11448	
0.317758	0.556373	2263	
0.013817	0.245678	8090	
0.878212	0.018371	6219	
0.055617	-0.097737	3485	
0.019871	-0.116598	5567	
0.481271	0.376841	8714	
0.216952	0.130161	11813	
0.865120	0.017073	6219	
0.010041	0.684674	6148	
0.647857	0.682125	8925	
0.264526	-0.204623	5978	
0.552151	-0.670672	10798	
0.369101	-0.707486	7061	
0.570026	0.406905	1447	
0.288343	-0.133712	9163	
0.755899	-0.208559	6288	
0.896316	0.276946	7217	
0.891914	0.359219	1916	
0.116736	0.533931	7202	
0.412171	0.350466	10808	
0.249423	-0.373813	11643	
0.965593	0.175965	10105	
0.659734	0.065753	8467	
0.230323	-0.210492	6682	
0.618758	-0.050884	5541	
0.470564	0.431679	519	
0.287758	-0.233363	11160	
0.102048	-0.815355	9793	
0.354150	0.103278	3751	
0.034563	0.937889	9454	
0.320440	-0.557795	397	
0.140458	-0.805621	5454	
0.536918	-0.104685	10667	
0.099274	-0.295476	9298	
0.469931	0.681811	892	
0.507649	-0.666813	7491	
0.410676	-0.720466	323	
0.034188	0.965116	9988	
0.373131	-0.160222	4598	
0.050319	-0.269058	6956	
0.016089	-0.538532	5606	
0.749678	-0.321942	2184	
0.489227	-0.322519	8314	
0.178832	-0.658206	9699	
0.464200	0.748682	3826	
0.944336	0.215562	9662	
0.597222	0.566692	4144	
0.267621	0.357914	11320	
0.964598	0.107520	7477	
0.211835	-0.555326	11676	
0.218888	0.138928	11895	
0.056394	-0.024381	2167	
0.617743	0.084380	4146	
0.478950	0.353684	5534	
0.607474	0.428787	1834	
0.469409	-0.088440	326	
0.229982	0.762941	8871	
0.904716	0.290665	10065	
0.324722	0.039098	875	
0.426222	0.770249	11868	
0.679791	-0.088420	898	
0.483986	0.576995	4711	
0.230202	0.760365	8871	
0.314607	0.914588	10760	
0.472175	0.422696	519	
0.154155	0.460730	5299	
0.645694	-0.570885	1674	
0.187073	0.614974	6384	
0.747429	0.348947	4121	
0.276243	-0.650459	2482	
0.704400	-0.074404	10409	
0.164208	-0.750498	5227	
0.217949	0.498291	6205	
0.208731	-0.426379	2327	
0.702858	-0.637441	10361	
0.512554	0.160382	8360	
0.787755	0.212163	7188	
0.218313	-0.089881	3332	
0.878854	-0.016342	9557	
0.715533	-0.028396	8037	
0.708544	-0.004428	7354	
0.003587	-0.461045	9250	
0.410348	-0.143963	7014	
0.297644	-0.198033	9629	
0.121618	0.961278	5070	
0.406259	0.138015	8094	
0.344183	0.577402	3701	
0.411091	-0.281868	2870	
0.399102	-0.396738	4330	
0.326216	0.905416	11660	
0.014015	0.066917	1924	
0.305348	0.765415	8983	
0.250977	0.354573	11192	
0.810288	-0.136514	8681	
0.378227	-0.807279	6814	
0.256323	0.183614	9475	
0.476453	-0.024607	9068	
0.458564	0.048727	7984	
0.442720	0.704827	2212	
0.434093	0.653307	5560	
0.508515	-0.827755	2250	
0.659453	-0.587471	3723	
0.847638	0.361871	8509	
0.177507	-0.860460	1821	
0.010472	0.784089	9485	
0.134024	0.558250	815	
0.490757	-0.061494	6899	
0.882686	-0.024063	9557	
0.413915	-0.652190	1745	
0.475857	0.566820	3560	
0.555749	-0.680822	5981	
0.538875	-0.349170	6919	
0.146334	-0.680407	10167	
0.129570	0.157715	1582	
0.093081	0.820997	7802	
0.083572	0.600674	5767	
0.426252	-0.053985	3334	
0.580629	0.431908	1119	
0.027532	0.462767	1786	
0.307752	-0.534577	4039	
0.557006	-0.805620	4930	
0.622404	0.725423	4113	
0.158617	0.984701	4279	
0.084190	-0.811169	10015	
0.936641	-0.106180	487	
0.728180	0.483748	8679	
0.306225	-0.760764	8672	
0.443662	-0.216895	7472	
0.532540	0.690183	3839	
0.536635	0.360004	7851	
0.091139	-0.888160	5702	
0.839557	0.043902	6232	
0.513374	0.299151	8804	
0.580694	0.541598	3546	
0.376208	-0.018327	8220	
0.373414	-0.909055	4835	
0.310731	0.662728	2476	
0.807302	0.279241	9277	
0.367728	-0.374861	1547	
0.683334	-0.239225	478	
0.853935	-0.005498	8351	
0.428479	0.644691	5560	
0.738120	-0.106450	6433	
0.398011	0.476968	4363	
0.449958	0.874119	9767	
0.256997	-0.236738	6306	
0.228243	-0.021210	7761	
0.891238	-0.284676	10628	
0.386071	0.833068	8656	
0.132563	-0.251644	6963	
0.324765	0.359906	7948	
0.795542	0.007072	3408	
0.297014	0.771628	8923	
0.352347	0.476429	6268	
0.554764	-0.597520	9072	
0.548558	0.038737	2667	
0.148093	-0.736444	7879	
0.708335	0.417436	6480	
0.612092	0.343202	11667	
0.447908	0.391707	9917	
0.377526	-0.800314	6814	
0.020260	0.959127	1114	
0.147995	-0.482744	11247	
0.215689	0.159609	3915	
0.278563	0.789448	6053	
0.026774	0.251247	7639	
0.169379	0.802797	4390	
0.330714	0.778136	8786	
0.512473	0.020745	3312	
