time = 1.2	Re = 90
0.141421	0.141421	0
0.176777	0.176777	1
0.187584	0.148788	2
0.190318	0.118888	3
0.192568	0.086556	4
0.221004	0.067327	5
0.252677	0.045810	6
0.277739	0.028910	7
0.302949	0.011797	8
0.324876	-0.037458	9
0.345103	-0.066577	10
0.377065	-0.085620	11
0.410392	-0.082486	12
0.437202	-0.051857	13
0.459107	-0.020701	14
0.457930	0.007291	15
0.446078	0.043743	16
0.426001	0.086756	17
0.408755	0.126805	18
0.399412	0.148819	19
0.389969	0.178437	20
0.380403	0.204373	21
0.362055	0.239291	22
0.342703	0.291710	23
0.333735	0.320359	24
0.319562	0.356807	25
0.306021	0.394931	26
0.292481	0.433055	27
0.277781	0.460181	28
0.263082	0.487307	29
0.248409	0.511449	30
0.252218	0.541412	31
0.220973	0.577682	32
0.187327	0.618665	33
0.161114	0.647241	34
0.157553	0.662439	35
0.163351	0.672201	36
0.173862	0.679328	37
0.186990	0.685205	38
0.201924	0.690228	39
0.218321	0.694794	40
0.235921	0.698969	41
0.254385	0.700617	42
0.273443	0.696878	43
0.293607	0.691793	44
0.314798	0.685407	45
0.336730	0.677842	46
0.359568	0.669005	47
0.383889	0.658696	48
0.410585	0.646150	49
0.437056	0.631985	50
0.483166	0.604805	51
0.518529	0.608344	52
0.548655	0.615782	53
0.577664	0.624137	54
0.634237	0.638661	55
0.671752	0.671751	56
0.707107	0.707106	57
