time = 0.95	Re = 90
0.141421	0.141421	0
0.176777	0.176777	1
0.187584	0.148788	2
0.190318	0.118888	3
0.192568	0.086556	4
0.221004	0.067327	5
0.251429	0.050822	6
0.294323	0.030216	7
0.337217	0.009609	8
0.373282	-0.005012	9
0.400875	-0.001196	10
0.433688	0.046619	11
0.426465	0.077803	12
0.412174	0.118759	13
0.397642	0.161919	14
0.390543	0.207245	15
0.385441	0.231925	16
0.375889	0.260449	17
0.367969	0.288370	18
0.352659	0.323929	19
0.335637	0.370362	20
0.326336	0.410406	21
0.304432	0.464097	22
0.279198	0.510226	23
0.276040	0.542422	24
0.270524	0.575795	25
0.247785	0.609849	26
0.225171	0.643204	27
0.215976	0.670724	28
0.222647	0.684969	29
0.235933	0.693813	30
0.252473	0.698142	31
0.270707	0.696144	32
0.290347	0.692039	33
0.311248	0.686238	34
0.333156	0.678977	35
0.355898	0.670396	36
0.379414	0.660604	37
0.406299	0.648257	38
0.432918	0.634296	39
0.483166	0.604805	40
0.518529	0.608344	41
0.548655	0.615782	42
0.577664	0.624137	43
0.634237	0.638661	44
0.671752	0.671751	45
0.707107	0.707106	46
