Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 30.0050	Mesh (Number of cells): 2921
0.1320169185 	 -0.6076516905 	 0.0053439254 	 0.0053439338 	 273
-0.7454865268 	 0.6340127092 	 -0.0000088853 	 -0.0000088854 	 274
-0.0800458575 	 0.6729193752 	 -0.0020632662 	 -0.0020632604 	 275
-0.0706042635 	 0.5939095078 	 -0.0009928702 	 -0.0009928680 	 276
0.0809687109 	 0.7009984946 	 0.4355487722 	 0.4355487537 	 277
0.1758782736 	 0.9107750547 	 0.1090522492 	 0.1090522473 	 278
-0.0641435429 	 0.6911953431 	 -0.0007637922 	 -0.0007637894 	 279
-0.0279727547 	 -0.9796906307 	 0.0002962282 	 0.0002962282 	 280
0.0881210904 	 0.6827583333 	 0.7980959181 	 0.7980959018 	 281
0.9088634967 	 -0.3659318919 	 0.0000049047 	 0.0000049047 	 282
0.0349104823 	 -0.7230673417 	 0.0244821862 	 0.0244821917 	 283
0.2611487935 	 0.5203309353 	 -0.2348623770 	 -0.2348623768 	 284
0.4862781228 	 0.7563489142 	 0.0828439829 	 0.0828439715 	 285
-0.1474615513 	 -0.6904712443 	 0.0220386343 	 0.0220386198 	 286
0.1381848054 	 0.5726791930 	 -0.5717578657 	 -0.5717578647 	 287
-0.0783217566 	 -0.7368906320 	 0.0388020155 	 0.0388020045 	 288
-0.0773953809 	 0.6837496692 	 -0.0019285796 	 -0.0019285738 	 289
-0.0847231845 	 -0.7270841177 	 0.0330113369 	 0.0330113260 	 290
0.1377703751 	 -0.4261342992 	 0.0012206435 	 0.0012206461 	 291
-0.2159740693 	 0.6199932689 	 -0.0132620839 	 -0.0132620697 	 292
0.0964728268 	 0.6732988178 	 0.5671339316 	 0.5671339274 	 293
0.0676091724 	 -0.6986307122 	 0.0101547961 	 0.0101548015 	 294
-0.0556888147 	 -0.9588029925 	 0.0152709893 	 0.0152709885 	 295
0.1104108197 	 0.6777923554 	 0.4154039695 	 0.4154039605 	 296
-0.1229265581 	 -0.5667371109 	 0.0030544896 	 0.0030544842 	 297
-0.1487010610 	 0.6758822429 	 -0.0113185140 	 -0.0113184984 	 298
-0.0618161161 	 0.6718639031 	 -0.0002514047 	 -0.0002514031 	 299
0.1991688268 	 -0.3966836883 	 0.0031787139 	 0.0031787193 	 300
0.0642312669 	 0.7114043750 	 0.0297169434 	 0.0297169351 	 301
0.1439020038 	 -0.6263182100 	 0.0082821621 	 0.0082821726 	 302
0.0983755878 	 -0.7216763602 	 0.0303545042 	 0.0303545183 	 303
-0.0624317612 	 -0.6697564976 	 0.0004263320 	 0.0004263302 	 304
0.0638820977 	 -0.6616708947 	 0.0004664550 	 0.0004664569 	 305
0.0906187677 	 0.6940938453 	 0.6657132805 	 0.6657132603 	 306
-0.1643245578 	 -0.7018068306 	 0.0260144952 	 0.0260144796 	 307
-0.3608213584 	 -0.2304156444 	 0.0069493912 	 0.0069493791 	 308
0.1092715481 	 0.5736230140 	 -0.6118123924 	 -0.6118123923 	 309
0.7281041768 	 0.5709043775 	 0.0034991311 	 0.0034991277 	 310
0.6930250337 	 0.5824278306 	 0.0064077670 	 0.0064077618 	 311
-0.2116575180 	 0.5893563871 	 -0.0107470663 	 -0.0107470540 	 312
0.2338283789 	 0.7616936048 	 0.3126670542 	 0.3126670216 	 313
-0.0954311986 	 -0.7216534408 	 0.0301551134 	 0.0301551017 	 314
0.0316486696 	 0.9146326431 	 -0.0968971806 	 -0.0968971831 	 315
-0.3961836369 	 -0.2279816112 	 0.0070604431 	 0.0070604320 	 316
-0.1030274322 	 0.8248829372 	 -0.0545690873 	 -0.0545690724 	 317
-0.1037655935 	 -0.6656606845 	 0.0083925416 	 0.0083925327 	 318
0.1975157255 	 0.8857147046 	 0.2060085198 	 0.2060085149 	 319
0.3885086958 	 -0.0095967016 	 -0.0039791437 	 -0.0039791422 	 320
0.0205626818 	 -0.7445680602 	 0.0401841075 	 0.0401841125 	 321
-0.0874821936 	 0.7659910788 	 -0.0098944398 	 -0.0098944227 	 322
0.0335923580 	 -0.7327154623 	 0.0325563024 	 0.0325563088 	 323
0.2362943149 	 -0.1172083980 	 0.0031299625 	 0.0031299673 	 324
-0.1905024336 	 0.4012968582 	 -0.0034278621 	 -0.0034278564 	 325
0.4563319767 	 0.7781519700 	 0.1093070249 	 0.1093070129 	 326
0.0642753697 	 -0.6908885508 	 0.0028378177 	 0.0028378202 	 327
0.0081274087 	 0.7250290225 	 0.0774777303 	 0.0774777327 	 328
0.1088016689 	 -0.4448882847 	 0.0004774210 	 0.0004774223 	 329
-0.0916909889 	 -0.6737474735 	 0.0074985476 	 0.0074985399 	 330
0.0334289492 	 0.8857637118 	 -0.1046665672 	 -0.1046665705 	 331
0.1443278080 	 0.8985472724 	 0.0825132660 	 0.0825132624 	 332
-0.0232961727 	 0.7104186067 	 0.0213269745 	 0.0213269772 	 333
-0.0885764490 	 0.7505017422 	 -0.0030750992 	 -0.0030750822 	 334
0.0792395992 	 0.6594435414 	 0.7802997686 	 0.7802997792 	 335
0.2261168469 	 -0.2252075207 	 0.0042217808 	 0.0042217897 	 336
0.1712905719 	 -0.3750544804 	 0.0019295795 	 0.0019295834 	 337
-0.0674346849 	 0.6984946185 	 0.0000226993 	 0.0000227054 	 338
0.0956248907 	 -0.6819714270 	 0.0103455274 	 0.0103455364 	 339
0.0611590166 	 0.9290814281 	 -0.0770674586 	 -0.0770674613 	 340
-0.5338684744 	 -0.6358614761 	 0.0120141864 	 0.0120141748 	 341
-0.1491745954 	 -0.8543169083 	 0.0455169363 	 0.0455169243 	 342
-0.2922763550 	 0.7526724988 	 -0.0267237888 	 -0.0267237709 	 343
-0.2638860956 	 0.0990816157 	 -0.0033004127 	 -0.0033004064 	 344
-0.2770859629 	 0.0683865580 	 -0.0026048323 	 -0.0026048270 	 345
0.7935900286 	 -0.4278277907 	 0.0032516935 	 0.0032516970 	 346
-0.1663274480 	 0.7752135244 	 -0.0318162376 	 -0.0318162179 	 347
-0.0236315987 	 -0.7228748984 	 0.0221306790 	 0.0221306242 	 348
0.0044690656 	 -0.9597506634 	 0.0156027719 	 0.0156027719 	 349
0.0095901419 	 -0.7430631555 	 0.0381759257 	 0.0381759289 	 350
0.0637840180 	 -0.9299315494 	 0.0321465906 	 0.0321465937 	 351
-0.3000328022 	 0.7270272723 	 -0.0246915041 	 -0.0246914860 	 352
0.0010761828 	 0.7311771750 	 0.0744203997 	 0.0744204033 	 353
0.1456521516 	 0.3710898163 	 -0.0125617971 	 -0.0125617985 	 354
-0.7327744049 	 -0.0043728470 	 -0.0000737153 	 -0.0000737152 	 355
-0.1621069121 	 0.6680095551 	 -0.0124104023 	 -0.0124103863 	 356
0.8296336977 	 -0.4180573137 	 0.0020554703 	 0.0020554722 	 357
0.2969792596 	 0.5298648517 	 -0.2132205077 	 -0.2132205094 	 358
-0.5544885435 	 0.7451141699 	 -0.0060504606 	 -0.0060504558 	 359
-0.5257469323 	 -0.6704931352 	 0.0117239146 	 0.0117239040 	 360
-0.7500887490 	 0.5928645970 	 -0.0015116887 	 -0.0015116877 	 361
-0.1210209621 	 0.8169411731 	 -0.0488257489 	 -0.0488257323 	 362
0.4056598761 	 0.1843266639 	 -0.0299339604 	 -0.0299339674 	 363
0.0680139084 	 0.2270283551 	 -0.0004032169 	 -0.0004032168 	 364
-0.0680819213 	 -0.2240582976 	 0.0000780249 	 0.0000780248 	 365
-0.1862500000 	 0.7668591081 	 -0.0309317910 	 -0.0309317712 	 366
