Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 30.0050	Mesh (Number of cells): 2921
0.1320169185 	 -0.6076516905 	 0.0160942093 	 0.0160942222 	 273
-0.7454865268 	 0.6340127092 	 -0.0000486740 	 -0.0000486740 	 274
-0.0800458575 	 0.6729193752 	 -0.0118440065 	 -0.0118440017 	 275
-0.0706042635 	 0.5939095078 	 -0.0029614216 	 -0.0029614200 	 276
0.0809687109 	 0.7009984946 	 1.2882702729 	 1.2882702617 	 277
0.1758782736 	 0.9107750547 	 0.0218999067 	 0.0218999088 	 278
-0.0641435429 	 0.6911953431 	 -0.0068246080 	 -0.0068246055 	 279
-0.0279727547 	 -0.9796906307 	 -0.0000198937 	 -0.0000198938 	 280
0.0881210904 	 0.6827583333 	 1.4263243246 	 1.4263243136 	 281
0.9088634967 	 -0.3659318919 	 0.0000351414 	 0.0000351414 	 282
0.0349104823 	 -0.7230673417 	 0.0044402431 	 0.0044402405 	 283
0.2611487935 	 0.5203309353 	 0.0834989544 	 0.0834989722 	 284
0.4862781228 	 0.7563489142 	 -0.0971640461 	 -0.0971640341 	 285
-0.1474615513 	 -0.6904712443 	 -0.0312064486 	 -0.0312064333 	 286
0.1381848054 	 0.5726791930 	 0.4147879466 	 0.4147879419 	 287
-0.0783217566 	 -0.7368906320 	 -0.0243122333 	 -0.0243122295 	 288
-0.0773953809 	 0.6837496692 	 -0.0118680435 	 -0.0118680386 	 289
-0.0847231845 	 -0.7270841177 	 -0.0263930494 	 -0.0263930441 	 290
0.1377703751 	 -0.4261342992 	 0.0079306515 	 0.0079306605 	 291
-0.2159740693 	 0.6199932689 	 -0.0280860092 	 -0.0280859855 	 292
0.0964728268 	 0.6732988178 	 0.9104823087 	 0.9104823058 	 293
0.0676091724 	 -0.6986307122 	 0.0143289698 	 0.0143289731 	 294
-0.0556888147 	 -0.9588029925 	 -0.0000280890 	 -0.0000280885 	 295
0.1104108197 	 0.6777923554 	 0.6228037171 	 0.6228037145 	 296
-0.1229265581 	 -0.5667371109 	 -0.0135044899 	 -0.0135044781 	 297
-0.1487010610 	 0.6758822429 	 -0.0282957159 	 -0.0282956989 	 298
-0.0618161161 	 0.6718639031 	 -0.0043994185 	 -0.0043994177 	 299
0.1991688268 	 -0.3966836883 	 0.0125099655 	 0.0125099829 	 300
0.0642312669 	 0.7114043750 	 0.6550295141 	 0.6550295084 	 301
0.1439020038 	 -0.6263182100 	 0.0208698207 	 0.0208698360 	 302
0.0983755878 	 -0.7216763602 	 0.0269582406 	 0.0269582485 	 303
-0.0624317612 	 -0.6697564976 	 -0.0046477295 	 -0.0046477285 	 304
0.0638820977 	 -0.6616708947 	 0.0036098172 	 0.0036098178 	 305
0.0906187677 	 0.6940938453 	 1.3224121104 	 1.3224121012 	 306
-0.1643245578 	 -0.7018068306 	 -0.0326649952 	 -0.0326649789 	 307
-0.3608213584 	 -0.2304156444 	 -0.0193056492 	 -0.0193056180 	 308
0.1092715481 	 0.5736230140 	 0.6516322296 	 0.6516322220 	 309
0.7281041768 	 0.5709043775 	 -0.0082455291 	 -0.0082455230 	 310
0.6930250337 	 0.5824278306 	 -0.0165897054 	 -0.0165896964 	 311
-0.2116575180 	 0.5893563871 	 -0.0258305583 	 -0.0258305343 	 312
0.2338283789 	 0.7616936048 	 -0.0960118568 	 -0.0960118471 	 313
-0.0954311986 	 -0.7216534408 	 -0.0286011391 	 -0.0286011318 	 314
0.0316486696 	 0.9146326431 	 0.0169025623 	 0.0169025637 	 315
-0.3961836369 	 -0.2279816112 	 -0.0209303169 	 -0.0209302849 	 316
-0.1030274322 	 0.8248829372 	 -0.0528305286 	 -0.0528305257 	 317
-0.1037655935 	 -0.6656606845 	 -0.0207369263 	 -0.0207369170 	 318
0.1975157255 	 0.8857147046 	 0.0606750443 	 0.0606750473 	 319
0.3885086958 	 -0.0095967016 	 0.0230127305 	 0.0230127644 	 320
0.0205626818 	 -0.7445680602 	 0.0037507655 	 0.0037507610 	 321
-0.0874821936 	 0.7659910788 	 -0.0449808307 	 -0.0449808270 	 322
0.0335923580 	 -0.7327154623 	 0.0057930513 	 0.0057930481 	 323
0.2362943149 	 -0.1172083980 	 0.0073305540 	 0.0073305639 	 324
-0.1905024336 	 0.4012968582 	 -0.0130518978 	 -0.0130518794 	 325
0.4563319767 	 0.7781519700 	 -0.1134789246 	 -0.1134789128 	 326
0.0642753697 	 -0.6908885508 	 0.0090918105 	 0.0090918123 	 327
0.0081274087 	 0.7250290225 	 -0.0180256871 	 -0.0180256911 	 328
0.1088016689 	 -0.4448882847 	 0.0050947540 	 0.0050947581 	 329
-0.0916909889 	 -0.6737474735 	 -0.0191321374 	 -0.0191321302 	 330
0.0334289492 	 0.8857637118 	 0.0350611251 	 0.0350611272 	 331
0.1443278080 	 0.8985472724 	 0.0895019810 	 0.0895019849 	 332
-0.0232961727 	 0.7104186067 	 -0.0002613288 	 -0.0002613304 	 333
-0.0885764490 	 0.7505017422 	 -0.0384893952 	 -0.0384893904 	 334
0.0792395992 	 0.6594435414 	 1.5466261237 	 1.5466261171 	 335
0.2261168469 	 -0.2252075207 	 0.0089436359 	 0.0089436505 	 336
0.1712905719 	 -0.3750544804 	 0.0092603867 	 0.0092603994 	 337
-0.0674346849 	 0.6984946185 	 -0.0090159882 	 -0.0090159842 	 338
0.0956248907 	 -0.6819714270 	 0.0196301939 	 0.0196302014 	 339
0.0611590166 	 0.9290814281 	 0.0204310561 	 0.0204310578 	 340
-0.5338684744 	 -0.6358614761 	 -0.0139774349 	 -0.0139774188 	 341
-0.1491745954 	 -0.8543169083 	 -0.0165597601 	 -0.0165597536 	 342
-0.2922763550 	 0.7526724988 	 -0.0280201770 	 -0.0280201600 	 343
-0.2638860956 	 0.0990816157 	 -0.0102414110 	 -0.0102413933 	 344
-0.2770859629 	 0.0683865580 	 -0.0114573122 	 -0.0114572923 	 345
0.7935900286 	 -0.4278277907 	 0.0063719287 	 0.0063719374 	 346
-0.1663274480 	 0.7752135244 	 -0.0425428346 	 -0.0425428221 	 347
-0.0236315987 	 -0.7228748984 	 -0.0017529158 	 -0.0017504907 	 348
0.0044690656 	 -0.9597506634 	 -0.0002730783 	 -0.0002730781 	 349
0.0095901419 	 -0.7430631555 	 0.0015349433 	 0.0015349385 	 350
0.0637840180 	 -0.9299315494 	 0.0020123434 	 0.0020123447 	 351
-0.3000328022 	 0.7270272723 	 -0.0282940574 	 -0.0282940386 	 352
0.0010761828 	 0.7311771750 	 -0.0229715348 	 -0.0229715395 	 353
0.1456521516 	 0.3710898163 	 0.0536024749 	 0.0536024795 	 354
-0.7327744049 	 -0.0043728470 	 -0.0175015574 	 -0.0175015306 	 355
-0.1621069121 	 0.6680095551 	 -0.0290075684 	 -0.0290075494 	 356
0.8296336977 	 -0.4180573137 	 0.0040817901 	 0.0040817950 	 357
0.2969792596 	 0.5298648517 	 0.0133830581 	 0.0133830801 	 358
-0.5544885435 	 0.7451141699 	 -0.0051071439 	 -0.0051071386 	 359
-0.5257469323 	 -0.6704931352 	 -0.0125544631 	 -0.0125544490 	 360
