time = 1	Re = 10
0.138618	0.144440	0
0.189833	0.165640	1
0.233684	0.194979	2
0.274647	0.227994	3
0.310520	0.264665	4
0.337449	0.306421	5
0.352820	0.355422	6
0.356013	0.412657	7
0.351743	0.445160	8
0.346679	0.478408	9
0.336097	0.514774	10
0.323786	0.552384	11
0.306092	0.592350	12
0.285383	0.633644	13
0.258699	0.676498	14
0.226679	0.720178	15
0.186822	0.763148	16
0.163612	0.783173	17
0.140283	0.803068	18
0.113808	0.820086	19
0.087214	0.836797	20
0.059892	0.850254	21
0.032666	0.863698	22
-0.021387	0.884831	23
-0.071412	0.903230	24
-0.117737	0.920164	25
-0.160477	0.937117	26
-0.200032	0.954177	27
-0.234534	0.972220	28
