time = 21	Re = 1	rotation = 3.3421
0.738187	0.528946	7906	
-0.170071	-0.642267	2760	
0.133006	-0.925238	872	
-0.316467	-0.044475	5153	
0.650478	-0.498450	661	
0.743235	0.221868	2248	
-0.438298	0.221409	688	
0.665578	0.333227	1412	
0.762576	0.073254	3502	
0.267834	-0.583042	3371	
0.554685	-0.505717	5533	
0.742908	-0.108926	4313	
0.254233	-0.108468	1332	
-0.360936	-0.299613	5548	
-0.434692	-0.612323	4459	
-0.307833	-0.699544	8634	
-0.357135	0.120344	840	
0.851509	-0.320098	7727	
0.233824	0.914923	2797	
0.505006	-0.778089	848	
0.326218	-0.529182	4282	
-0.132746	-0.686894	4844	
-0.367091	-0.480779	1278	
-0.327927	-0.415816	7306	
-0.460596	-0.141943	3398	
0.501061	-0.412436	1816	
0.835861	-0.278184	5645	
-0.038705	-0.072915	546	
0.178063	-0.590643	5346	
-0.137862	0.274715	4228	
0.809922	-0.313467	6687	
0.365770	-0.271923	7784	
0.666909	0.097991	3236	
0.739416	0.581367	561	
-0.162561	-0.263123	3185	
0.238973	-0.835006	5184	
-0.184031	-0.771147	2745	
0.598266	-0.388118	6480	
-0.124910	-0.281450	5333	
0.410713	-0.674788	7720	
0.928239	0.138183	265	
0.920825	0.277044	7109	
-0.087233	-0.500587	2603	
-0.235603	-0.472852	558	
0.372181	0.195955	6234	
0.972133	0.135727	5287	
0.135502	-0.657157	3373	
-0.357580	0.101860	1707	
-0.190345	-0.591904	593	
0.374445	-0.531235	1196	
0.243949	-0.335145	5993	
-0.369181	-0.727338	5470	
0.285108	0.235958	8365	
0.186816	0.919092	312	
-0.594034	-0.218723	8467	
-0.346875	-0.733707	1200	
-0.505694	-0.227972	5275	
-0.057045	-0.195257	725	
0.745708	0.355418	4642	
0.097730	-0.831122	4868	
-0.044188	-0.825206	3955	
0.118204	0.958229	6468	
0.273772	0.291420	2825	
0.030150	-0.133960	3445	
0.075134	0.489361	5631	
0.429666	-0.698151	7733	
-0.546416	-0.214364	4325	
-0.615161	-0.261318	784	
0.680082	0.557634	5180	
0.957608	0.146463	2866	
0.802953	0.182913	4613	
-0.386026	0.283687	4229	
0.969807	0.041443	3976	
-0.551905	0.231920	4809	
-0.228271	0.262265	1015	
-0.043596	-0.626007	7000	
0.067540	-0.593022	4734	
0.716606	-0.227364	7881	
-0.447056	0.281722	6708	
0.653566	0.445100	2552	
0.933074	0.180798	6816	
0.313226	-0.274285	859	
0.147582	0.208483	4503	
0.653176	0.587712	8578	
0.085064	-0.685643	4622	
0.754962	-0.001172	5703	
0.657042	0.435486	2552	
0.386433	0.886447	7069	
0.341976	-0.546117	6303	
-0.454094	-0.077271	5641	
0.346226	-0.790182	7883	
0.568613	-0.306545	6150	
0.824729	-0.076711	6517	
-0.517867	-0.461723	448	
0.209431	-0.684175	5115	
-0.457204	-0.604913	4989	
-0.138703	-0.492379	2622	
0.312645	0.296158	8294	
