time = 0.95	Re = 90
0.199002	0.015064	0
0.222514	-0.035678	1
0.242310	-0.074188	2
0.289226	-0.111089	3
0.344372	-0.116892	4
0.373262	-0.107853	5
0.402144	-0.098598	6
0.430673	-0.079698	7
0.458788	-0.058984	8
0.485141	-0.031103	9
0.509829	-0.000800	10
0.532031	0.034273	11
0.552496	0.071215	12
0.569981	0.112319	13
0.585347	0.154491	14
0.597106	0.197581	15
0.606488	0.242446	16
0.613133	0.286425	17
0.617649	0.331563	18
0.620211	0.375642	19
0.621244	0.419294	20
0.620440	0.462838	21
0.618792	0.505604	22
0.613335	0.549857	23
0.608377	0.593275	24
0.601903	0.634935	25
0.592690	0.677653	26
0.584334	0.717135	27
0.563752	0.764850	28
0.560947	0.797290	29
0.560877	0.827253	30
