time = 4.65	Re = 90
0.182364	0.079637	0
0.192150	0.051361	1
0.202092	0.022501	2
0.204751	-0.011300	3
0.204566	-0.055461	4
0.191818	-0.104244	5
0.170584	-0.155441	6
0.160089	-0.184178	7
0.150184	-0.213001	8
0.144789	-0.272051	9
0.152112	-0.320136	10
0.161086	-0.365094	11
0.174411	-0.399519	12
0.188873	-0.430457	13
0.228071	-0.447979	14
0.276445	-0.438779	15
0.301872	-0.419955	16
0.327154	-0.400956	17
0.353447	-0.374350	18
0.383228	-0.344435	19
0.409060	-0.308594	20
0.438247	-0.266506	21
0.464474	-0.219178	22
0.488607	-0.165464	23
0.498522	-0.135448	24
0.508439	-0.104650	25
0.518004	-0.068694	26
0.526887	-0.030731	27
0.530091	0.004857	28
0.532627	0.043254	29
0.531589	0.081251	30
0.528321	0.122483	31
0.520937	0.157182	32
0.511553	0.193413	33
0.498856	0.225356	34
0.483886	0.258436	35
0.467810	0.282647	36
0.450898	0.307884	37
0.413658	0.349494	38
0.379750	0.376488	39
0.344378	0.398054	40
0.313973	0.409926	41
0.283106	0.418838	42
0.257601	0.423624	43
0.230517	0.430687	44
0.204394	0.438081	45
0.176590	0.455271	46
0.147554	0.484856	47
0.129581	0.517033	48
0.112187	0.552486	49
0.099949	0.590350	50
0.088315	0.632264	51
0.077291	0.674393	52
0.042048	0.713873	53
0.018474	0.713035	54
-0.011446	0.716540	55
-0.041497	0.719915	56
-0.063452	0.710097	57
-0.084545	0.700262	58
-0.125237	0.693920	59
-0.155665	0.685486	60
-0.185899	0.677070	61
-0.233793	0.660406	62
-0.266052	0.649037	63
-0.298083	0.637168	64
-0.332319	0.619282	65
-0.361110	0.604612	66
-0.389919	0.589611	67
-0.424517	0.567828	68
-0.457735	0.544814	69
-0.476563	0.527996	70
-0.522878	0.490751	71
-0.549658	0.465108	72
-0.576412	0.438004	73
-0.599072	0.410766	74
-0.622303	0.382313	75
-0.642143	0.354526	76
-0.661342	0.325390	77
-0.677215	0.296755	78
-0.693232	0.267047	79
-0.706786	0.237182	80
-0.720442	0.206652	81
-0.738419	0.154910	82
-0.746896	0.125680	83
-0.755448	0.096413	84
-0.765322	0.046084	85
-0.770027	0.015323	86
-0.774513	-0.015720	87
-0.776934	-0.060569	88
-0.778234	-0.117985	89
-0.775369	-0.165188	90
-0.769677	-0.219392	91
-0.760673	-0.265203	92
-0.748505	-0.315410	93
-0.734603	-0.360054	94
-0.718666	-0.404787	95
-0.701672	-0.443634	96
-0.681895	-0.485059	97
-0.660458	-0.524475	98
-0.636163	-0.564618	99
-0.613480	-0.596455	100
-0.588533	-0.629186	101
-0.564411	-0.658575	102
-0.538519	-0.688491	103
-0.511305	-0.716692	104
-0.481687	-0.745408	105
-0.445817	-0.774750	106
-0.409348	-0.804106	107
-0.380294	-0.824596	108
-0.349899	-0.844912	109
-0.320047	-0.862563	110
-0.288490	-0.880237	111
-0.253257	-0.896669	112
-0.215523	-0.913158	113
-0.167118	-0.929578	114
-0.133577	-0.937967	115
-0.100212	-0.945640	116
-0.067622	-0.953766	117
-0.035835	-0.961616	118
0.015637	-0.975427	119
0.051539	-1.003949	120
