time = 7.2	Re = 90
0.159006	0.120443	0
0.172488	0.098300	1
0.184850	0.071333	2
0.199134	0.040761	3
0.205304	-0.007617	4
0.202202	-0.040147	5
0.194256	-0.087264	6
0.180909	-0.113895	7
0.164758	-0.144360	8
0.145153	-0.174878	9
0.128957	-0.206287	10
0.117900	-0.246717	11
0.113718	-0.291647	12
0.116327	-0.348385	13
0.119132	-0.400782	14
0.124874	-0.446685	15
0.131486	-0.488654	16
0.139634	-0.522188	17
0.149598	-0.551720	18
0.184140	-0.579433	19
0.239876	-0.576389	20
0.289516	-0.549661	21
0.315346	-0.533826	22
0.341238	-0.517985	23
0.382785	-0.481136	24
0.423285	-0.439848	25
0.441511	-0.408113	26
0.459321	-0.375737	27
0.469633	-0.345374	28
0.488004	-0.301693	29
0.498288	-0.264827	30
0.514708	-0.212669	31
0.527427	-0.157522	32
0.532123	-0.127922	33
0.538042	-0.092121	34
0.541126	-0.057311	35
0.544431	-0.014260	36
0.544712	0.038294	37
0.542643	0.068573	38
0.540336	0.099601	39
0.530355	0.144879	40
0.514099	0.195787	41
0.494124	0.235919	42
0.468474	0.273762	43
0.448077	0.293124	44
0.426264	0.309556	45
0.410009	0.314425	46
0.393427	0.317654	47
0.385045	0.311120	48
0.374868	0.305995	49
0.362134	0.285106	50
0.357184	0.259308	51
0.353127	0.229312	52
0.350618	0.201516	53
0.344437	0.174852	54
0.335890	0.155607	55
0.319768	0.145500	56
0.297490	0.147998	57
0.258901	0.175541	58
0.229618	0.203130	59
0.196435	0.231297	60
0.172349	0.258259	61
0.148528	0.285386	62
0.128847	0.319270	63
0.112094	0.357526	64
0.101160	0.400738	65
0.089867	0.452841	66
0.084276	0.487020	67
0.079123	0.522483	68
0.074821	0.564955	69
0.070367	0.613714	70
0.066437	0.644904	71
0.061226	0.677953	72
0.057052	0.683320	73
0.056266	0.683136	74
0.027413	0.700377	75
-0.023307	0.712517	76
0.012479	0.704908	77
0.050272	0.691633	78
0.056374	0.689322	79
0.057392	0.687206	80
0.035138	0.695612	81
-0.000448	0.705711	82
-0.035571	0.705352	83
-0.088002	0.691551	84
-0.044230	0.709256	85
-0.027141	0.706403	86
-0.044858	0.703496	87
-0.074516	0.692668	88
-0.103189	0.682611	89
-0.151434	0.670947	90
-0.121077	0.679195	91
-0.090335	0.687168	92
-0.041727	0.703888	93
-0.042734	0.704340	94
-0.089942	0.684012	95
-0.133105	0.673220	96
-0.166458	0.663652	97
-0.199501	0.653490	98
-0.241644	0.637441	99
-0.281348	0.620706	100
-0.264367	0.627901	101
-0.296794	0.611930	102
-0.328367	0.595482	103
-0.379265	0.564077	104
-0.404886	0.545143	105
-0.430881	0.525755	106
-0.475789	0.487219	107
-0.483942	0.477979	108
-0.520144	0.439271	109
-0.547401	0.406612	110
-0.574362	0.371189	111
-0.595404	0.339049	112
-0.616912	0.304006	113
-0.631951	0.272947	114
-0.646906	0.239578	115
-0.657993	0.208213	116
-0.669218	0.175019	117
-0.680168	0.130619	118
-0.689456	0.082873	119
-0.693207	0.051175	120
-0.697063	0.018511	121
-0.698255	-0.013173	122
-0.699121	-0.046101	123
-0.694664	-0.100254	124
-0.687750	-0.151472	125
-0.677142	-0.204058	126
-0.659711	-0.261197	127
-0.648118	-0.290252	128
-0.636581	-0.318779	129
-0.623121	-0.343960	130
-0.602329	-0.382991	131
-0.577822	-0.423785	132
-0.547759	-0.465311	133
-0.513073	-0.507626	134
-0.481613	-0.540158	135
-0.444097	-0.574579	136
-0.409462	-0.602498	137
-0.370269	-0.630757	138
-0.336332	-0.651430	139
-0.298277	-0.672896	140
-0.262561	-0.691246	141
-0.221289	-0.712905	142
-0.191109	-0.726925	143
-0.154289	-0.744933	144
-0.111210	-0.764129	145
-0.055240	-0.783907	146
-0.011359	-0.791822	147
0.038433	-0.795399	148
0.096463	-0.792183	149
0.125930	-0.786786	150
0.155270	-0.782609	151
0.190792	-0.773719	152
0.223868	-0.764538	153
0.269205	-0.749441	154
0.318046	-0.731304	155
0.352378	-0.715998	156
0.386015	-0.700197	157
0.424785	-0.679648	158
0.464963	-0.656196	159
0.494645	-0.636034	160
0.524509	-0.614720	161
0.555492	-0.590055	162
0.588110	-0.563048	163
0.614082	-0.538548	164
0.640009	-0.512772	165
0.665236	-0.483985	166
0.690232	-0.454256	167
0.708681	-0.428575	168
0.728359	-0.401472	169
0.747450	-0.371500	170
0.766517	-0.340179	171
0.781766	-0.310483	172
0.797532	-0.278874	173
0.811737	-0.245415	174
0.825741	-0.210886	175
0.842847	-0.156379	176
0.850349	-0.126313	177
0.857790	-0.095711	178
0.868008	-0.037899	179
0.871486	-0.007395	180
0.874795	0.023706	181
0.875953	0.053810	182
0.877077	0.083826	183
0.876531	0.115771	184
0.875469	0.148274	185
0.871782	0.181487	186
0.867481	0.217769	187
0.861742	0.252490	188
0.855185	0.289965	189
0.842966	0.340334	190
0.827381	0.391952	191
0.810085	0.439691	192
0.788983	0.488511	193
0.764456	0.534712	194
0.735011	0.584267	195
0.714599	0.613493	196
0.690441	0.644911	197
0.658002	0.680960	198
0.620933	0.719212	199
0.583891	0.756186	200
0.548712	0.789622	201
0.519428	0.816896	202
0.490719	0.842975	203
0.473370	0.870356	204
0.457574	0.896858	205
