time = 1	Re = 90
0.198969	0.015887	0
0.222236	-0.037695	1
0.241401	-0.077843	2
0.264568	-0.097355	3
0.287837	-0.116532	4
0.343318	-0.122654	5
0.372561	-0.113371	6
0.401792	-0.103526	7
0.430686	-0.083716	8
0.459095	-0.061771	9
0.485648	-0.032516	10
0.510329	-0.000475	11
0.532320	0.036384	12
0.552304	0.075333	13
0.568997	0.118430	14
0.583320	0.162718	15
0.593705	0.207795	16
0.601378	0.254689	17
0.606197	0.300502	18
0.608634	0.347401	19
0.608948	0.393138	20
0.607692	0.438320	21
0.604338	0.483241	22
0.600062	0.527320	23
0.591971	0.572669	24
0.583901	0.617283	25
0.574418	0.659904	26
0.561880	0.703398	27
0.550578	0.743346	28
0.525552	0.791566	29
0.519518	0.824852	30
0.517495	0.854995	31
