time = 7	Re = 10
0.144310	0.137752	0
0.185194	0.114160	1
0.223092	0.100976	2
0.268349	0.099939	3
0.312928	0.100492	4
0.361781	0.105082	5
0.408562	0.110306	6
0.451536	0.117413	7
0.489983	0.126187	8
0.536915	0.156377	9
0.544656	0.210706	10
0.532396	0.241723	11
0.519620	0.272522	12
0.502207	0.302870	13
0.484253	0.332640	14
0.449293	0.360929	15
0.415405	0.379937	16
0.393672	0.375535	17
0.372731	0.366890	18
0.354156	0.348992	19
0.329119	0.333428	20
0.293931	0.321300	21
0.267634	0.321208	22
0.237953	0.327145	23
0.201323	0.343879	24
0.162281	0.377411	25
0.138110	0.412922	26
0.116752	0.456418	27
0.103169	0.497192	28
0.090596	0.542253	29
0.082156	0.577265	30
0.073426	0.614323	31
0.060987	0.664395	32
0.045013	0.696538	33
0.046230	0.698092	34
0.026416	0.697923	35
-0.028905	0.702392	36
-0.055536	0.688619	37
-0.082281	0.674849	38
-0.088156	0.665931	39
-0.118844	0.654215	40
-0.148654	0.642956	41
-0.141504	0.643333	42
-0.169328	0.631899	43
-0.214759	0.616991	44
-0.256506	0.601732	45
-0.289339	0.587758	46
-0.321597	0.573127	47
-0.352518	0.554975	48
-0.382590	0.535903	49
-0.416320	0.512070	50
-0.447703	0.487306	51
-0.469999	0.465813	52
-0.492421	0.443823	53
-0.519954	0.409825	54
-0.553058	0.365695	55
-0.579714	0.325022	56
-0.592712	0.300346	57
-0.611387	0.267249	58
-0.631047	0.234082	59
-0.644816	0.207796	60
-0.659503	0.183129	61
-0.679209	0.154618	62
-0.708319	0.112607	63
-0.726142	0.083192	64
-0.740706	0.050809	65
-0.748595	-0.004747	66
-0.745017	-0.036134	67
-0.740902	-0.069523	68
-0.729549	-0.096869	69
-0.720138	-0.125585	70
-0.707736	-0.151869	71
-0.697491	-0.179947	72
-0.683738	-0.211909	73
-0.670985	-0.242348	74
-0.661026	-0.260407	75
-0.649992	-0.291636	76
-0.637851	-0.315256	77
-0.623950	-0.348437	78
-0.608593	-0.375290	79
-0.591568	-0.405623	80
-0.579581	-0.421373	81
-0.561384	-0.451679	82
-0.546786	-0.469150	83
-0.524574	-0.500173	84
-0.507467	-0.517428	85
-0.483377	-0.544523	86
-0.445873	-0.580017	87
-0.405754	-0.613730	88
-0.371670	-0.638864	89
-0.335273	-0.664186	90
-0.298141	-0.687179	91
-0.258434	-0.710583	92
-0.232104	-0.723857	93
-0.193689	-0.744648	94
-0.158823	-0.760823	95
-0.107527	-0.782725	96
-0.065610	-0.794502	97
-0.034231	-0.799712	98
-0.003170	-0.804313	99
0.048089	-0.803625	100
0.079942	-0.799502	101
0.110709	-0.795526	102
0.151943	-0.785430	103
0.192167	-0.774161	104
0.230860	-0.761229	105
0.271339	-0.747541	106
0.307921	-0.733154	107
0.346354	-0.717406	108
0.383941	-0.699881	109
0.424115	-0.679963	110
0.453076	-0.663133	111
0.482622	-0.645353	112
0.511925	-0.625396	113
0.541809	-0.604086	114
0.569993	-0.581057	115
0.598959	-0.556199	116
0.627448	-0.528473	117
0.656816	-0.498082	118
0.677429	-0.473180	119
0.699922	-0.445974	120
0.720846	-0.417284	121
0.742805	-0.386107	122
0.761573	-0.355223	123
0.781299	-0.321573	124
0.799570	-0.286019	125
0.818496	-0.246709	126
0.830521	-0.216221	127
0.844557	-0.179841	128
0.856106	-0.142616	129
0.868018	-0.099105	130
0.874678	-0.061550	131
0.880713	-0.017233	132
0.883029	0.025791	133
0.883319	0.073751	134
0.880420	0.110944	135
0.876618	0.147819	136
0.870479	0.186346	137
0.863465	0.225299	138
0.855309	0.258502	139
0.846916	0.291661	140
0.836227	0.326918	141
0.824701	0.363025	142
0.813336	0.391880	143
0.801758	0.421252	144
0.787174	0.453231	145
0.771487	0.486463	146
0.755828	0.514963	147
0.739548	0.544261	148
0.720777	0.573790	149
0.700779	0.604235	150
0.664778	0.651372	151
0.644437	0.674995	152
0.623125	0.699665	153
0.601571	0.721388	154
0.579807	0.743244	155
0.555705	0.764812	156
0.530200	0.787371	157
0.504323	0.807161	158
0.475914	0.828332	159
0.445828	0.848658	160
0.414661	0.868811	161
0.387399	0.884135	162
0.359691	0.899565	163
0.330405	0.913879	164
0.300382	0.928248	165
0.252180	0.947787	166
0.200912	0.966040	167
0.152780	0.980151	168
0.101988	0.992709	169
