time = 1	Re = 90
0.199994	0.011113	0
0.221862	-0.033959	1
0.239725	-0.072207	2
0.282732	-0.103311	3
0.336464	-0.100612	4
0.365591	-0.087317	5
0.394622	-0.072787	6
0.423111	-0.049318	7
0.450607	-0.023641	8
0.475641	0.008192	9
0.499201	0.041908	10
0.519867	0.080084	11
0.538454	0.119299	12
0.553984	0.160112	13
0.567050	0.201628	14
0.576466	0.244738	15
0.583963	0.288952	16
0.589150	0.331047	17
0.591207	0.375816	18
0.591339	0.418896	19
0.590198	0.462058	20
0.587784	0.504271	21
0.583740	0.546246	22
0.579993	0.586311	23
0.575174	0.626531	24
0.568286	0.665477	25
0.559458	0.704918	26
0.546609	0.746251	27
0.528395	0.790048	28
0.522057	0.823113	29
0.519200	0.852997	30
